LOC124905335_1	XR_007068557.1_1	1	1	15080	21429	LOC124905335
PRDX1	NM_181697.3	1	-1	45383419	45394252	PRDX1
PRDX1	NM_001202431.2	1	-1	45383419	45395258	PRDX1
AKR1A1	XM_047428790.1	1	1	45423192	45441561	AKR1A1
AKR1A1	XM_047428815.1	1	1	45423192	45441561	AKR1A1
AKR1A1	NM_001202413.2	1	1	45423192	45442415	AKR1A1
AKR1A1	NM_001202414.2	1	1	45423192	45442415	AKR1A1
AKR1A1	NM_006066.4	1	1	45423192	45442415	AKR1A1
AKR1A1	NM_153326.3	1	1	45423192	45442415	AKR1A1
AKR1A1	XM_011540491.3	1	1	45423192	45442415	AKR1A1
NASP	NM_001195193.2	1	1	45456407	45491244	NASP
NASP	NM_002482.4	1	1	45456407	45491244	NASP
NASP	NM_152298.4	1	1	45456407	45491244	NASP
NASP	XM_005270888.4	1	1	45456407	45491244	NASP
NASP	XM_005270889.4	1	1	45456407	45491244	NASP
NASP	XM_011541509.3	1	1	45456407	45491244	NASP
NASP	XM_017001356.3	1	1	45456407	45491244	NASP
NASP	XM_047421212.1	1	1	45456407	45491244	NASP
CCDC17	XM_017000456.1	1	-1	45492399	45496000	CCDC17
CCDC17	NM_001114938.3	1	-1	45492399	45496409	CCDC17
CCDC17	NM_001190182.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_011540812.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_011540814.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_017000450.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_017000451.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_017000452.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_017000453.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_017000454.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_017000455.2	1	-1	45492399	45496409	CCDC17
CCDC17	XM_047447377.1	1	-1	45492884	45496409	CCDC17
CCDC17	XM_011540820.2	1	-1	45493715	45496409	CCDC17
GPBP1L1	NM_021639.5	1	-1	45499652	45558879	GPBP1L1
GPBP1L1	XM_017002019.3	1	-1	45499652	45558879	GPBP1L1
GPBP1L1	XM_024448809.2	1	-1	45499652	45558879	GPBP1L1
GPBP1L1	XM_047427076.1	1	-1	45499652	45558879	GPBP1L1
GPBP1L1	XM_024448806.2	1	-1	45499652	45559448	GPBP1L1
GPBP1L1	XM_024448808.2	1	-1	45499652	45559448	GPBP1L1
GPBP1L1	XM_047427066.1	1	-1	45499652	45559448	GPBP1L1
GPBP1L1	XM_047427067.1	1	-1	45499652	45559448	GPBP1L1
GPBP1L1	XM_047427069.1	1	-1	45499652	45559448	GPBP1L1
GPBP1L1	XM_047427070.1	1	-1	45499652	45559448	GPBP1L1
GPBP1L1	XM_047427075.1	1	-1	45499652	45559448	GPBP1L1
GPBP1L1	XM_024448810.2	1	-1	45499652	45560456	GPBP1L1
GPBP1L1	XM_047427059.1	1	-1	45499652	45560456	GPBP1L1
GPBP1L1	XM_047427077.1	1	-1	45499652	45560456	GPBP1L1
GPBP1L1	XM_047427078.1	1	-1	45505862	45558879	GPBP1L1
RPS15AP10	NR_026768.1	1	-1	45518114	45519027	RPS15AP10
TMEM69	NM_016486.4	1	1	45560527	45566780	TMEM69
IPP	NM_001145349.2	1	-1	45566668	45627842	IPP
IPP	XM_047419673.1	1	-1	45566668	45627842	IPP
IPP	NM_005897.3	1	-1	45571055	45627842	IPP
IPP	XM_006710623.5	1	-1	45571055	45627842	IPP
IPP	XM_024446763.2	1	-1	45571055	45627842	IPP
LOC105378693	XR_947289.2	1	1	45628138	45638022	LOC105378693
LOC105378693	XR_947290.2	1	1	45628138	45638022	LOC105378693
MAST2	NM_001319245.2	1	1	45680810	45913311	MAST2
MAST2	NM_001324320.2	1	1	45680810	45913311	MAST2
MAST2	NM_015112.3	1	1	45680810	45913311	MAST2
MAST2	XM_011541059.3	1	1	45680810	45913311	MAST2
MAST2	XM_011541061.3	1	1	45680810	45913311	MAST2
MAST2	XM_011541062.3	1	1	45680810	45913311	MAST2
MAST2	XM_011541069.3	1	1	45680810	45913311	MAST2
MAST2	XM_047450096.1	1	1	45680810	45913311	MAST2
MAST2	XM_047450111.1	1	1	45680810	45913311	MAST2
MAST2	XM_047450141.1	1	1	45680810	45913311	MAST2
MAST2	XM_047450142.1	1	1	45680810	45913311	MAST2
MAST2	XM_047450145.1	1	1	45680810	45913311	MAST2
MAST2	XM_047450149.1	1	1	45680810	45913311	MAST2
MAST2	XM_047450150.1	1	1	45680810	45913311	MAST2
MAST2	XM_047450153.1	1	1	45680810	45913311	MAST2
MAST2	XM_047450105.1	1	1	45689652	45913311	MAST2
MAST2	XM_047450121.1	1	1	45689652	45913311	MAST2
MAST2	XM_047450123.1	1	1	45689652	45913311	MAST2
MAST2	XM_047450129.1	1	1	45689652	45913311	MAST2
MAST2	XM_011541064.3	1	1	45689754	45913311	MAST2
MAST2	XM_047450116.1	1	1	45690151	45913311	MAST2
MAST2	XM_047450122.1	1	1	45690151	45913311	MAST2
MAST2	XM_011541063.2	1	1	45690189	45913311	MAST2
MAST2	NM_001324321.2	1	1	45741576	45913311	MAST2
MAST2	XM_017000752.2	1	1	45741576	45913311	MAST2
MAST2	XM_017000755.2	1	1	45741576	45913311	MAST2
LOC105378694	XR_007066060.1	1	-1	45745082	45784234	LOC105378694
LOC105378694	XR_001738037.3	1	-1	45745082	45784235	LOC105378694
LOC105378694	XR_001738038.2	1	-1	45745082	45786442	LOC105378694
MAST2	XM_005270655.4	1	1	45790785	45913311	MAST2
MAST2	XM_006710477.4	1	1	45790785	45913311	MAST2
MAST2	XM_017000753.2	1	1	45790785	45913311	MAST2
MAST2	XM_047450130.1	1	1	45790785	45913311	MAST2
MAST2	XM_047450138.1	1	1	45790785	45913311	MAST2
MAST2	XM_005270656.6	1	1	45790951	45913311	MAST2
MAST2	XM_011541067.3	1	1	45831157	45913311	MAST2
MAST2	XM_011541068.2	1	1	45831158	45913311	MAST2
PIK3R3	NM_001328651.1	1	-1	45917331	46007920	PIK3R3
PIK3R3	NM_001328650.1	1	-1	45917331	46009014	PIK3R3
PIK3R3	NM_001303429.2	1	-1	45917331	46009872	PIK3R3
PIK3R3	NM_001328652.2	1	-1	45917331	46009872	PIK3R3
PIK3R3	NM_001328653.2	1	-1	45917331	46009872	PIK3R3
PIK3R3	NM_001328654.2	1	-1	45917331	46009872	PIK3R3
PIK3R3	NM_003629.4	1	-1	45917331	46009872	PIK3R3
PIK3R3	NR_137329.2	1	-1	45917331	46009872	PIK3R3
PIK3R3	NM_001303428.1	1	-1	45917331	46010038	PIK3R3
PIK3R3	NM_001114172.1	1	-1	45917331	46010279	PIK3R3
PIK3R3	NM_001328649.1	1	-1	45917331	46010279	PIK3R3
PIK3R3	NM_001328648.1	1	-1	45917331	46052095	PIK3R3
P3R3URF-PIK3R3	NM_001303427.2	1	-1	45917331	46053683	P3R3URF-PIK3R3
LOC124904171	XR_007066061.1	1	1	45929426	45931126	LOC124904171
LOC101929626	NR_125987.1	1	1	46010614	46016325	LOC101929626
TSPAN1	NM_005727.4	1	1	46052282	46063182	TSPAN1
TSPAN1	XM_011540460.4	1	1	46052282	46073710	TSPAN1
TSPAN1	XM_047420887.1	1	1	46052282	46073710	TSPAN1
TSPAN1	XM_047420922.1	1	1	46052282	46073710	TSPAN1
TSPAN1	XM_047420946.1	1	1	46052282	46073710	TSPAN1
TSPAN1	XM_047420982.1	1	1	46052282	46073710	TSPAN1
TSPAN1	XM_047421003.1	1	1	46052282	46073710	TSPAN1
P3R3URF	NM_001328655.2	1	-1	46052681	46053683	P3R3URF
POMGNT1	XM_011541760.4	1	-1	46065903	46074666	POMGNT1
POMGNT1	NM_001290129.2	1	-1	46065903	46074720	POMGNT1
POMGNT1	NM_001290130.2	1	-1	46065903	46074720	POMGNT1
POMGNT1	NM_017739.4	1	-1	46065903	46075655	POMGNT1
POMGNT1	XM_005271010.2	1	-1	46065903	46075655	POMGNT1
POMGNT1	XM_006710755.2	1	-1	46065903	46075655	POMGNT1
POMGNT1	XM_006710756.2	1	-1	46065903	46075655	POMGNT1
POMGNT1	XM_017001690.2	1	-1	46065903	46075655	POMGNT1
POMGNT1	XM_047424497.1	1	-1	46065903	46075655	POMGNT1
POMGNT1	XM_047424511.1	1	-1	46065903	46075655	POMGNT1
POMGNT1	NM_001243766.2	1	-1	46065903	46097522	POMGNT1
LURAP1	NM_001013615.3	1	1	46080552	46098473	LURAP1
RAD54L	NM_001142548.2	1	1	46124906	46155694	RAD54L
RAD54L	NM_001370766.1	1	1	46124906	46155694	RAD54L
RAD54L	NM_003579.4	1	1	46124981	46155694	RAD54L
LRRC41	NM_006369.5	1	-1	46154683	46180838	LRRC41
LRRC41	XM_047431688.1	1	-1	46156485	46180253	LRRC41
UQCRH	NM_001297565.2	1	1	46180920	46193993	UQCRH
UQCRH	NM_001297566.2	1	1	46180920	46193993	UQCRH
UQCRH	NM_006004.4	1	1	46180920	46193993	UQCRH
NSUN4	NM_001387265.1	1	1	46218025	46242233	NSUN4
NSUN4	NM_001387267.1	1	1	46218025	46242233	NSUN4
NSUN4	NM_001387271.1	1	1	46218025	46242233	NSUN4
NSUN4	NM_001387272.1	1	1	46218025	46242233	NSUN4
NSUN4	NM_199044.4	1	1	46218025	46242233	NSUN4
NSUN4	NR_045789.2	1	1	46218025	46242233	NSUN4
NSUN4	NR_045790.2	1	1	46218025	46242233	NSUN4
NSUN4	NR_045791.2	1	1	46218025	46242233	NSUN4
NSUN4	NR_170617.1	1	1	46218025	46242233	NSUN4
NSUN4	NR_170618.1	1	1	46218025	46242233	NSUN4
NSUN4	NR_170619.1	1	1	46218025	46242233	NSUN4
NSUN4	NR_170620.1	1	1	46218025	46242233	NSUN4
NSUN4	NR_170621.1	1	1	46218025	46242233	NSUN4
NSUN4	NR_170622.1	1	1	46218025	46242233	NSUN4
NSUN4	NR_170623.1	1	1	46218025	46242233	NSUN4
NSUN4	NR_170624.1	1	1	46218025	46242233	NSUN4
NSUN4	NM_001387266.1	1	1	46218025	46246433	NSUN4
NSUN4	NM_001387268.1	1	1	46218025	46246433	NSUN4
NSUN4	NM_001387269.1	1	1	46218025	46246433	NSUN4
NSUN4	NM_001387270.1	1	1	46218025	46262412	NSUN4
NSUN4	NM_001256127.3	1	1	46218396	46242233	NSUN4
NSUN4	NM_001256128.3	1	1	46218396	46242233	NSUN4
FAAH	NM_001441.3	1	1	46271530	46291059	FAAH
FAAHP1	NR_045483.1	1	1	46311041	46322918	FAAHP1
LINC01398	NR_121680.1	1	-1	46323889	46326919	LINC01398
DMBX1	NM_001387775.1	1	1	46367063	46393431	DMBX1
DMBX1	NM_001387776.1	1	1	46367063	46393431	DMBX1
DMBX1	NM_147192.4	1	1	46367063	46393431	DMBX1
DMBX1	NM_172225.2	1	1	46367063	46393431	DMBX1
TMEM275	NM_001357063.3	1	-1	46409382	46412731	TMEM275
TMEM275	NM_001396071.1	1	-1	46409382	46412731	TMEM275
MKNK1-AS1	NR_038403.1	1	1	46415912	46447528	MKNK1-AS1
KNCN	NM_001322255.2	1	-1	46422873	46428884	KNCN
KNCN	NM_001097611.1	1	-1	46422876	46428452	KNCN
MKNK1	XM_024450510.2	1	-1	46434628	46461818	MKNK1
MKNK1	XM_047433022.1	1	-1	46434628	46461924	MKNK1
MKNK1	XM_047433066.1	1	-1	46434628	46461924	MKNK1
MKNK1	XM_047433042.1	1	-1	46434628	46462319	MKNK1
MKNK1	XM_017002660.3	1	-1	46434628	46470827	MKNK1
MKNK1	XM_047433039.1	1	-1	46434628	46470827	MKNK1
MKNK1	XM_006711002.4	1	-1	46434628	46470828	MKNK1
MKNK1	XM_047433053.1	1	-1	46434628	46470828	MKNK1
MKNK1	XM_047433059.1	1	-1	46434628	46470828	MKNK1
MKNK1	XM_047433025.1	1	-1	46434628	46479378	MKNK1
MKNK1	XM_047433026.1	1	-1	46434628	46481020	MKNK1
MKNK1	NM_001135553.4	1	-1	46434628	46481501	MKNK1
MKNK1	NM_001377337.1	1	-1	46434628	46481501	MKNK1
MKNK1	NM_001377338.1	1	-1	46434628	46481501	MKNK1
MKNK1	NM_001377341.1	1	-1	46434628	46481501	MKNK1
MKNK1	NM_001377342.1	1	-1	46434628	46481501	MKNK1
MKNK1	NM_001377343.1	1	-1	46434628	46481501	MKNK1
MKNK1	NM_001377373.1	1	-1	46434628	46481501	MKNK1
MKNK1	NM_001377374.1	1	-1	46434628	46481501	MKNK1
MKNK1	NM_001377375.1	1	-1	46434628	46481501	MKNK1
MKNK1	NM_003684.7	1	-1	46434628	46481501	MKNK1
MKNK1	NM_198973.5	1	-1	46434628	46481501	MKNK1
MKNK1	NR_024174.3	1	-1	46434628	46481501	MKNK1
MKNK1	NR_024176.3	1	-1	46434628	46481501	MKNK1
MKNK1	NR_146512.2	1	-1	46434628	46481501	MKNK1
MKNK1	NR_165250.1	1	-1	46434628	46481501	MKNK1
MKNK1	XM_047433024.1	1	-1	46434628	46481501	MKNK1
MKNK1	XM_047433047.1	1	-1	46434628	46481501	MKNK1
MKNK1	XM_047433079.1	1	-1	46438749	46461924	MKNK1
MKNK1	XM_047433081.1	1	-1	46440071	46461924	MKNK1
MOB3C	NM_145279.5	1	-1	46484946	46492359	MOB3C
MOB3C	NM_201403.3	1	-1	46484946	46494037	MOB3C
LOC105378697	XR_947297.2	1	-1	46498921	46503047	LOC105378697
ATPAF1	NM_001394565.1	1	-1	46509960	46545604	ATPAF1
ATPAF1	NM_022745.6	1	-1	46509960	46545797	ATPAF1
ATPAF1	NM_001243728.1	1	-1	46512263	46543118	ATPAF1
ATPAF1	NM_001256418.1	1	-1	46512263	46543118	ATPAF1
ATPAF1	NM_001042546.2	1	-1	46512263	46545667	ATPAF1
TEX38	XM_011541421.4	1	1	46546126	46550834	TEX38
TEX38	NM_001145474.4	1	1	46549094	46550834	TEX38
TEX38	NM_001300863.2	1	1	46549094	46550834	TEX38
TEX38	NM_001300864.2	1	1	46549094	46550834	TEX38
EFCAB14-AS1	NR_038827.1	1	1	46551276	46569329	EFCAB14-AS1
EFCAB14-AS1	NR_038828.1	1	1	46551276	46569329	EFCAB14-AS1
EFCAB14	NM_014774.3	1	-1	46552399	46596351	EFCAB14
LOC105378698	XR_947298.3	1	-1	46562314	46564008	LOC105378698
LOC105378699	XR_947299.3	1	1	46642208	46649406	LOC105378699
CYP4B1	XM_011540832.2	1	1	46676425	46692566	CYP4B1
CYP4B1	NM_000779.4	1	1	46676425	46696812	CYP4B1
CYP4B1	NM_001099772.2	1	1	46676425	46696812	CYP4B1
CYP4B1	NM_001319161.2	1	1	46676425	46696812	CYP4B1
CYP4B1	NM_001319162.2	1	1	46676425	46696812	CYP4B1
CYP4B1	NM_001319163.2	1	1	46676425	46696812	CYP4B1
CYP4B1	NR_135003.2	1	1	46676425	46696812	CYP4B1
CYP4B1	XM_017000466.2	1	1	46676425	46696812	CYP4B1
CYP4B1	XM_011540833.2	1	1	46690909	46696812	CYP4B1
CYP4Z2P	NR_002788.2	1	-1	46720492	46777891	CYP4Z2P
CYP4A11	XM_017000465.2	1	-1	46806597	46818225	CYP4A11
CYP4A11	NM_000778.4	1	-1	46806597	46818885	CYP4A11
CYP4A11	NM_001319155.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	NM_001363587.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	NR_134988.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	NR_134989.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	NR_134990.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	NR_134991.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	NR_134992.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	NR_134993.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	NR_134994.2	1	-1	46806597	46818885	CYP4A11
CYP4A11	XM_005270539.1	1	-1	46810166	46818885	CYP4A11
CYP4X1	NM_001320289.2	1	1	46838775	46928173	CYP4X1
CYP4X1	NM_001320290.2	1	1	46881583	46928173	CYP4X1
LOC124904172	XR_007066062.1	1	-1	46896389	46899667	LOC124904172
CYP4X1	XM_047417352.1	1	1	46901072	46923994	CYP4X1
CYP4X1	NM_178033.2	1	1	46901072	46928173	CYP4X1
CYP4X1	XM_017000973.3	1	1	46901072	46932851	CYP4X1
CYP4Z1	XM_024453856.2	1	1	46932944	46995763	CYP4Z1
CYP4Z1	NM_178134.3	1	1	46944669	46995763	CYP4Z1
CYP4A22	XM_005270770.4	1	1	47014885	47022128	CYP4A22
CYP4A22	XM_047418181.1	1	1	47014885	47022414	CYP4A22
CYP4A22	NM_001308102.2	1	1	47014885	47024926	CYP4A22
CYP4A22	NM_001010969.4	1	1	47014885	47027171	CYP4A22
CYP4A22	XM_005270767.4	1	1	47014885	47027171	CYP4A22
LOC105378701	XR_947301.3	1	-1	47049642	47056911	LOC105378701
LOC105378701	XR_007066064.1	1	-1	47050201	47054500	LOC105378701
LOC105378701	XR_947303.3	1	-1	47050201	47054500	LOC105378701
LOC105378701	XR_007066063.1	1	-1	47050201	47056911	LOC105378701
LINC00853	NR_047498.1	1	1	47056766	47057857	LINC00853
PDZK1IP1	NM_005764.4	1	-1	47061100	47068446	PDZK1IP1
TAL1	XM_047429047.1	1	-1	47094699	47107758	TAL1
TAL1	XM_047429045.1	1	-1	47094699	47109669	TAL1
TAL1	NM_001287347.2	1	-1	47094699	47110122	TAL1
TAL1	NM_001290404.1	1	-1	47094699	47110296	TAL1
TAL1	NM_001290405.1	1	-1	47094699	47110296	TAL1
TAL1	XM_017002191.2	1	-1	47094699	47110632	TAL1
TAL1	XM_047429046.1	1	-1	47094699	47110632	TAL1
TAL1	NM_003189.5	1	-1	47094699	47110742	TAL1
TAL1	NM_001290403.2	1	-1	47094700	47110632	TAL1
TAL1	NM_001290406.2	1	-1	47094700	47110632	TAL1
STIL	XM_017002124.2	1	-1	47128555	47180067	STIL
STIL	NM_001048166.1	1	-1	47128555	47192589	STIL
STIL	NM_001282936.1	1	-1	47128555	47192589	STIL
STIL	NM_001282937.1	1	-1	47128555	47192589	STIL
STIL	NM_001282938.1	1	-1	47128555	47192589	STIL
STIL	NM_001282939.1	1	-1	47128555	47192589	STIL
STIL	NM_003035.2	1	-1	47128555	47192589	STIL
STIL	XM_006710834.4	1	-1	47128555	47192589	STIL
STIL	XM_011541991.3	1	-1	47128555	47192589	STIL
STIL	XM_011541992.3	1	-1	47128555	47192589	STIL
STIL	XM_011541994.3	1	-1	47128555	47192589	STIL
STIL	XM_011541998.3	1	-1	47128555	47192589	STIL
STIL	XM_011542001.2	1	-1	47128555	47192589	STIL
STIL	XM_017002123.1	1	-1	47128555	47192589	STIL
STIL	XM_017002126.2	1	-1	47128555	47192589	STIL
STIL	XM_047428300.1	1	-1	47128555	47192589	STIL
STIL	XM_047428304.1	1	-1	47128555	47192589	STIL
STIL	XM_047428310.1	1	-1	47128555	47192589	STIL
STIL	XM_047428314.1	1	-1	47128555	47192589	STIL
STIL	XM_047428316.1	1	-1	47128555	47192589	STIL
STIL	XM_047428317.1	1	-1	47128555	47192589	STIL
STIL	XM_047428320.1	1	-1	47128555	47192589	STIL
STIL	XM_047428331.1	1	-1	47128555	47192589	STIL
STIL	XM_047428336.1	1	-1	47128555	47192589	STIL
STIL	XM_047428343.1	1	-1	47128555	47192589	STIL
STIL	XM_047428344.1	1	-1	47128555	47192589	STIL
STIL	XM_047428348.1	1	-1	47128555	47192589	STIL
STIL	XM_047428359.1	1	-1	47128555	47192589	STIL
STIL	XM_047428374.1	1	-1	47128555	47192589	STIL
STIL	XM_047428377.1	1	-1	47128555	47192589	STIL
STIL	XM_047428384.1	1	-1	47128555	47192589	STIL
STIL	XM_047428385.1	1	-1	47128555	47192589	STIL
STIL	XM_047428388.1	1	-1	47128555	47192589	STIL
STIL	XM_047428390.1	1	-1	47128555	47192589	STIL
STIL	XM_047428392.1	1	-1	47128555	47192589	STIL
STIL	XM_047428398.1	1	-1	47128555	47192589	STIL
STIL	XM_047428404.1	1	-1	47128555	47192589	STIL
STIL	XM_047428408.1	1	-1	47128555	47192589	STIL
STIL	XM_047428412.1	1	-1	47128555	47192589	STIL
STIL	XM_047428414.1	1	-1	47128555	47192589	STIL
STIL	XM_047428417.1	1	-1	47128555	47192589	STIL
STIL	XM_047428426.1	1	-1	47128555	47192589	STIL
STIL	XM_047428432.1	1	-1	47128555	47192589	STIL
STIL	XM_047428433.1	1	-1	47128555	47192589	STIL
STIL	XM_047428440.1	1	-1	47128555	47192589	STIL
STIL	XM_047428444.1	1	-1	47128555	47192589	STIL
STIL	NM_001377417.1	1	-1	47128555	47193338	STIL
STIL	XM_047428312.1	1	-1	47128555	47193338	STIL
STIL	XM_047428337.1	1	-1	47128555	47193338	STIL
STIL	XM_047428368.1	1	-1	47128555	47193338	STIL
STIL	XM_047428403.1	1	-1	47128555	47193338	STIL
STIL	XM_047428438.1	1	-1	47128555	47193338	STIL
STIL	XM_047428394.1	1	-1	47138891	47192589	STIL
STIL	XM_017002127.1	1	-1	47144965	47192589	STIL
CMPK1	NR_046395.2	1	1	47212232	47237332	CMPK1
CMPK1	NM_001136140.2	1	1	47212232	47257303	CMPK1
CMPK1	NM_001366135.1	1	1	47212232	47257303	CMPK1
CMPK1	NM_016308.3	1	1	47212232	47257303	CMPK1
CMPK1	NR_046394.2	1	1	47212232	47257303	CMPK1
LINC01389	NR_126355.1	1	-1	47259258	47315784	LINC01389
FOXE3	NM_012186.3	1	1	47294744	47296511	FOXE3
FOXD2-AS1	NR_026878.1	1	-1	47310585	47313093	FOXD2-AS1
FOXD2	NM_004474.4	1	1	47316511	47319162	FOXD2
LOC124904173	XR_007066065.1	1	-1	47384682	47386325	LOC124904173
LOC124904173	XR_007066066.1	1	-1	47384682	47386325	LOC124904173
LINC01738	XR_001738040.3	1	1	47567095	47582624	LINC01738
LOC124904174	XR_007066067.1	1	-1	47569118	47573025	LOC124904174
TRABD2B	XM_017001263.3	1	-1	47639427	47697661	TRABD2B
TRABD2B	XM_047420060.1	1	-1	47639427	47700528	TRABD2B
TRABD2B	NM_001194986.2	1	-1	47639427	47876248	TRABD2B
TRABD2B	XM_006710640.5	1	-1	47639427	47876248	TRABD2B
TRABD2B	XM_017001260.3	1	-1	47639427	47876248	TRABD2B
TRABD2B	XM_017001261.3	1	-1	47639427	47876248	TRABD2B
TRABD2B	XM_017001262.3	1	-1	47639427	47876248	TRABD2B
TRABD2B	XM_024446933.2	1	-1	47639427	47876248	TRABD2B
TRABD2B	XM_024446935.2	1	-1	47639427	47876248	TRABD2B
TRABD2B	XM_011541443.4	1	-1	47652603	47876248	TRABD2B
TRABD2B	XM_011541445.4	1	-1	47654069	47876248	TRABD2B
TRABD2B	XM_011541444.3	1	-1	47655822	47876248	TRABD2B
LINC02794	XR_007066071.1	1	1	47928669	47980608	LINC02794
LINC02794	XR_007066069.1	1	1	47928669	48040643	LINC02794
LINC02794	XR_007066070.1	1	1	47928669	48057564	LINC02794
LINC02794	XR_007066068.1	1	1	47928669	48060231	LINC02794
LINC02794	XR_007066072.1	1	1	47928669	48060231	LINC02794
LINC02794	XR_007066073.1	1	1	47928669	48060231	LINC02794
SKINT1L	NR_026749.2	1	-1	47980564	48061271	SKINT1L
SLC5A9	XM_011540929.3	1	1	48101438	48116483	SLC5A9
SLC5A9	XM_047448596.1	1	1	48101438	48118184	SLC5A9
SLC5A9	XM_011540925.3	1	1	48101438	48126075	SLC5A9
SLC5A9	NM_001011547.3	1	1	48101438	48127385	SLC5A9
SLC5A9	NM_001135181.2	1	1	48101438	48127385	SLC5A9
SLC5A9	XM_011540924.3	1	1	48101438	48127385	SLC5A9
SLC5A9	XM_047448583.1	1	1	48101438	48127385	SLC5A9
SLC5A9	XM_047448585.1	1	1	48101438	48127385	SLC5A9
SLC5A9	XM_047448592.1	1	1	48101438	48127385	SLC5A9
SLC5A9	XM_011540927.2	1	1	48107583	48127385	SLC5A9
SLC5A9	XM_047448593.1	1	1	48107583	48127385	SLC5A9
SPATA6	XM_006710699.4	1	-1	48140134	48350874	SPATA6
SPATA6	XM_047422901.1	1	-1	48140134	48350874	SPATA6
SPATA6	XM_047422913.1	1	-1	48140134	48350874	SPATA6
SPATA6	XM_047422926.1	1	-1	48174128	48281461	SPATA6
SPATA6	XM_011541607.3	1	-1	48174128	48286516	SPATA6
SPATA6	XM_047422906.1	1	-1	48174128	48291855	SPATA6
SPATA6	XM_017001513.2	1	-1	48174128	48330282	SPATA6
SPATA6	XM_047422907.1	1	-1	48174128	48331754	SPATA6
SPATA6	XM_011541609.3	1	-1	48174128	48331761	SPATA6
SPATA6	XM_047422904.1	1	-1	48174128	48331768	SPATA6
SPATA6	NM_001286238.2	1	-1	48174128	48350874	SPATA6
SPATA6	NM_001286239.2	1	-1	48174128	48350874	SPATA6
SPATA6	NM_019073.4	1	-1	48174128	48350874	SPATA6
SPATA6	XM_011541606.3	1	-1	48174128	48350874	SPATA6
SPATA6	XM_017001510.2	1	-1	48174128	48350874	SPATA6
SPATA6	XM_017001511.3	1	-1	48174128	48350874	SPATA6
SPATA6	XM_047422902.1	1	-1	48174128	48350874	SPATA6
SPATA6	XM_047422919.1	1	-1	48174128	48350874	SPATA6
SPATA6	XM_047422900.1	1	-1	48184555	48350874	SPATA6
SPATA6	XM_006710701.5	1	-1	48238450	48350874	SPATA6
SPATA6	XM_047422922.1	1	-1	48258009	48350874	SPATA6
LOC124904175	XR_007066074.1	1	1	48349040	48361284	LOC124904175
AGBL4	XM_017002595.3	1	-1	48401274	49902907	AGBL4
AGBL4	NM_001323573.2	1	-1	48411612	49902907	AGBL4
AGBL4	NM_001323574.2	1	-1	48411612	49902907	AGBL4
AGBL4	NM_001323575.2	1	-1	48411612	49902907	AGBL4
AGBL4	NM_032785.4	1	-1	48411612	49902907	AGBL4
AGBL4	NR_136623.2	1	-1	48411612	49902907	AGBL4
AGBL4	XM_011542308.3	1	-1	48411612	49902907	AGBL4
AGBL4	XM_017002596.3	1	-1	48413643	49902907	AGBL4
BEND5	XM_011542141.4	1	-1	48606260	48654681	BEND5
BEND5	XM_047430497.1	1	-1	48606260	48654905	BEND5
BEND5	NM_001302082.2	1	-1	48606260	48655642	BEND5
BEND5	NM_001349793.2	1	-1	48606260	48655642	BEND5
BEND5	NM_001349794.2	1	-1	48606260	48655642	BEND5
BEND5	NM_001349795.2	1	-1	48606260	48655642	BEND5
BEND5	NM_024603.4	1	-1	48606260	48655642	BEND5
BEND5	NR_146232.2	1	-1	48606260	48655642	BEND5
BEND5	XM_047430505.1	1	-1	48606260	48655642	BEND5
BEND5	XM_047430520.1	1	-1	48614980	48655642	BEND5
BEND5	XM_017002333.3	1	-1	48621417	48655642	BEND5
AGBL4	XM_017002598.3	1	-1	48736976	49902907	AGBL4
AGBL4	XM_011542310.3	1	-1	48742269	49902907	AGBL4
LOC105378706	XR_947309.3	1	1	48904324	48928836	LOC105378706
LOC105378706	XR_001738042.2	1	1	48909919	48928836	LOC105378706
AGBL4-AS1	NR_125988.1	1	1	49136092	49147982	AGBL4-AS1
AGBL4-IT1	NR_046839.1	1	-1	49252900	49350784	AGBL4-IT1
LOC107984954	XR_007066075.1	1	1	49370877	49396235	LOC107984954
LOC107984954	XR_001738043.2	1	1	49370893	49392946	LOC107984954
LOC105378708	XR_947311.3	1	1	49902974	49920168	LOC105378708
ELAVL4	XM_017000542.1	1	1	49927008	50060268	ELAVL4
ELAVL4	NM_001144777.3	1	1	49927008	50082746	ELAVL4
ELAVL4	NM_001324208.2	1	1	49927008	50082746	ELAVL4
LOC105378709	XR_947312.4	1	-1	49939845	49941794	LOC105378709
