SEPTIN14P6	NR_109817.1	6	-1	2935	3070	SEPTIN14P6	transcript
TRA-AGC4-1	unassigned_transcript_1140	6	-1	28529572	28529643	TRA-AGC4-1	tRNA
TRA-CGC2-1	unassigned_transcript_1141	6	-1	28545165	28545236	TRA-CGC2-1	tRNA
TRNAA-CGC	unassigned_transcript_1142	6	-1	28567236	28567307	TRNAA-CGC	tRNA
TRA-AGC5-1	unassigned_transcript_1143	6	1	28581858	28581929	TRA-AGC5-1	tRNA
TRA-AGC7-1	unassigned_transcript_1144	6	1	28594494	28594565	TRA-AGC7-1	tRNA
TRT-AGT3-1	unassigned_transcript_1145	6	1	28600831	28600904	TRT-AGT3-1	tRNA
TRA-CGC4-1	unassigned_transcript_1146	6	1	28604118	28604189	TRA-CGC4-1	tRNA
TRV-AAC6-1	unassigned_transcript_1147	6	-1	28610216	28610287	TRV-AAC6-1	tRNA
TRR-CCG1-1	unassigned_transcript_1148	6	-1	28617738	28617810	TRR-CCG1-1	tRNA
TRK-TTT7-1	unassigned_transcript_1149	6	1	28622514	28622586	TRK-TTT7-1	tRNA
TRA-TGC6-1	unassigned_transcript_1150	6	-1	28633172	28633242	TRA-TGC6-1	tRNA
TRF-GAA6-1	unassigned_transcript_1151	6	-1	28638392	28638465	TRF-GAA6-1	tRNA
TRF-GAA5-1	unassigned_transcript_1152	6	1	28639182	28639258	TRF-GAA5-1	tRNA
TRA-TGC1-1	unassigned_transcript_1153	6	-1	28664506	28664577	TRA-TGC1-1	tRNA
TRF-GAA1-1	unassigned_transcript_1154	6	-1	28665492	28665564	TRF-GAA1-1	tRNA
TRA-AGC1-1	unassigned_transcript_1155	6	-1	28670723	28670794	TRA-AGC1-1	tRNA
TRA-TGC7-1	unassigned_transcript_1156	6	-1	28677468	28677539	TRA-TGC7-1	tRNA
TRF-GAA3-1	unassigned_transcript_1157	6	-1	28682518	28682590	TRF-GAA3-1	tRNA
TRA-AGC6-1	unassigned_transcript_1158	6	-1	28686757	28686828	TRA-AGC6-1	tRNA
TRA-TGC5-1	unassigned_transcript_1159	6	-1	28691921	28691992	TRA-TGC5-1	tRNA
TRF-GAA4-1	unassigned_transcript_1160	6	-1	28698001	28698074	TRF-GAA4-1	tRNA
TRA-AGC2-1	unassigned_transcript_1161	6	-1	28713093	28713164	TRA-AGC2-1	tRNA
LINC01623	NR_033379.1	6	-1	28734274	28738325	LINC01623	lnc_RNA
TRA-AGC2-2	unassigned_transcript_1162	6	-1	28738333	28738404	TRA-AGC2-2	tRNA
TRR-CCG1-2	unassigned_transcript_1163	6	1	28756181	28756253	TRR-CCG1-2	tRNA
TRL-CAA1-1	unassigned_transcript_1164	6	-1	28771015	28771120	TRL-CAA1-1	tRNA
HCG14	NR_104117.1	6	1	28771322	28772110	HCG14	lnc_RNA
TRIM27	NM_006510.5	6	-1	28777794	28798769	TRIM27	mRNA
TRL-CAA1-2	unassigned_transcript_1165	6	1	28815831	28815935	TRL-CAA1-2	tRNA
TRQ-CTG1-3	unassigned_transcript_1166	6	-1	28816379	28816450	TRQ-CTG1-3	tRNA
TRL-AAG2-2	unassigned_transcript_1167	6	-1	28818402	28818483	TRL-AAG2-2	tRNA
LINC01556	NR_103538.1	6	1	28818564	28819318	LINC01556	lnc_RNA
TRM-CAT3-1	unassigned_transcript_1168	6	1	28819355	28819427	TRM-CAT3-1	tRNA
TRK-TTT3-3	unassigned_transcript_1169	6	1	28825800	28825872	TRK-TTT3-3	tRNA
TRM-CAT3-2	unassigned_transcript_1170	6	-1	28828036	28828108	TRM-CAT3-2	tRNA
TRF-GAA1-2	unassigned_transcript_1171	6	-1	28856472	28856544	TRF-GAA1-2	tRNA
TRE-CTC1-6	unassigned_transcript_1172	6	1	28856999	28857070	TRE-CTC1-6	tRNA
HCG15	NR_135289.2	6	1	28859542	28863364	HCG15	lnc_RNA
HCG15	NR_145490.1	6	1	28860642	28863364	HCG15	lnc_RNA
TRL-AAG3-1	unassigned_transcript_1173	6	1	28863800	28863881	TRL-AAG3-1	tRNA
ZNF311	XM_054355215.1	6	-1	28869594	28880342	ZNF311	mRNA
ZNF311	XM_054355210.1	6	-1	28869594	28880342	ZNF311	mRNA
ZNF311	XM_054355221.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355214.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355209.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355204.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355203.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	NM_001010877.5	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355219.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355208.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	NM_001350637.4	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355220.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355217.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355211.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355206.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355202.1	6	-1	28869594	28880314	ZNF311	mRNA
ZNF311	XM_054355222.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355218.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355213.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355207.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355201.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	NM_001382360.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355216.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355212.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355205.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355200.1	6	-1	28869594	28880017	ZNF311	mRNA
ZNF311	XM_054355223.1	6	-1	28869594	28874814	ZNF311	mRNA
LOC105375002	XR_007076679.1	6	-1	28896476	28910696	LOC105375002	lnc_RNA
OR2W1-AS1	NR_125387.1	6	1	28910725	28951429	OR2W1-AS1	lnc_RNA
OR2W1	NM_030903.3	6	-1	28918914	28919876	OR2W1	mRNA
OR2B3	NM_001005226.2	6	-1	28960931	28962036	OR2B3	mRNA
OR2J1	NM_001348294.2	6	1	28974213	28977431	OR2J1	mRNA
OR2J3	NM_001005216.4	6	1	28982786	28989492	OR2J3	mRNA
OR2J2	NM_030905.3	6	1	29045636	29050536	OR2J2	mRNA
LINC03003	NR_134630.1	6	1	29098745	29165201	LINC03003	lnc_RNA
LINC03003	NR_134629.1	6	1	29098745	29141843	LINC03003	lnc_RNA
LOC105375006	XR_007076683.1	6	-1	29105447	29107571	LOC105375006	lnc_RNA
LOC105375005	XR_007076682.1	6	-1	29158794	29209219	LOC105375005	lnc_RNA
OR14J1	NM_030946.2	6	1	29176465	29187793	OR14J1	mRNA
LOC105375005	XR_007076681.1	6	-1	29200327	29209219	LOC105375005	lnc_RNA
LOC105375005	XR_007076680.1	6	-1	29200327	29209219	LOC105375005	lnc_RNA
OR5V1	NM_030876.6	6	-1	29228525	29243652	OR5V1	mRNA
OR12D3	NM_030959.3	6	-1	29248211	29250079	OR12D3	mRNA
OR12D2	NM_013936.4	6	1	29270421	29272655	OR12D2	mRNA
OR12D1	NR_145489.1	6	1	29291723	29293054	OR12D1	transcript
OR11A1	NM_001394828.1	6	-1	29300160	29331729	OR11A1	mRNA
OR11A1	NM_013937.4	6	-1	29300160	29306728	OR11A1	mRNA
OR11A1	NM_001394829.1	6	-1	29300160	29303122	OR11A1	mRNA
OR10C1	NM_013941.4	6	1	29313962	29315633	OR10C1	mRNA
OR2H1	NM_001318014.2	6	1	29331813	29338986	OR2H1	mRNA
OR2H1	NM_030883.5	6	1	29331813	29338986	OR2H1	mRNA
OR2H1	XM_054355163.1	6	1	29331813	29338986	OR2H1	mRNA
OR2H1	NM_001318022.2	6	1	29331813	29338986	OR2H1	mRNA
OR2H1	XM_054355162.1	6	1	29331813	29338980	OR2H1	mRNA
OR2H1	XM_054355168.1	6	1	29331813	29338980	OR2H1	mRNA
OR2H1	XM_054355165.1	6	1	29331813	29338980	OR2H1	mRNA
OR2H1	XM_054355166.1	6	1	29331813	29338980	OR2H1	mRNA
OR2H1	XM_054355164.1	6	1	29331813	29338980	OR2H1	mRNA
OR2H1	XM_054355167.1	6	1	29331813	29338980	OR2H1	mRNA
OR2H1	XM_054355169.1	6	1	29335122	29338980	OR2H1	mRNA
LOC105375008	XR_007076689.1	6	1	29350356	29364838	LOC105375008	lnc_RNA
LOC105375008	XR_007076688.1	6	1	29350356	29360010	LOC105375008	lnc_RNA
LOC124906558	XR_007076687.1	6	-1	29350358	29354652	LOC124906558	lnc_RNA
LOC124906558	XR_007076686.1	6	-1	29350358	29354652	LOC124906558	lnc_RNA
LOC124906558	XR_007076685.1	6	-1	29350358	29354652	LOC124906558	lnc_RNA
MAS1L	NM_052967.2	6	-1	29361354	29362613	MAS1L	mRNA
LOC124901486	XR_007076684.1	6	-1	29363173	29368887	LOC124901486	lnc_RNA
LINC02829	NR_183360.1	6	1	29372132	29385221	LINC02829	lnc_RNA
LINC02829	NR_183359.1	6	1	29372132	29385221	LINC02829	lnc_RNA
LINC01015	NR_037179.1	6	1	29404068	29408230	LINC01015	lnc_RNA
LINC01015	NR_037181.1	6	1	29404068	29408230	LINC01015	lnc_RNA
LINC01015	NR_037180.1	6	1	29404068	29408230	LINC01015	lnc_RNA
OR2I1	NM_001396058.1	6	1	29425069	29432457	OR2I1	mRNA
UBD	NM_006398.4	6	-1	29430199	29434416	UBD	mRNA
SNORD32B	NR_003049.1	6	1	29456932	29457008	SNORD32B	snoRNA
OR2H2	NM_007160.4	6	1	29459801	29465179	OR2H2	mRNA
GABBR1	NM_021904.4	6	-1	29476949	29507887	GABBR1	mRNA
GABBR1	NM_001319053.2	6	-1	29476949	29507887	GABBR1	mRNA
GABBR1	NM_001470.4	6	-1	29476949	29507887	GABBR1	mRNA
GABBR1	XM_054355056.1	6	-1	29476949	29507486	GABBR1	mRNA
GABBR1	XM_054355058.1	6	-1	29476949	29507463	GABBR1	mRNA
GABBR1	XM_054355057.1	6	-1	29476949	29507463	GABBR1	mRNA
GABBR1	XM_054355060.1	6	-1	29476949	29506305	GABBR1	mRNA
GABBR1	XM_054355059.1	6	-1	29476949	29506266	GABBR1	mRNA
GABBR1	NM_021903.3	6	-1	29476949	29502717	GABBR1	mRNA
GABBR1	XM_054355061.1	6	-1	29481842	29507469	GABBR1	mRNA
GABBR1	XM_054355062.1	6	-1	29481842	29507468	GABBR1	mRNA
GABBR1	XM_054355063.1	6	-1	29483318	29507467	GABBR1	mRNA
MOG	NM_001008228.3	6	1	29531788	29547063	MOG	mRNA
MOG	NM_206811.4	6	1	29531788	29547063	MOG	mRNA
MOG	NM_001363610.2	6	1	29531788	29547063	MOG	mRNA
MOG	NM_206809.4	6	1	29531788	29547063	MOG	mRNA
MOG	NM_002433.5	6	1	29531788	29547063	MOG	mRNA
MOG	NM_206812.4	6	1	29531788	29547063	MOG	mRNA
MOG	NM_206810.4	6	1	29531788	29547063	MOG	mRNA
MOG	NM_001008229.3	6	1	29531788	29547063	MOG	mRNA
MOG	NM_001170418.2	6	1	29531788	29547063	MOG	mRNA
MOG	NM_206814.6	6	1	29531788	29547063	MOG	mRNA
ZFP57	NM_001366333.2	6	-1	29547090	29555881	ZFP57	mRNA
ZFP57	NM_001109809.5	6	-1	29547181	29555881	ZFP57	mRNA
LOC124906559	XR_007076692.1	6	-1	29582251	29585918	LOC124906559	lnc_RNA
HLA-F	XM_054355302.1	6	1	29594785	29605468	HLA-F	mRNA
HLA-F	XM_054355308.1	6	1	29594785	29598620	HLA-F	mRNA
HLA-F	XM_054355309.1	6	1	29594867	29612450	HLA-F	mRNA
HLA-F	XM_054355304.1	6	1	29594996	29601442	HLA-F	mRNA
HLA-F	XM_054355303.1	6	1	29594996	29599388	HLA-F	mRNA
HLA-F	XM_054355305.1	6	1	29594997	29601442	HLA-F	mRNA
HLA-F	XM_054355306.1	6	1	29595000	29612450	HLA-F	mRNA
HLA-F	XM_054355307.1	6	1	29595001	29612450	HLA-F	mRNA
HLA-F	XR_008487324.1	6	1	29595529	29612450	HLA-F	transcript
HLA-F	XR_008487325.1	6	1	29595529	29612450	HLA-F	transcript
HLA-F	XR_008487326.1	6	1	29595529	29612450	HLA-F	transcript
HLA-F	XM_054355301.1	6	1	29595529	29612450	HLA-F	mRNA
HLA-F	XM_054355300.1	6	1	29595529	29609337	HLA-F	mRNA
HLA-F	XM_054355298.1	6	1	29595529	29605468	HLA-F	mRNA
HLA-F	NM_001098479.2	6	1	29595529	29599388	HLA-F	mRNA
HLA-F	XM_054355299.1	6	1	29595529	29599388	HLA-F	mRNA
HLA-F	NM_018950.3	6	1	29595529	29598620	HLA-F	mRNA
HLA-F	NM_001098478.2	6	1	29595529	29598620	HLA-F	mRNA
HLA-F-AS1	NR_026973.1	6	-1	29598693	29621135	HLA-F-AS1	lnc_RNA
HLA-F-AS1	NR_026972.1	6	-1	29598693	29621135	HLA-F-AS1	lnc_RNA
IFITM4P	NR_001590.1	6	-1	29622890	29623232	IFITM4P	transcript
LOC107987427	XR_007076693.1	6	1	29626708	29636239	LOC107987427	lnc_RNA
HCG4	NR_002139.2	6	-1	29663053	29665072	HCG4	lnc_RNA
HLA-V	NR_132323.1	6	1	29663926	29669597	HLA-V	transcript
HLA-G	NM_001384280.1	6	1	29698275	29702836	HLA-G	mRNA
HLA-G	NM_002127.6	6	1	29698768	29702836	HLA-G	mRNA
HLA-G	XM_054355312.1	6	1	29698768	29702836	HLA-G	mRNA
HLA-G	NM_001363567.2	6	1	29698768	29702836	HLA-G	mRNA
HLA-G	XM_054355313.1	6	1	29698768	29702836	HLA-G	mRNA
HLA-G	XM_054355314.1	6	1	29698768	29702549	HLA-G	mRNA
HLA-G	NM_001384290.1	6	1	29699626	29702836	HLA-G	mRNA
HLA-G	XM_054355311.1	6	1	29699637	29702546	HLA-G	mRNA
HLA-G	XM_054355310.1	6	1	29699637	29701777	HLA-G	mRNA
LOC105375010	XR_007076695.1	6	-1	29718846	29724187	LOC105375010	lnc_RNA
HCP5B	NR_031762.2	6	-1	29743459	29745342	HCP5B	lnc_RNA
HLA-H	NR_001434.4	6	1	29753492	29756986	HLA-H	transcript
HCG4B	NR_001317.3	6	-1	29790488	29793072	HCG4B	lnc_RNA
HLA-A	NM_002116.8	6	1	29806459	29809798	HLA-A	mRNA
LOC124906560	XR_007076694.1	6	1	29821651	29834208	LOC124906560	lnc_RNA
HCG9	NR_028032.1	6	1	29838996	29842285	HCG9	lnc_RNA
POLR1HASP	NR_026751.2	6	-1	29864904	29925469	POLR1HASP	transcript
HLA-J	NR_024240.1	6	1	29869861	29873846	HLA-J	transcript
POLR1HASP	NR_145416.1	6	-1	29875989	29925469	POLR1HASP	transcript
POLR1HASP	NR_145418.1	6	-1	29918881	29925469	POLR1HASP	transcript
POLR1HASP	NR_145417.1	6	-1	29918881	29923012	POLR1HASP	transcript
POLR1H	NR_103864.2	6	1	29925545	29929181	POLR1H	transcript
POLR1H	NM_170783.4	6	1	29925545	29929181	POLR1H	mRNA
POLR1H	NM_001278786.2	6	1	29925545	29929181	POLR1H	mRNA
POLR1H	NM_014596.6	6	1	29925545	29929181	POLR1H	mRNA
POLR1H	NM_001278785.2	6	1	29925545	29929181	POLR1H	mRNA
PPP1R11	XM_054356280.1	6	1	29931133	29934607	PPP1R11	mRNA
PPP1R11	XM_054356279.1	6	1	29931194	29934607	PPP1R11	mRNA
PPP1R11	NM_021959.3	6	1	29931472	29934607	PPP1R11	mRNA
RNF39	XM_054356472.1	6	-1	29934544	29940043	RNF39	mRNA
RNF39	NM_170769.3	6	-1	29934544	29940043	RNF39	mRNA
RNF39	NM_025236.4	6	-1	29934544	29940043	RNF39	mRNA
TRIM31	NR_134871.2	6	-1	29967171	29977357	TRIM31	transcript
TRIM31	NR_134870.2	6	-1	29967171	29977357	TRIM31	transcript
TRIM31	XM_054354093.1	6	-1	29967171	29977357	TRIM31	mRNA
TRIM31	XM_054354091.1	6	-1	29967171	29977357	TRIM31	mRNA
TRIM31	XM_054354092.1	6	-1	29967171	29977357	TRIM31	mRNA
TRIM31	NM_007028.5	6	-1	29967171	29977357	TRIM31	mRNA
TRIM31-AS1	NR_126470.1	6	1	29969514	29978991	TRIM31-AS1	lnc_RNA
TRIM31	XM_054354094.1	6	-1	29972342	29977357	TRIM31	mRNA
TRIM31	XM_054354095.1	6	-1	29972342	29977357	TRIM31	mRNA
LOC124900227	XR_007077506.1	6	-1	29997075	29997212	LOC124900227	snoRNA
TRIM40	XM_054354329.1	6	1	30000415	30013003	TRIM40	mRNA
TRIM40	XM_054354330.1	6	1	30000415	30013003	TRIM40	mRNA
TRIM40	XM_054354328.1	6	1	30000415	30013003	TRIM40	mRNA
TRIM40	NM_001286633.2	6	1	30000415	30013003	TRIM40	mRNA
TRIM40	NM_138700.4	6	1	30001008	30013010	TRIM40	mRNA
TRIM10	XM_054353995.1	6	-1	30016218	30028317	TRIM10	mRNA
TRIM10	XM_054353996.1	6	-1	30016218	30027687	TRIM10	mRNA
TRIM10	XM_054353997.1	6	-1	30016218	30027525	TRIM10	mRNA
TRIM10	XM_054353999.1	6	-1	30016218	30027475	TRIM10	mRNA
TRIM10	XM_054353994.1	6	-1	30016218	30027468	TRIM10	mRNA
TRIM10	XM_054353993.1	6	-1	30016218	30027468	TRIM10	mRNA
TRIM10	XM_054353998.1	6	-1	30016218	30025815	TRIM10	mRNA
TRIM10	NM_052828.3	6	-1	30016218	30025485	TRIM10	mRNA
TRIM10	NM_006778.4	6	-1	30016218	30025485	TRIM10	mRNA
TRIM15	XM_054356712.1	6	1	30027684	30036952	TRIM15	mRNA
TRIM15	NM_033229.3	6	1	30027805	30036952	TRIM15	mRNA
TRIM15	XM_054356714.1	6	1	30027805	30034875	TRIM15	mRNA
TRIM15	XM_054356713.1	6	1	30032593	30036952	TRIM15	mRNA
TRIM26	XM_054356341.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356335.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356339.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356332.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356338.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	NM_001242783.2	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356340.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356334.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356337.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356331.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356333.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356336.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	XM_054356330.1	6	-1	30048685	30077640	TRIM26	mRNA
TRIM26	NM_003449.5	6	-1	30048685	30077640	TRIM26	mRNA
HCG17	NR_052012.1	6	-1	30098267	30190339	HCG17	lnc_RNA
HLA-L	NR_027822.1	6	1	30123789	30131178	HLA-L	transcript
HCG18	NR_024053.2	6	-1	30151623	30191361	HCG18	lnc_RNA
HCG18	NR_102326.1	6	-1	30151623	30191361	HCG18	lnc_RNA
HCG18	NR_024052.2	6	-1	30151623	30191361	HCG18	lnc_RNA
HCG18	NR_102327.1	6	-1	30151623	30191361	HCG18	lnc_RNA
TRIM39	NM_001369523.1	6	1	30190674	30207940	TRIM39	mRNA
TRIM39	NM_021253.4	6	1	30190674	30207940	TRIM39	mRNA
TRIM39	NM_001369522.1	6	1	30190674	30207940	TRIM39	mRNA
TRIM39	NM_001369521.2	6	1	30191132	30207940	TRIM39	mRNA
TRIM39	NM_172016.2	6	1	30191436	30207940	TRIM39	mRNA
TRIM39-RPP21	NM_001199119.1	6	1	30193517	30211069	TRIM39-RPP21	mRNA
RPP21	NM_001199120.3	6	1	30209367	30211068	RPP21	mRNA
RPP21	NM_001199121.3	6	1	30209367	30211068	RPP21	mRNA
RPP21	NM_024839.4	6	1	30209367	30211068	RPP21	mRNA
LOC105375012	XM_047444762.1	6	-1	30325098	30327837	LOC105375012	mRNA
HLA-E	NM_005516.6	6	1	30353696	30358381	HLA-E	mRNA
LINC02569	NR_149088.1	6	1	30380441	30383758	LINC02569	lnc_RNA
GNL1	NM_005275.5	6	-1	30405556	30420665	GNL1	mRNA
PRR3	NM_001077497.3	6	1	30420885	30427899	PRR3	mRNA
PRR3	XM_054356480.1	6	1	30420885	30425949	PRR3	mRNA
PRR3	XM_054356481.1	6	1	30420885	30425949	PRR3	mRNA
PRR3	NM_025263.4	6	1	30421471	30427899	PRR3	mRNA
ABCF1	NM_001025091.2	6	1	30435621	30455699	ABCF1	mRNA
ABCF1	NM_001090.3	6	1	30435621	30455699	ABCF1	mRNA
MIR877	NR_030615.1	6	1	30448515	30448600	MIR877	primary_transcript
MIR877	unassigned_transcript_1174	6	1	30448515	30448534	MIR877	miRNA
MIR877	unassigned_transcript_1175	6	1	30448580	30448600	MIR877	miRNA
PPP1R10	NR_072994.2	6	-1	30464593	30481424	PPP1R10	transcript
PPP1R10	XM_054355770.1	6	-1	30464593	30482813	PPP1R10	mRNA
PPP1R10	NM_002714.4	6	-1	30464593	30481424	PPP1R10	mRNA
PPP1R10	XM_054355771.1	6	-1	30464593	30481424	PPP1R10	mRNA
PPP1R10	NM_001376195.1	6	-1	30464593	30481424	PPP1R10	mRNA
PPP1R10	NR_164780.1	6	-1	30479734	30481424	PPP1R10	transcript
PPP1R10	NR_164781.1	6	-1	30479734	30481424	PPP1R10	transcript
MRPS18B	NM_014046.4	6	1	30482021	30490573	MRPS18B	mRNA
MRPS18B	XM_054355242.1	6	1	30482021	30490573	MRPS18B	mRNA
ATAT1	NR_033823.3	6	1	30491055	30511001	ATAT1	transcript
ATAT1	NM_001031722.4	6	1	30491055	30511001	ATAT1	mRNA
ATAT1	NM_001413067.1	6	1	30491055	30511001	ATAT1	mRNA
ATAT1	NM_001190724.4	6	1	30491055	30508820	ATAT1	mRNA
ATAT1	NM_001318763.3	6	1	30491055	30508820	ATAT1	mRNA
ATAT1	NM_024909.5	6	1	30491055	30508820	ATAT1	mRNA
ATAT1	NM_001318762.3	6	1	30491055	30508820	ATAT1	mRNA
ATAT1	NM_001254952.4	6	1	30491055	30508820	ATAT1	mRNA
C6orf136	NM_001161376.2	6	1	30511313	30517381	C6orf136	mRNA
C6orf136	XM_054354599.1	6	1	30511313	30517381	C6orf136	mRNA
C6orf136	NM_001109938.3	6	1	30511313	30517381	C6orf136	mRNA
C6orf136	NM_145029.4	6	1	30511313	30517381	C6orf136	mRNA
C6orf136	XM_054354598.1	6	1	30511313	30515535	C6orf136	mRNA
DHX16	NM_001164239.2	6	-1	30517301	30537211	DHX16	mRNA
DHX16	NM_003587.5	6	-1	30517301	30537211	DHX16	mRNA
DHX16	NM_001363515.2	6	-1	30517301	30537211	DHX16	mRNA
DHX16	XM_054356549.1	6	-1	30517301	30531532	DHX16	mRNA
DHX16	XM_054356550.1	6	-1	30517301	30531388	DHX16	mRNA
DHX16	XM_054356551.1	6	-1	30517301	30524822	DHX16	mRNA
PPP1R18	XM_054354401.1	6	-1	30540595	30552089	PPP1R18	mRNA
PPP1R18	NM_001134870.2	6	-1	30540595	30551413	PPP1R18	mRNA
PPP1R18	NM_133471.4	6	-1	30540595	30550851	PPP1R18	mRNA
NRM	NR_073066.2	6	-1	30552255	30555190	NRM	transcript
NRM	NR_073065.2	6	-1	30552255	30555190	NRM	transcript
NRM	NR_073072.2	6	-1	30552255	30554935	NRM	transcript
NRM	NM_007243.3	6	-1	30552255	30555626	NRM	mRNA
NRM	NM_001270710.2	6	-1	30552255	30555190	NRM	mRNA
NRM	NM_001270709.2	6	-1	30552255	30555190	NRM	mRNA
NRM	NM_001384369.1	6	-1	30552255	30555190	NRM	mRNA
NRM	NM_001270707.2	6	-1	30552255	30555190	NRM	mRNA
NRM	NM_001270708.2	6	-1	30552255	30555190	NRM	mRNA
NRM	XM_054354141.1	6	-1	30552255	30555036	NRM	mRNA
NRM	XM_054354140.1	6	-1	30552255	30555033	NRM	mRNA
MDC1	XM_054356869.1	6	-1	30564011	30584416	MDC1	mRNA
MDC1	XM_054356875.1	6	-1	30564011	30584411	MDC1	mRNA
MDC1	XM_054356880.1	6	-1	30564011	30584409	MDC1	mRNA
MDC1	XM_054356879.1	6	-1	30564011	30584408	MDC1	mRNA
MDC1	NM_014641.3	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356868.1	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356871.1	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356878.1	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356874.1	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356867.1	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356876.1	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356873.1	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356865.1	6	-1	30564011	30581484	MDC1	mRNA
MDC1	XM_054356877.1	6	-1	30564011	30581443	MDC1	mRNA
MDC1	XM_054356870.1	6	-1	30564011	30581435	MDC1	mRNA
MDC1	XM_054356866.1	6	-1	30564011	30581435	MDC1	mRNA
MDC1	XM_054356872.1	6	-1	30564011	30578325	MDC1	mRNA
MDC1-AS1	NR_133647.1	6	1	30567271	30577387	MDC1-AS1	lnc_RNA
TUBB	NR_120608.2	6	1	30584554	30589624	TUBB	transcript
TUBB	NM_178014.4	6	1	30584554	30589624	TUBB	mRNA
TUBB	NM_001293213.2	6	1	30584554	30589624	TUBB	mRNA
TUBB	NM_001293214.2	6	1	30584554	30589624	TUBB	mRNA
TUBB	NM_001293212.2	6	1	30585840	30589624	TUBB	mRNA
TUBB	NM_001293215.2	6	1	30585840	30589624	TUBB	mRNA
TUBB	NM_001293216.2	6	1	30585840	30589624	TUBB	mRNA
FLOT1	XM_054354005.1	6	-1	30591911	30606890	FLOT1	mRNA
FLOT1	NM_001318875.2	6	-1	30591911	30606890	FLOT1	mRNA
FLOT1	NM_005803.4	6	-1	30591911	30606890	FLOT1	mRNA
FLOT1	XM_054354004.1	6	-1	30591911	30606717	FLOT1	mRNA
FLOT1	XM_054354003.1	6	-1	30591911	30606716	FLOT1	mRNA
FLOT1	XM_054354006.1	6	-1	30591911	30606707	FLOT1	mRNA
FLOT1	XM_054354002.1	6	-1	30591911	30606707	FLOT1	mRNA
IER3-AS1	NR_149095.1	6	1	30607166	30607876	IER3-AS1	lnc_RNA
IER3	NM_003897.4	6	-1	30607402	30608750	IER3	mRNA
HCG20	NR_138037.1	6	1	30631159	30656894	HCG20	lnc_RNA
LINC00243	NR_130726.1	6	-1	30677516	30695286	LINC00243	lnc_RNA
LINC02570	NR_134610.1	6	-1	30704153	30712784	LINC02570	lnc_RNA
DDR1	XM_054356365.1	6	1	30745627	30764828	DDR1	mRNA
DDR1	XM_054356371.1	6	1	30745627	30764828	DDR1	mRNA
DDR1	NM_001387909.1	6	1	30745627	30764828	DDR1	mRNA
DDR1	XM_054356375.1	6	1	30745627	30764828	DDR1	mRNA
DDR1	NM_001387893.1	6	1	30745627	30764828	DDR1	mRNA
DDR1	NM_001387908.1	6	1	30745627	30764828	DDR1	mRNA
