LOC128966666	XR_008485321.1	20	-1	10925	71751	LOC128966666	transcript
RIN2	XM_054323541.1	20	1	19989386	20056735	RIN2	mRNA
RIN2	XM_054323542.1	20	1	19989393	20056735	RIN2	mRNA
NAA20	NM_181528.3	20	1	20071569	20087909	NAA20	mRNA
NAA20	NM_016100.5	20	1	20071641	20087935	NAA20	mRNA
NAA20	NM_181527.3	20	1	20072074	20087909	NAA20	mRNA
CRNKL1	NM_001278627.2	20	-1	20088648	20110326	CRNKL1	mRNA
CRNKL1	NM_001278626.2	20	-1	20088648	20110326	CRNKL1	mRNA
CRNKL1	NM_001278625.2	20	-1	20088648	20110326	CRNKL1	mRNA
CRNKL1	NM_016652.6	20	-1	20088648	20110326	CRNKL1	mRNA
CRNKL1	NM_001278628.2	20	-1	20088648	20106746	CRNKL1	mRNA
CRNKL1	XM_054323479.1	20	-1	20088648	20101932	CRNKL1	mRNA
CFAP61	NM_015585.4	20	1	20106812	20419226	CFAP61	mRNA
CFAP61	NM_001167816.1	20	1	20110926	20226623	CFAP61	mRNA
LOC105372554	XR_007089450.1	20	1	20286221	20287148	LOC105372554	lnc_RNA
CFAP61-AS1	NR_183979.1	20	-1	20308829	20322118	CFAP61-AS1	lnc_RNA
CFAP61-AS1	NR_183978.1	20	-1	20308829	20322118	CFAP61-AS1	lnc_RNA
INSM1	NM_002196.3	20	1	20426632	20429477	INSM1	mRNA
RALGAPA2	XR_008485283.1	20	-1	20448061	20771350	RALGAPA2	transcript
RALGAPA2	XR_008485281.1	20	-1	20448061	20771350	RALGAPA2	transcript
RALGAPA2	XR_008485282.1	20	-1	20448061	20771350	RALGAPA2	transcript
RALGAPA2	XR_008485280.1	20	-1	20448061	20771350	RALGAPA2	transcript
RALGAPA2	XM_054323751.1	20	-1	20448061	20771350	RALGAPA2	mRNA
RALGAPA2	XM_054323744.1	20	-1	20448061	20771350	RALGAPA2	mRNA
RALGAPA2	NM_020343.4	20	-1	20448061	20771350	RALGAPA2	mRNA
RALGAPA2	XM_054323743.1	20	-1	20448061	20771350	RALGAPA2	mRNA
RALGAPA2	XM_054323745.1	20	-1	20448061	20771350	RALGAPA2	mRNA
RALGAPA2	XM_054323754.1	20	-1	20448061	20674884	RALGAPA2	mRNA
RALGAPA2	XM_054323752.1	20	-1	20448061	20674812	RALGAPA2	mRNA
RALGAPA2	XM_054323753.1	20	-1	20448061	20663840	RALGAPA2	mRNA
RALGAPA2	XM_054323755.1	20	-1	20448061	20663839	RALGAPA2	mRNA
RALGAPA2	XM_054323750.1	20	-1	20482206	20771350	RALGAPA2	mRNA
RALGAPA2	XM_054323748.1	20	-1	20482206	20771350	RALGAPA2	mRNA
RALGAPA2	XM_054323747.1	20	-1	20482206	20771350	RALGAPA2	mRNA
RALGAPA2	XM_054323746.1	20	-1	20521823	20771350	RALGAPA2	mRNA
RALGAPA2	XM_054323749.1	20	-1	20547560	20771350	RALGAPA2	mRNA
RALGAPA2	XR_008485285.1	20	-1	20562100	20771350	RALGAPA2	transcript
RALGAPA2	XR_008485284.1	20	-1	20562135	20771350	RALGAPA2	transcript
RALGAPA2	XR_008485286.1	20	-1	20584989	20771350	RALGAPA2	transcript
RALGAPA2	XM_054323756.1	20	-1	20630533	20771350	RALGAPA2	mRNA
LOC105372555	XR_007089452.1	20	1	20787966	20808333	LOC105372555	lnc_RNA
LOC105372555	XR_007089451.1	20	1	20802352	20808333	LOC105372555	lnc_RNA
LINC03083	NR_186504.1	20	1	21029924	21032034	LINC03083	lnc_RNA
LINC00237	NR_190205.1	20	-1	21144998	21165813	LINC00237	lnc_RNA
LINC00237	NR_147212.1	20	-1	21147058	21165813	LINC00237	lnc_RNA
LINC00237	NR_190203.1	20	-1	21152263	21165813	LINC00237	lnc_RNA
LINC00237	NR_190204.1	20	-1	21152263	21160929	LINC00237	lnc_RNA
KIZ	NM_001276389.2	20	1	21186759	21305970	KIZ	mRNA
KIZ	XR_008485278.1	20	1	21186867	21305970	KIZ	transcript
KIZ	XR_008485277.1	20	1	21186867	21304499	KIZ	transcript
KIZ	XR_008485279.1	20	1	21186867	21304499	KIZ	transcript
KIZ	NM_001352436.2	20	1	21186867	21305970	KIZ	mRNA
KIZ	XM_054323688.1	20	1	21186867	21305970	KIZ	mRNA
KIZ	NM_018474.6	20	1	21186867	21305970	KIZ	mRNA
KIZ	XM_054323689.1	20	1	21186867	21305970	KIZ	mRNA
KIZ	NM_001352434.2	20	1	21186867	21305970	KIZ	mRNA
KIZ	XM_054323690.1	20	1	21186867	21305970	KIZ	mRNA
KIZ	NM_001163022.3	20	1	21186867	21305970	KIZ	mRNA
KIZ	NM_001352435.2	20	1	21186867	21305970	KIZ	mRNA
KIZ	NM_001163023.3	20	1	21186867	21305970	KIZ	mRNA
KIZ	XM_054323691.1	20	1	21201996	21305970	KIZ	mRNA
KIZ-AS1	NR_109956.1	20	-1	21253746	21277627	KIZ-AS1	lnc_RNA
XRN2	NM_012255.5	20	1	21362698	21446483	XRN2	mRNA
XRN2	NM_001317960.1	20	1	21362865	21446483	XRN2	mRNA
XRN2	XM_054323194.1	20	1	21362865	21402563	XRN2	mRNA
XRN2	XM_054323193.1	20	1	21363515	21446483	XRN2	mRNA
NKX2-4	NM_033176.2	20	-1	21452023	21454184	NKX2-4	mRNA
LOC105372558	XR_007089461.1	20	1	21453521	21459312	LOC105372558	lnc_RNA
LOC105372558	XR_007089462.1	20	1	21454155	21459312	LOC105372558	lnc_RNA
LOC105372558	XR_007089457.1	20	1	21454346	21459312	LOC105372558	lnc_RNA
LOC105372558	XR_007089454.1	20	1	21454346	21459312	LOC105372558	lnc_RNA
LOC105372558	XR_007089458.1	20	1	21454592	21498110	LOC105372558	lnc_RNA
LOC105372558	XR_007089460.1	20	1	21454592	21463720	LOC105372558	lnc_RNA
LOC105372558	XR_007089453.1	20	1	21454592	21463147	LOC105372558	lnc_RNA
LOC105372558	XR_007089456.1	20	1	21454592	21459312	LOC105372558	lnc_RNA
LOC105372558	XR_007089455.1	20	1	21454592	21459312	LOC105372558	lnc_RNA
LOC105372558	XR_007089459.1	20	1	21454592	21459312	LOC105372558	lnc_RNA
LOC105372558	XR_007089463.1	20	1	21454592	21455909	LOC105372558	lnc_RNA
LOC112268271	NR_171652.1	20	-1	21555909	21563049	LOC112268271	lnc_RNA
LOC112268271	NR_171653.1	20	-1	21555909	21563049	LOC112268271	lnc_RNA
LOC112268271	NR_171654.1	20	-1	21555909	21563049	LOC112268271	lnc_RNA
NKX2-2	NM_001424412.1	20	-1	21567657	21579329	NKX2-2	mRNA
NKX2-2	XM_054323457.1	20	-1	21567657	21578458	NKX2-2	mRNA
NKX2-2	NM_002509.4	20	-1	21567657	21570704	NKX2-2	mRNA
NKX2-2	NM_001424411.1	20	-1	21567657	21569600	NKX2-2	mRNA
BETALINC1	XR_007089464.1	20	1	21586754	21592665	BETALINC1	lnc_RNA
LINC01727	NR_109880.1	20	1	21626669	21672410	LINC01727	lnc_RNA
LINC01726	NR_109878.1	20	-1	21667469	21760276	LINC01726	lnc_RNA
PAX1	NM_001257096.2	20	1	21762357	21775174	PAX1	mRNA
PAX1	NM_006192.5	20	1	21762357	21775174	PAX1	mRNA
LINC01432	NR_038394.1	20	1	22111150	22131719	LINC01432	lnc_RNA
LOC105372560	XR_007089465.1	20	1	22274602	22281120	LOC105372560	lnc_RNA
LOC105372561	XR_007089317.1	20	-1	22318144	22332106	LOC105372561	lnc_RNA
LOC105372561	XR_007089318.1	20	-1	22318144	22322728	LOC105372561	lnc_RNA
LOC105372561	XR_007089316.1	20	-1	22318144	22322728	LOC105372561	lnc_RNA
LINC01427	NR_110615.1	20	-1	22337792	22340365	LINC01427	lnc_RNA
LOC284788	NR_027090.1	20	-1	22457882	22478213	LOC284788	lnc_RNA
LOC284788	NR_027089.2	20	-1	22457900	22478213	LOC284788	lnc_RNA
LOC105372562	XR_007089470.1	20	-1	22506136	22524823	LOC105372562	lnc_RNA
LOC105372562	XR_007089469.1	20	-1	22506136	22524823	LOC105372562	lnc_RNA
LOC105372563	XR_007089472.1	20	-1	22525605	22529117	LOC105372563	lnc_RNA
LOC105372563	XR_007089471.1	20	-1	22525605	22528942	LOC105372563	lnc_RNA
LOC105372564	XR_007089320.1	20	-1	22569529	22583640	LOC105372564	lnc_RNA
LOC105372564	XR_007089322.1	20	-1	22569533	22583640	LOC105372564	lnc_RNA
LOC105372564	XR_007089321.1	20	-1	22573378	22583672	LOC105372564	lnc_RNA
LOC105372564	XR_007089319.1	20	-1	22573378	22583640	LOC105372564	lnc_RNA
LINC00261	NR_001558.3	20	-1	22619925	22638011	LINC00261	lnc_RNA
FOXA2	NM_153675.3	20	-1	22640367	22644859	FOXA2	mRNA
FOXA2	NM_021784.5	20	-1	22640367	22643941	FOXA2	mRNA
LNCNEF	NR_109883.1	20	-1	22646891	22666887	LNCNEF	lnc_RNA
LINC01747	NR_146527.1	20	-1	22726590	22744642	LINC01747	lnc_RNA
LINC01747	NR_146528.1	20	-1	22742960	22744642	LINC01747	lnc_RNA
LOC124904962	XM_047447001.1	20	1	22803953	22806225	LOC124904962	mRNA
LOC105372567	XR_007089388.1	20	1	22832114	22833520	LOC105372567	lnc_RNA
LOC105372568	XR_007089389.1	20	1	22865078	22883690	LOC105372568	lnc_RNA
LOC107985449	XR_007089858.1	20	1	22976097	23033694	LOC107985449	lnc_RNA
LOC101929707	XR_007089889.1	20	-1	23055190	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089879.1	20	-1	23055190	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089884.1	20	-1	23055190	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089885.1	20	-1	23055190	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089890.1	20	-1	23055190	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089888.1	20	-1	23055190	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089886.1	20	-1	23055190	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089880.1	20	-1	23055190	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089887.1	20	-1	23055190	23079926	LOC101929707	lnc_RNA
LOC101929707	XR_007089883.1	20	-1	23055190	23070208	LOC101929707	lnc_RNA
LOC101929707	XR_007089882.1	20	-1	23057864	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089881.1	20	-1	23057864	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089891.1	20	-1	23070254	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089892.1	20	-1	23074412	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089893.1	20	-1	23081489	23090270	LOC101929707	lnc_RNA
LOC101929707	XR_007089894.1	20	-1	23082783	23090270	LOC101929707	lnc_RNA
LOC124908100	XR_007089385.1	20	1	23090370	23092686	LOC124908100	lnc_RNA
LOC124908100	XR_007089386.1	20	1	23090370	23092686	LOC124908100	lnc_RNA
SSTR4	NM_001052.4	20	1	23094793	23098718	SSTR4	mRNA
THBD	NM_000361.3	20	-1	23105114	23109153	THBD	mRNA
CD93	XR_008485242.1	20	-1	23120610	23145801	CD93	transcript
CD93	XR_008485243.1	20	-1	23124668	23145801	CD93	transcript
CD93	XR_008485244.1	20	-1	23136037	23145801	CD93	transcript
CD93	NM_012072.4	20	-1	23138843	23145801	CD93	mRNA
LINC00656	NR_034149.1	20	-1	23184269	23191839	LINC00656	lnc_RNA
LINC03125	NR_199692.1	20	1	23207309	23249699	LINC03125	lnc_RNA
LINC03125	NR_199691.1	20	1	23207309	23249699	LINC03125	lnc_RNA
LINC03125	NR_199685.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199682.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199684.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199683.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199687.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199681.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199678.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199679.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199686.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199680.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199688.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199677.1	20	1	23239527	23249699	LINC03125	lnc_RNA
LINC03125	NR_199690.1	20	1	23247353	23249699	LINC03125	lnc_RNA
LINC03125	NR_199689.1	20	1	23247353	23249699	LINC03125	lnc_RNA
NXT1-AS1	XR_007089785.1	20	-1	23368982	23411006	NXT1-AS1	lnc_RNA
LOC105372571	XR_007089783.1	20	-1	23380498	23394877	LOC105372571	lnc_RNA
LOC105372571	XR_007089784.1	20	-1	23380537	23393168	LOC105372571	lnc_RNA
NXT1	NM_013248.3	20	1	23410333	23414313	NXT1	mRNA
LINC01431	NR_109884.1	20	-1	23416134	23417667	LINC01431	lnc_RNA
GZF1	XM_054323854.1	20	1	23420667	23432602	GZF1	mRNA
GZF1	XM_054323848.1	20	1	23420671	23432602	GZF1	mRNA
GZF1	XM_054323858.1	20	1	23421512	23432602	GZF1	mRNA
GZF1	XM_054323850.1	20	1	23421521	23432602	GZF1	mRNA
GZF1	XM_054323855.1	20	1	23421528	23432602	GZF1	mRNA
GZF1	NM_001317012.2	20	1	23421722	23432602	GZF1	mRNA
GZF1	NM_022482.5	20	1	23421722	23432602	GZF1	mRNA
GZF1	XM_054323851.1	20	1	23421722	23432602	GZF1	mRNA
GZF1	XM_054323856.1	20	1	23421722	23432602	GZF1	mRNA
GZF1	XM_054323859.1	20	1	23421722	23428469	GZF1	mRNA
GZF1	XM_054323853.1	20	1	23421963	23432602	GZF1	mRNA
GZF1	XM_054323852.1	20	1	23421970	23432602	GZF1	mRNA
GZF1	XM_054323849.1	20	1	23421974	23432602	GZF1	mRNA
GZF1	XM_054323847.1	20	1	23421974	23432602	GZF1	mRNA
GZF1	XM_054323857.1	20	1	23422761	23432602	GZF1	mRNA
GZF1	NM_001317019.1	20	1	23423903	23432602	GZF1	mRNA
NAPB	NR_104266.2	20	-1	23434062	23481033	NAPB	transcript
NAPB	NM_001283020.2	20	-1	23434062	23481033	NAPB	mRNA
NAPB	NM_001283026.2	20	-1	23434062	23481033	NAPB	mRNA
NAPB	NM_022080.3	20	-1	23434062	23481033	NAPB	mRNA
NAPB	NM_001283018.2	20	-1	23434062	23481033	NAPB	mRNA
NAPB	XM_054323807.1	20	-1	23434062	23456746	NAPB	mRNA
NAPB	XM_054323806.1	20	-1	23434062	23456691	NAPB	mRNA
NAPB	XM_054323805.1	20	-1	23434062	23456689	NAPB	mRNA
NAPB	XM_054323809.1	20	-1	23454778	23481033	NAPB	mRNA
NAPB	XM_054323808.1	20	-1	23454778	23481033	NAPB	mRNA
CSTL1	NR_170941.1	20	1	23499204	23520744	CSTL1	transcript
CSTL1	NR_170940.1	20	1	23499204	23520744	CSTL1	transcript
CSTL1	NR_170939.1	20	1	23499204	23520744	CSTL1	transcript
CSTL1	NR_170938.1	20	1	23499204	23504464	CSTL1	transcript
CSTL1	NR_170937.1	20	1	23499204	23504464	CSTL1	transcript
CSTL1	XM_054322968.1	20	1	23499204	23520744	CSTL1	mRNA
CSTL1	NM_138283.1	20	1	23499219	23504464	CSTL1	mRNA
CST11	NM_080830.3	20	-1	23509944	23512411	CST11	mRNA
CST11	NM_130794.2	20	-1	23509944	23512411	CST11	mRNA
CST8	XM_054322816.1	20	1	23550642	23563830	CST8	mRNA
CST8	XM_054322819.1	20	1	23550680	23566685	CST8	mRNA
CST8	XM_054322815.1	20	1	23550680	23563830	CST8	mRNA
CST8	XM_054322817.1	20	1	23550680	23563830	CST8	mRNA
CST8	XM_054322818.1	20	1	23550680	23558815	CST8	mRNA
CST8	NM_005492.4	20	1	23550680	23555572	CST8	mRNA
CST8	NM_001281730.2	20	1	23550680	23555572	CST8	mRNA
CST13P	NR_001279.2	20	1	23578714	23601574	CST13P	transcript
CST9L	NM_080610.3	20	-1	23624266	23628019	CST9L	mRNA
CST9	NM_001008693.3	20	-1	23661989	23665496	CST9	mRNA
CST3	NM_001288614.2	20	-1	23686282	23697531	CST3	mRNA
CST3	NM_000099.4	20	-1	23693233	23697531	CST3	mRNA
LOC107985383	XR_007089786.1	20	1	23720622	23734439	LOC107985383	lnc_RNA
CST4	NM_001899.3	20	-1	23745196	23748594	CST4	mRNA
LOC105372574	XR_007089787.1	20	1	23782111	23790499	LOC105372574	lnc_RNA
CST1	NM_001898.3	20	-1	23807126	23810499	CST1	mRNA
LOC107985432	XR_007089788.1	20	1	23863409	23865665	LOC107985432	lnc_RNA
LOC105372575	XR_007089789.1	20	1	23870352	23880787	LOC105372575	lnc_RNA
CST2	NM_001322.3	20	-1	23883461	23886421	CST2	mRNA
CST5	NM_001900.5	20	-1	23935655	23939469	CST5	mRNA
GGTLC1	XM_054324210.1	20	-1	24044914	24050102	GGTLC1	mRNA
GGTLC1	NM_178311.3	20	-1	24044914	24050102	GGTLC1	mRNA
GGTLC1	XM_054324207.1	20	-1	24044914	24050102	GGTLC1	mRNA
GGTLC1	XM_054324209.1	20	-1	24044914	24050102	GGTLC1	mRNA
GGTLC1	XM_054324208.1	20	-1	24044914	24050102	GGTLC1	mRNA
GGTLC1	XM_054324206.1	20	-1	24044914	24050102	GGTLC1	mRNA
GGTLC1	XM_054324211.1	20	-1	24044914	24049853	GGTLC1	mRNA
GGTLC1	XM_054324212.1	20	-1	24044914	24049846	GGTLC1	mRNA
GGTLC1	NM_178312.3	20	-1	24044914	24046736	GGTLC1	mRNA
WAKMAR1	XR_007089814.1	20	-1	24153299	24173978	WAKMAR1	lnc_RNA
WAKMAR1	XR_007089813.1	20	-1	24154028	24173977	WAKMAR1	lnc_RNA
LINC01721	NR_040102.1	20	1	24261448	24286213	LINC01721	lnc_RNA
LOC105372577	XR_007089821.1	20	-1	24369884	24413055	LOC105372577	lnc_RNA
LOC105372577	XR_007089815.1	20	-1	24369884	24379709	LOC105372577	lnc_RNA
LOC105372577	XR_007089818.1	20	-1	24369884	24379705	LOC105372577	lnc_RNA
LOC105372577	XR_007089816.1	20	-1	24369884	24379705	LOC105372577	lnc_RNA
LOC105372577	XR_007089820.1	20	-1	24371560	24379732	LOC105372577	lnc_RNA
LOC105372577	XR_007089822.1	20	-1	24371560	24379709	LOC105372577	lnc_RNA
LOC105372577	XR_007089817.1	20	-1	24371560	24379709	LOC105372577	lnc_RNA
LOC105372577	XR_007089819.1	20	-1	24371560	24379705	LOC105372577	lnc_RNA
SYNDIG1	NM_001323606.2	20	1	24531610	24729659	SYNDIG1	mRNA
SYNDIG1	NM_024893.3	20	1	24531610	24729659	SYNDIG1	mRNA
SYNDIG1	XM_054324030.1	20	1	24531610	24726110	SYNDIG1	mRNA
SYNDIG1	XM_054324031.1	20	1	24531610	24724042	SYNDIG1	mRNA
SYNDIG1	XM_054324032.1	20	1	24531610	24709478	SYNDIG1	mRNA
SYNDIG1	XM_054324017.1	20	1	24531610	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324018.1	20	1	24531610	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324015.1	20	1	24531610	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324016.1	20	1	24531610	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324033.1	20	1	24531610	24613377	SYNDIG1	mRNA
SYNDIG1	NR_147606.2	20	1	24531854	24729659	SYNDIG1	transcript
SYNDIG1	XM_054324027.1	20	1	24531854	24729659	SYNDIG1	mRNA
SYNDIG1	XM_054324026.1	20	1	24531854	24729659	SYNDIG1	mRNA
SYNDIG1	NM_001323607.2	20	1	24531854	24729659	SYNDIG1	mRNA
SYNDIG1	XM_054324024.1	20	1	24531854	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324019.1	20	1	24531854	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324020.1	20	1	24531854	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324021.1	20	1	24531854	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324022.1	20	1	24531854	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324034.1	20	1	24531854	24613377	SYNDIG1	mRNA
SYNDIG1	XM_054324029.1	20	1	24531904	24729659	SYNDIG1	mRNA
SYNDIG1	XM_054324023.1	20	1	24531906	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324025.1	20	1	24550647	24697409	SYNDIG1	mRNA
SYNDIG1	XM_054324028.1	20	1	24550653	24729659	SYNDIG1	mRNA
LOC107985402	XR_007089823.1	20	-1	24881850	24886721	LOC107985402	lnc_RNA
LINC02967	XR_007089824.1	20	1	24982692	24997100	LINC02967	lnc_RNA
LINC02967	XR_007089825.1	20	1	24993333	24997100	LINC02967	lnc_RNA
CST7	NM_003650.4	20	1	25013382	25024201	CST7	mRNA
APMAP	XM_054323725.1	20	-1	25027196	25056965	APMAP	mRNA
APMAP	NM_020531.3	20	-1	25027196	25056965	APMAP	mRNA
ACSS1	XM_054324142.1	20	-1	25070421	25122324	ACSS1	mRNA
ACSS1	NM_001252675.2	20	-1	25070421	25122324	ACSS1	mRNA
ACSS1	NM_001252677.2	20	-1	25070421	25122324	ACSS1	mRNA
ACSS1	NM_032501.4	20	-1	25070421	25122324	ACSS1	mRNA
ACSS1	NM_001252676.2	20	-1	25070421	25096890	ACSS1	mRNA
ACSS1	XM_054324143.1	20	-1	25070421	25095142	ACSS1	mRNA
ACSS1	XM_054324141.1	20	-1	25073456	25122324	ACSS1	mRNA
VSX1	XM_054323401.1	20	-1	25127147	25146758	VSX1	mRNA
VSX1	NR_045951.2	20	-1	25135497	25146758	VSX1	transcript
VSX1	NR_045948.2	20	-1	25135497	25146758	VSX1	transcript
VSX1	NR_165181.2	20	-1	25135497	25145948	VSX1	transcript
VSX1	NR_165183.2	20	-1	25135497	25142669	VSX1	transcript
VSX1	NR_165182.2	20	-1	25135497	25142669	VSX1	transcript
VSX1	NM_001256271.2	20	-1	25135497	25146758	VSX1	mRNA
VSX1	NM_001256272.2	20	-1	25135497	25146758	VSX1	mRNA
VSX1	NM_014588.6	20	-1	25140080	25146758	VSX1	mRNA
VSX1	NM_001378633.1	20	-1	25140080	25142669	VSX1	mRNA
VSX1	NM_199425.3	20	-1	25143160	25146758	VSX1	mRNA
LOC284798	NR_027091.1	20	-1	25205393	25213385	LOC284798	lnc_RNA
LOC284798	NR_027092.1	20	-1	25205393	25213320	LOC284798	lnc_RNA
LOC284798	NR_027093.1	20	-1	25205393	25212588	LOC284798	lnc_RNA
LOC101926889	NR_109994.1	20	-1	25249256	25261475	LOC101926889	lnc_RNA
ENTPD6	XM_054324234.1	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	XM_054324233.1	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	XM_054324236.1	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	XM_054324235.1	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322390.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322397.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001247.5	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322388.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322391.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	XM_054324237.1	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322387.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322383.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322396.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001317941.3	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322393.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001114089.4	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	XM_054324238.1	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322386.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322385.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322392.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322394.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322380.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322384.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	XM_054324241.1	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322379.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322381.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	NM_001322382.2	20	1	25260296	25293060	ENTPD6	mRNA
ENTPD6	XM_054324239.1	20	1	25260296	25289074	ENTPD6	mRNA
ENTPD6	NM_001322378.2	20	1	25260556	25293060	ENTPD6	mRNA
ENTPD6	NM_001322395.2	20	1	25260556	25293060	ENTPD6	mRNA
ENTPD6	NM_001322398.2	20	1	25260556	25293060	ENTPD6	mRNA
ENTPD6	NM_001322389.2	20	1	25260556	25293060	ENTPD6	mRNA
ENTPD6	XM_054324230.1	20	1	25260737	25293060	ENTPD6	mRNA
ENTPD6	XM_054324231.1	20	1	25260737	25293060	ENTPD6	mRNA
ENTPD6	XM_054324232.1	20	1	25260737	25293060	ENTPD6	mRNA
ENTPD6	XM_054324240.1	20	1	25274653	25293060	ENTPD6	mRNA
LOC105372579	XR_007089827.1	20	-1	25294271	25312935	LOC105372579	lnc_RNA
LOC105372579	XR_007089826.1	20	-1	25294271	25312935	LOC105372579	lnc_RNA
PYGB	NM_002862.4	20	1	25313131	25363101	PYGB	mRNA
PYGB	XM_054323786.1	20	1	25313131	25355711	PYGB	mRNA
ABHD12	NM_015600.5	20	-1	25359833	25455939	ABHD12	mRNA
ABHD12	XM_054323333.1	20	-1	25365300	25455939	ABHD12	mRNA
ABHD12	NM_001042472.3	20	-1	25365300	25455939	ABHD12	mRNA
ABHD12	XM_054323329.1	20	-1	25365300	25455939	ABHD12	mRNA
ABHD12	XM_054323335.1	20	-1	25365300	25404853	ABHD12	mRNA
ABHD12	XM_054323332.1	20	-1	25365300	25404849	ABHD12	mRNA
ABHD12	XM_054323328.1	20	-1	25367344	25455939	ABHD12	mRNA
ABHD12	XM_054323331.1	20	-1	25367344	25404456	ABHD12	mRNA
ABHD12	XM_054323334.1	20	-1	25367344	25404456	ABHD12	mRNA
ABHD12	XM_054323330.1	20	-1	25367344	25404456	ABHD12	mRNA
ABHD12	XM_054323336.1	20	-1	25383455	25455939	ABHD12	mRNA
LOC105372581	XR_007089828.1	20	-1	25459752	25473309	LOC105372581	lnc_RNA
GINS1	NR_134574.2	20	1	25472775	25513638	GINS1	transcript
GINS1	XR_008485319.1	20	1	25472775	25490391	GINS1	transcript
GINS1	XR_008485320.1	20	1	25472775	25490391	GINS1	transcript
GINS1	NM_021067.5	20	1	25472775	25513638	GINS1	mRNA
GINS1	NM_001410830.1	20	1	25472775	25513638	GINS1	mRNA
GINS1	NM_001410831.1	20	1	25472775	25513638	GINS1	mRNA
GINS1	XM_054324296.1	20	1	25472775	25490391	GINS1	mRNA
GINS1	XM_054324297.1	20	1	25476219	25513638	GINS1	mRNA
NINL	NM_001318226.2	20	-1	25517773	25650553	NINL	mRNA
NINL	NM_025176.6	20	-1	25517773	25650553	NINL	mRNA
NINL	XM_054323213.1	20	-1	25517773	25650553	NINL	mRNA
