LOC100996442	XR_007065318.1	11	-1	5962	21167	LOC100996442
CHST1	XM_047427781.1	11	-1	45804588	45821330	CHST1
LOC124902666	XR_007062662.1	11	1	45807020	45808405	LOC124902666
MIR7154	unassigned_transcript_1849	11	-1	45847414	45847433	MIR7154
MIR7154	NR_106976.1	11	-1	45847414	45847486	MIR7154
MIR7154	unassigned_transcript_1850	11	-1	45847464	45847486	MIR7154
LOC100507384	NR_047569.3	11	1	45878009	45880256	LOC100507384
LOC124902667	XR_007062663.1	11	-1	45880746	45884491	LOC124902667
LINC02690	XR_931249.2	11	-1	45906803	45907696	LINC02690
LINC02716	NR_027134.1	11	1	45927409	45928335	LINC02716
SLC35C1	NM_001145266.1	11	1	45960038	45968982	SLC35C1
SLC35C1	NM_001145265.2	11	1	45960372	45968982	SLC35C1
SLC35C1	XM_011520203.4	11	1	45961115	45964317	SLC35C1
SLC35C1	NM_018389.5	11	1	45961115	45968982	SLC35C1
SLC35C1	XM_011520202.3	11	1	45964102	45968982	SLC35C1
CRY2	NM_001127457.3	11	1	46003044	46039180	CRY2
CRY2	NM_021117.5	11	1	46003402	46039180	CRY2
MAPK8IP1	NM_005456.4	11	1	46041587	46062395	MAPK8IP1
LOC124902668	XR_007062664.1	11	-1	46054326	46055465	LOC124902668
C11orf94	NM_001080446.3	11	-1	46062464	46063201	C11orf94
PEX16	NM_004813.4	11	-1	46065593	46073804	PEX16
PEX16	NM_057174.3	11	-1	46065593	46073804	PEX16
PEX16	XM_047427887.1	11	-1	46065593	46073804	PEX16
PEX16	XM_047427886.1	11	-1	46065593	46074749	PEX16
PEX16	XM_047427888.1	11	-1	46065593	46074749	PEX16
LARGE2	NM_001300722.2	11	1	46077548	46085010	LARGE2
LARGE2	NM_152312.5	11	1	46077548	46085010	LARGE2
LARGE2	XM_006718141.5	11	1	46078583	46083983	LARGE2
LARGE2	NM_001300721.2	11	1	46078583	46085010	LARGE2
LARGE2	XM_006718140.2	11	1	46078583	46085010	LARGE2
LARGE2	XM_011519886.2	11	1	46078583	46085010	LARGE2
LARGE2	XM_011519888.2	11	1	46078583	46085010	LARGE2
LARGE2	XM_011519889.2	11	1	46078583	46085010	LARGE2
LARGE2	XM_011519890.2	11	1	46078583	46085010	LARGE2
LARGE2	XM_011519891.2	11	1	46078583	46085010	LARGE2
LARGE2	XM_011519892.3	11	1	46078583	46085010	LARGE2
LARGE2	XM_011519893.2	11	1	46078583	46085010	LARGE2
LARGE2	XM_047426344.1	11	1	46078583	46085010	LARGE2
LARGE2	XM_047426345.1	11	1	46078583	46085010	LARGE2
LARGE2	XM_047426346.1	11	1	46078583	46085010	LARGE2
LARGE2	XM_047426347.1	11	1	46078583	46085010	LARGE2
LARGE2	XM_047426348.1	11	1	46078583	46085010	LARGE2
LARGE2	XM_047426349.1	11	1	46078583	46085010	LARGE2
LARGE2	XM_005252787.2	11	1	46080420	46085010	LARGE2
PHF21A	XM_047427083.1	11	-1	46085233	46274052	PHF21A
PHF21A	XM_047427095.1	11	-1	46085233	46274052	PHF21A
PHF21A	XM_047427097.1	11	-1	46085233	46274052	PHF21A
PHF21A	XM_047427099.1	11	-1	46085233	46274052	PHF21A
PHF21A	XM_047427103.1	11	-1	46085233	46274052	PHF21A
PHF21A	XM_005252965.5	11	-1	46085233	46275818	PHF21A
PHF21A	XM_011520174.3	11	-1	46085233	46275818	PHF21A
PHF21A	XM_011520175.3	11	-1	46085233	46275818	PHF21A
PHF21A	XM_017017887.3	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427079.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427080.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427084.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427086.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427087.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427088.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427089.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427093.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427100.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427101.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427102.1	11	-1	46085233	46275818	PHF21A
PHF21A	XM_047427110.1	11	-1	46085233	46275818	PHF21A
PHF21A	NM_001352028.1	11	-1	46085233	46276810	PHF21A
PHF21A	NM_001352029.1	11	-1	46085233	46276810	PHF21A
PHF21A	NM_001101802.3	11	-1	46085233	46277451	PHF21A
PHF21A	NM_001352025.3	11	-1	46085233	46277451	PHF21A
PHF21A	NM_001352026.3	11	-1	46085233	46277451	PHF21A
PHF21A	NM_001352027.3	11	-1	46085233	46277451	PHF21A
PHF21A	NM_001352030.3	11	-1	46085233	46277451	PHF21A
PHF21A	NM_001352031.3	11	-1	46085233	46277451	PHF21A
PHF21A	NM_001352032.3	11	-1	46085233	46277451	PHF21A
PHF21A	NM_016621.5	11	-1	46085233	46277451	PHF21A
PHF21A	NR_147890.3	11	-1	46085233	46277451	PHF21A
PHF21A	NR_165446.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_011520157.3	11	-1	46085233	46277451	PHF21A
PHF21A	XM_011520158.3	11	-1	46085233	46277451	PHF21A
PHF21A	XM_011520179.4	11	-1	46085233	46277451	PHF21A
PHF21A	XM_017017889.2	11	-1	46085233	46277451	PHF21A
PHF21A	XM_017017891.2	11	-1	46085233	46277451	PHF21A
PHF21A	XM_017017892.2	11	-1	46085233	46277451	PHF21A
PHF21A	XM_017017907.2	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427081.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427082.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427085.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427090.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427091.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427092.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427094.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427098.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427104.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427105.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427107.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427108.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427109.1	11	-1	46085233	46277451	PHF21A
PHF21A	XM_047427111.1	11	-1	46091034	46274052	PHF21A
PHF21A	XM_047427113.1	11	-1	46091034	46277451	PHF21A
LOC105376661	XR_931252.4	11	1	46278143	46293178	LOC105376661
LOC101928894	NR_120565.1	11	1	46327993	46333152	LOC101928894
LINC02710	XR_931255.3	11	-1	46369886	46375982	LINC02710
LINC02710	XR_931253.4	11	-1	46369886	46377010	LINC02710
LINC02710	XR_931254.3	11	-1	46369886	46377010	LINC02710
LOC124902669	XM_047427965.1	11	1	46393462	46395802	LOC124902669
LINC02489	XR_931256.3	11	-1	46410936	46429326	LINC02489
LINC02489	XR_001748205.2	11	-1	46412343	46430512	LINC02489
LINC02489	XR_242877.5	11	-1	46412343	46430512	LINC02489
CREB3L1	XM_006718380.4	11	1	46433747	46471463	CREB3L1
CREB3L1	NM_052854.4	11	1	46433747	46477484	CREB3L1
DGKZ	NM_201532.3	11	1	46489001	46536627	DGKZ
DGKZ	NM_201533.3	11	1	46501343	46536630	DGKZ
DGKZ	NM_001199266.2	11	1	46503539	46536627	DGKZ
DGKZ	NM_001199267.2	11	1	46503539	46536627	DGKZ
DGKZ	NM_001199268.2	11	1	46503539	46536627	DGKZ
DGKZ	NM_003646.4	11	1	46503539	46536627	DGKZ
DGKZ	NM_001105540.2	11	1	46517682	46536627	DGKZ
MIR4688	NR_039837.1	11	1	46532478	46532560	MIR4688
MIR4688	unassigned_transcript_1851	11	1	46532532	46532553	MIR4688
MDK	NM_001270550.1	11	1	46536860	46539912	MDK
MDK	NM_001012334.2	11	1	46537144	46539912	MDK
MDK	NM_001012333.3	11	1	46537745	46539876	MDK
MDK	NM_001270551.3	11	1	46537745	46539876	MDK
MDK	NM_001270552.3	11	1	46537745	46539876	MDK
MDK	NM_002391.6	11	1	46537745	46539876	MDK
MDK	NR_073039.3	11	1	46537745	46539876	MDK
CHRM4	NM_000741.5	11	-1	46539864	46547851	CHRM4
CHRM4	NM_001366692.2	11	-1	46539864	46547851	CHRM4
AMBRA1	NM_017749.3	11	-1	46552487	46747423	AMBRA1
AMBRA1	NR_160027.1	11	-1	46552489	46743503	AMBRA1
AMBRA1	NM_001367468.1	11	-1	46552489	46747423	AMBRA1
AMBRA1	NM_001267782.2	11	-1	46552489	46750082	AMBRA1
AMBRA1	NM_001267783.2	11	-1	46552489	46750082	AMBRA1
AMBRA1	NM_001300731.2	11	-1	46552489	46750082	AMBRA1
AMBRA1	NM_001367469.1	11	-1	46552489	46750082	AMBRA1
AMBRA1	NM_001367470.1	11	-1	46552489	46750082	AMBRA1
AMBRA1	NM_001367471.1	11	-1	46552489	46750082	AMBRA1
AMBRA1	NM_001387011.1	11	-1	46552489	46750082	AMBRA1
MIR3160-1	NR_036117.1	11	-1	46607871	46607955	MIR3160-1
MIR3160-2	NR_036118.1	11	1	46607873	46607953	MIR3160-2
MIR3160-1	unassigned_transcript_1852	11	-1	46607881	46607902	MIR3160-1
MIR3160-2	unassigned_transcript_1854	11	1	46607883	46607904	MIR3160-2
MIR3160-1	unassigned_transcript_1853	11	-1	46607922	46607943	MIR3160-1
MIR3160-2	unassigned_transcript_1855	11	1	46607924	46607945	MIR3160-2
HARBI1	XM_011520027.2	11	-1	46758900	46772868	HARBI1
HARBI1	XM_017017602.2	11	-1	46758900	46772868	HARBI1
HARBI1	XM_047426829.1	11	-1	46758900	46772868	HARBI1
HARBI1	NM_173811.4	11	-1	46758900	46773265	HARBI1
HARBI1	XM_011520025.2	11	-1	46758900	46773265	HARBI1
HARBI1	XM_011520029.3	11	-1	46758900	46773265	HARBI1
HARBI1	XM_017017604.2	11	-1	46758900	46773265	HARBI1
HARBI1	XM_017017605.3	11	-1	46758900	46773265	HARBI1
HARBI1	XM_011520028.4	11	-1	46758900	46773934	HARBI1
HARBI1	XM_024448453.2	11	-1	46758900	46773934	HARBI1
ATG13	NM_001142673.3	11	1	46773592	46830534	ATG13
ATG13	NM_001205119.2	11	1	46773592	46830534	ATG13
ATG13	NM_001205120.2	11	1	46773592	46830534	ATG13
ATG13	NM_001205121.2	11	1	46773592	46830534	ATG13
ATG13	NM_001205122.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346311.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346312.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346313.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346314.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346315.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346316.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346317.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346318.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346319.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346320.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346321.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346322.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346323.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346324.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346325.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346326.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346327.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346328.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346329.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346330.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346331.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346332.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346333.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346334.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346335.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346336.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346337.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346338.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346340.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346342.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346344.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346346.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346348.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346349.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346350.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346351.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346352.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346353.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346354.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346355.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346356.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346357.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346358.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346359.2	11	1	46773592	46830534	ATG13
ATG13	NM_001346360.2	11	1	46773592	46830534	ATG13
ATG13	NM_014741.5	11	1	46773592	46830534	ATG13
ATG13	NR_144422.2	11	1	46773592	46830534	ATG13
ATG13	NR_144423.2	11	1	46773592	46830534	ATG13
ATG13	NR_144424.2	11	1	46773592	46830534	ATG13
ARHGAP1	NM_004308.5	11	-1	46833096	46856635	ARHGAP1
ARHGAP1	XM_024448520.2	11	-1	46833096	46856635	ARHGAP1
ARHGAP1	XM_047426933.1	11	-1	46833096	46856635	ARHGAP1
ZNF408	NM_001184751.2	11	1	46857047	46861916	ZNF408
ZNF408	NM_024741.3	11	1	46857047	46861916	ZNF408
F2	NM_000506.5	11	1	46875235	46896332	F2
CKAP5	NM_001008938.4	11	-1	46899874	47003159	CKAP5
CKAP5	NM_014756.4	11	-1	46899874	47003159	CKAP5
MIR5582	unassigned_transcript_1856	11	-1	46909968	46909989	MIR5582
MIR5582	NR_049846.1	11	-1	46909968	46910035	MIR5582
MIR5582	unassigned_transcript_1857	11	-1	46910014	46910035	MIR5582
LOC124900314	XR_007063008.1	11	-1	46915611	46915718	LOC124900314
SNORD67	NR_003056.1	11	-1	46919234	46919344	SNORD67
LRP4-AS1	NR_038909.1	11	1	47003290	47031320	LRP4-AS1
LRP4	XM_011520104.3	11	-1	47013618	47045476	LRP4
LRP4	XM_011520103.3	11	-1	47013618	47055183	LRP4
LRP4	NM_002334.4	11	-1	47013618	47075418	LRP4
LRP4	XM_017017734.2	11	-1	47013618	47075418	LRP4
CSTPP1	NM_001278222.1	11	1	47093558	47319015	CSTPP1
CSTPP1	NM_001003676.3	11	1	47093630	47319015	CSTPP1
CSTPP1	NM_001003677.3	11	1	47093630	47319015	CSTPP1
CSTPP1	NM_024113.5	11	1	47093630	47319015	CSTPP1
CSTPP1	NR_103471.2	11	1	47093630	47319015	CSTPP1
CSTPP1	NR_103472.2	11	1	47093630	47319015	CSTPP1
CSTPP1	NM_001003678.3	11	1	47093630	47321154	CSTPP1
LOC124902670	XR_007062665.1	11	1	47155846	47167969	LOC124902670
LOC124902671	XR_007062667.1	11	-1	47281678	47290993	LOC124902671
LOC124902671	XR_007062666.1	11	-1	47281678	47293648	LOC124902671
LOC124902672	XR_007062668.1	11	-1	47310215	47313794	LOC124902672
ARFGAP2	NM_001242832.2	11	-1	47321070	47333633	ARFGAP2
ARFGAP2	NM_032389.6	11	-1	47321070	47333633	ARFGAP2
ARFGAP2	XM_005253166.3	11	-1	47321070	47333633	ARFGAP2
ARFGAP2	XM_005253167.2	11	-1	47321070	47333633	ARFGAP2
ARFGAP2	XM_005253168.3	11	-1	47321070	47333633	ARFGAP2
ARFGAP2	XM_006718346.3	11	-1	47321070	47333633	ARFGAP2
ARFGAP2	XM_017018413.2	11	-1	47321070	47333633	ARFGAP2
PACSIN3	XM_047426851.1	11	-1	47334276	47342129	PACSIN3
PACSIN3	XM_047426855.1	11	-1	47334276	47342129	PACSIN3
PACSIN3	XM_047426856.1	11	-1	47334276	47342129	PACSIN3
PACSIN3	NM_001184975.2	11	-1	47334276	47342601	PACSIN3
PACSIN3	XM_047426853.1	11	-1	47334276	47342601	PACSIN3
PACSIN3	NM_001184974.2	11	-1	47334276	47343188	PACSIN3
PACSIN3	NM_016223.5	11	-1	47334276	47343188	PACSIN3
PACSIN3	XM_047426850.1	11	-1	47334276	47343188	PACSIN3
PACSIN3	XM_047426852.1	11	-1	47334276	47343188	PACSIN3
PACSIN3	XM_047426854.1	11	-1	47334276	47343188	PACSIN3
PACSIN3	XM_047426857.1	11	-1	47334276	47343188	PACSIN3
MIR6745	NR_106803.1	11	-1	47336365	47336491	MIR6745
MIR6745	unassigned_transcript_1858	11	-1	47336369	47336389	MIR6745
DDB2	NM_001399874.1	11	1	47371205	47395960	DDB2
DDB2	NM_001399875.1	11	1	47371205	47395960	DDB2
DDB2	NM_001399876.1	11	1	47371205	47395960	DDB2
DDB2	NR_174610.1	11	1	47371205	47395960	DDB2
DDB2	NR_174611.1	11	1	47371205	47395960	DDB2
DDB2	XM_047426487.1	11	1	47371725	47392154	DDB2
DDB2	NM_000107.3	11	1	47371725	47395960	DDB2
DDB2	NM_001300734.2	11	1	47371725	47395960	DDB2
DDB2	NM_001399878.1	11	1	47371725	47395960	DDB2
ACP2	NM_001302489.2	11	-1	47396045	47405386	ACP2
ACP2	NM_001302490.2	11	-1	47396045	47405572	ACP2
ACP2	NM_001302491.2	11	-1	47396045	47405572	ACP2
ACP2	NM_001302492.2	11	-1	47396045	47405572	ACP2
ACP2	NM_001357016.2	11	-1	47396045	47405572	ACP2
ACP2	NM_001610.4	11	-1	47396045	47405572	ACP2
ACP2	XR_007062487.1	11	-1	47399770	47405572	ACP2
NR1H3	NM_001251934.2	11	1	47405058	47425803	NR1H3
NR1H3	NM_001251935.2	11	1	47405058	47425803	NR1H3
NR1H3	NM_001130102.3	11	1	47405653	47425803	NR1H3
NR1H3	XM_011519805.3	11	1	47405653	47425803	NR1H3
NR1H3	XM_011519808.3	11	1	47405653	47425803	NR1H3
NR1H3	XM_047426198.1	11	1	47405653	47425803	NR1H3
NR1H3	XM_047426201.1	11	1	47405653	47425803	NR1H3
NR1H3	XM_024448298.2	11	1	47405838	47425803	NR1H3
NR1H3	NM_001363595.2	11	1	47414484	47425803	NR1H3
NR1H3	XM_047426193.1	11	1	47414484	47425803	NR1H3
NR1H3	XM_047426197.1	11	1	47414484	47425803	NR1H3
NR1H3	XM_047426202.1	11	1	47414484	47425803	NR1H3
NR1H3	XM_017017056.2	11	1	47414773	47425068	NR1H3
NR1H3	NM_001130101.3	11	1	47414773	47425803	NR1H3
NR1H3	NM_005693.4	11	1	47414773	47425803	NR1H3
NR1H3	XM_005252706.2	11	1	47414773	47425803	NR1H3
NR1H3	XM_011519806.2	11	1	47414773	47425803	NR1H3
NR1H3	XM_011519807.2	11	1	47414773	47425803	NR1H3
NR1H3	XM_047426194.1	11	1	47414773	47425803	NR1H3
NR1H3	XM_047426195.1	11	1	47414773	47425803	NR1H3
NR1H3	XM_047426200.1	11	1	47414773	47425803	NR1H3
NR1H3	XM_047426199.1	11	1	47414992	47425803	NR1H3
MADD	NM_001376651.1	11	1	47425958	47486853	MADD
MADD	NM_001376595.1	11	1	47426145	47486853	MADD
MADD	NM_001376641.1	11	1	47426145	47486853	MADD
MADD	NM_130470.3	11	1	47426145	47486853	MADD
MADD	NM_001135944.2	11	1	47426433	47486853	MADD
MADD	NM_001376574.1	11	1	47426433	47486853	MADD
MADD	NM_001376576.1	11	1	47426433	47486853	MADD
MADD	NM_001376594.1	11	1	47426433	47486853	MADD
MADD	NM_001376596.1	11	1	47426433	47486853	MADD
MADD	NM_001376600.1	11	1	47426433	47486853	MADD
MADD	NM_001376614.1	11	1	47426433	47486853	MADD
MADD	NM_001376616.1	11	1	47426433	47486853	MADD
MADD	NM_001376619.1	11	1	47426433	47486853	MADD
MADD	NM_001376620.1	11	1	47426433	47486853	MADD
MADD	NM_001376621.1	11	1	47426433	47486853	MADD
MADD	NM_001376622.1	11	1	47426433	47486853	MADD
MADD	NM_001376625.1	11	1	47426433	47486853	MADD
MADD	NM_001376630.1	11	1	47426433	47486853	MADD
MADD	NM_001376631.1	11	1	47426433	47486853	MADD
MADD	NM_001376634.1	11	1	47426433	47486853	MADD
MADD	NM_001376636.1	11	1	47426433	47486853	MADD
MADD	NM_001376638.1	11	1	47426433	47486853	MADD
MADD	NM_001376642.1	11	1	47426433	47486853	MADD
MADD	NM_001376648.1	11	1	47426433	47486853	MADD
MADD	NM_003682.4	11	1	47426433	47486853	MADD
MADD	NM_130471.3	11	1	47426433	47486853	MADD
MADD	NM_130472.3	11	1	47426433	47486853	MADD
MADD	NM_130473.3	11	1	47426433	47486853	MADD
MADD	NM_130474.3	11	1	47426433	47486853	MADD
MADD	NM_001135943.2	11	1	47426903	47486853	MADD
MADD	NM_001376571.1	11	1	47426903	47486853	MADD
MADD	NM_001376572.1	11	1	47426903	47486853	MADD
MADD	NM_001376573.1	11	1	47426903	47486853	MADD
MADD	NM_001376575.1	11	1	47426903	47486853	MADD
MADD	NM_001376577.1	11	1	47426903	47486853	MADD
MADD	NM_001376578.1	11	1	47426903	47486853	MADD
MADD	NM_001376579.1	11	1	47426903	47486853	MADD
MADD	NM_001376580.1	11	1	47426903	47486853	MADD
MADD	NM_001376581.1	11	1	47426903	47486853	MADD
MADD	NM_001376582.1	11	1	47426903	47486853	MADD
MADD	NM_001376583.1	11	1	47426903	47486853	MADD
MADD	NM_001376584.1	11	1	47426903	47486853	MADD
MADD	NM_001376585.1	11	1	47426903	47486853	MADD
MADD	NM_001376586.1	11	1	47426903	47486853	MADD
MADD	NM_001376593.1	11	1	47426903	47486853	MADD
MADD	NM_001376597.1	11	1	47426903	47486853	MADD
MADD	NM_001376598.1	11	1	47426903	47486853	MADD
MADD	NM_001376599.1	11	1	47426903	47486853	MADD
MADD	NM_001376602.1	11	1	47426903	47486853	MADD
MADD	NM_001376603.1	11	1	47426903	47486853	MADD
MADD	NM_001376604.1	11	1	47426903	47486853	MADD
MADD	NM_001376605.1	11	1	47426903	47486853	MADD
MADD	NM_001376606.1	11	1	47426903	47486853	MADD
MADD	NM_001376607.1	11	1	47426903	47486853	MADD
MADD	NM_001376608.1	11	1	47426903	47486853	MADD
MADD	NM_001376609.1	11	1	47426903	47486853	MADD
MADD	NM_001376610.1	11	1	47426903	47486853	MADD
MADD	NM_001376611.1	11	1	47426903	47486853	MADD
MADD	NM_001376612.1	11	1	47426903	47486853	MADD
MADD	NM_001376613.1	11	1	47426903	47486853	MADD
MADD	NM_001376615.1	11	1	47426903	47486853	MADD
MADD	NM_001376617.1	11	1	47426903	47486853	MADD
MADD	NM_001376618.1	11	1	47426903	47486853	MADD
MADD	NM_001376623.1	11	1	47426903	47486853	MADD
MADD	NM_001376624.1	11	1	47426903	47486853	MADD
MADD	NM_001376626.1	11	1	47426903	47486853	MADD
MADD	NM_001376627.1	11	1	47426903	47486853	MADD
MADD	NM_001376628.1	11	1	47426903	47486853	MADD
MADD	NM_001376629.1	11	1	47426903	47486853	MADD
MADD	NM_001376632.1	11	1	47426903	47486853	MADD
MADD	NM_001376633.1	11	1	47426903	47486853	MADD
MADD	NM_001376635.1	11	1	47426903	47486853	MADD
MADD	NM_001376637.1	11	1	47426903	47486853	MADD
MADD	NM_001376639.1	11	1	47426903	47486853	MADD
MADD	NM_001376640.1	11	1	47426903	47486853	MADD
MADD	NM_001376643.1	11	1	47426903	47486853	MADD
MADD	NM_001376644.1	11	1	47426903	47486853	MADD
MADD	NM_001376645.1	11	1	47426903	47486853	MADD
MADD	NM_001376646.1	11	1	47426903	47486853	MADD
MADD	NM_001376647.1	11	1	47426903	47486853	MADD
MADD	NM_001376649.1	11	1	47426903	47486853	MADD
MADD	NM_001376650.1	11	1	47426903	47486853	MADD
MADD	NM_001376652.1	11	1	47426903	47486853	MADD
MADD	NM_001376653.1	11	1	47426903	47486853	MADD
MADD	NM_001376654.1	11	1	47426903	47486853	MADD
MADD	NM_001376655.1	11	1	47426903	47486853	MADD
MADD	NM_001376656.1	11	1	47426903	47486853	MADD
MADD	NM_001376657.1	11	1	47426903	47486853	MADD
MADD	NM_001376658.1	11	1	47426903	47486853	MADD
MADD	NM_001376659.1	11	1	47426903	47486853	MADD
MADD	NM_001376660.1	11	1	47426903	47486853	MADD
MADD	NM_001376661.1	11	1	47426903	47486853	MADD
MADD	NM_001376662.1	11	1	47426903	47486853	MADD
MADD	NM_001376663.1	11	1	47426903	47486853	MADD
MADD	NM_130475.3	11	1	47426903	47486853	MADD
MADD	NM_130476.3	11	1	47426903	47486853	MADD
MADD	NR_164835.1	11	1	47426903	47486853	MADD
MADD	NR_164836.1	11	1	47426903	47486853	MADD
MADD	NR_164837.1	11	1	47426903	47486853	MADD
MADD	NR_164838.1	11	1	47426903	47486853	MADD
MADD	NR_164839.1	11	1	47426903	47486853	MADD
MADD	NR_164840.1	11	1	47426903	47486853	MADD
MADD	NR_164841.1	11	1	47426903	47486853	MADD
MADD	NR_164842.1	11	1	47426903	47486853	MADD
MADD-AS1	NR_120568.1	11	-1	47427428	47428846	MADD-AS1
MADD-AS1	NR_120569.1	11	-1	47427428	47428881	MADD-AS1
MADD	NM_001376601.1	11	1	47427908	47486853	MADD
MYBPC3	NM_000256.3	11	-1	47488226	47509533	MYBPC3
SPI1	NM_001080547.2	11	-1	47511687	47537365	SPI1
SPI1	NM_003120.3	11	-1	47511687	47537365	SPI1
SPI1	XM_017018173.2	11	-1	47511687	47554465	SPI1
SPI1	XM_047427487.1	11	-1	47511687	47554465	SPI1
MIR4487	NR_039707.1	11	1	47559827	47559899	MIR4487
MIR4487	unassigned_transcript_1859	11	1	47559880	47559898	MIR4487
SLC39A13	XM_011520467.2	11	1	47566179	47575400	SLC39A13
SLC39A13	NR_134854.1	11	1	47566179	47575404	SLC39A13
SLC39A13	XM_047427859.1	11	1	47567493	47573770	SLC39A13
SLC39A13	XM_047427860.1	11	1	47567493	47573770	SLC39A13
SLC39A13	NM_001128225.3	11	1	47567493	47575400	SLC39A13
SLC39A13	NM_001330245.2	11	1	47567493	47575400	SLC39A13
SLC39A13	NM_152264.5	11	1	47567493	47575400	SLC39A13
SLC39A13	XM_011520470.2	11	1	47567493	47575400	SLC39A13
SLC39A13	XM_017018540.2	11	1	47567493	47575400	SLC39A13
SLC39A13	XM_017018541.3	11	1	47567493	47575400	SLC39A13
SLC39A13	XR_007062524.1	11	1	47567493	47575404	SLC39A13
SLC39A13	XR_007062525.1	11	1	47567493	47575404	SLC39A13
SLC39A13	XR_007062527.1	11	1	47567493	47575404	SLC39A13
SLC39A13	XM_006718384.3	11	1	47568492	47574062	SLC39A13
SLC39A13	XM_006718381.4	11	1	47568492	47575400	SLC39A13
SLC39A13	XM_011520466.2	11	1	47568492	47575400	SLC39A13
SLC39A13	XR_428862.4	11	1	47568492	47575404	SLC39A13
SLC39A13	XR_930928.3	11	1	47568492	47575404	SLC39A13
SLC39A13	XM_047427857.1	11	1	47568494	47573770	SLC39A13
SLC39A13	XM_047427858.1	11	1	47568494	47573770	SLC39A13
SLC39A13	XM_006718383.4	11	1	47568494	47575400	SLC39A13
SLC39A13	XM_011520469.1	11	1	47568494	47575400	SLC39A13
SLC39A13	XR_007062526.1	11	1	47568494	47575404	SLC39A13
PSMC3	NM_002804.5	11	-1	47577679	47585336	PSMC3
