LOC124908428	XM_047447054.1	22	1	50815	76929	LOC124908428	mRNA
ZNF280B	XM_054325110.1	22	-1	22907263	22930221	ZNF280B	mRNA
ZNF280A	NM_080740.5	22	-1	22936586	22943141	ZNF280A	mRNA
PRAME	XM_054325361.1	22	-1	22970590	22982125	PRAME	mRNA
PRAME	NM_206954.3	22	-1	22970590	22982125	PRAME	mRNA
PRAME	NM_006115.5	22	-1	22970590	22982125	PRAME	mRNA
PRAME	NM_206953.3	22	-1	22970590	22982125	PRAME	mRNA
PRAME	NM_001291717.2	22	-1	22970590	22982125	PRAME	mRNA
PRAME	NM_206956.3	22	-1	22970590	22982125	PRAME	mRNA
PRAME	NM_206955.3	22	-1	22970590	22982125	PRAME	mRNA
PRAME	NM_001291719.2	22	-1	22970590	22980526	PRAME	mRNA
PRAME	NM_001291716.2	22	-1	22970590	22980526	PRAME	mRNA
PRAME	NM_001291715.2	22	-1	22970590	22980526	PRAME	mRNA
PRAME	NM_001318126.2	22	-1	22970590	22978817	PRAME	mRNA
PRAME	NM_001318127.2	22	-1	22970590	22977073	PRAME	mRNA
LL22NC03-63E9.3	NR_027426.2	22	1	22982203	22989459	LL22NC03-63E9.3	lnc_RNA
IGLV2-34	unassigned_transcript_3648	22	1	23002681	23003151	IGLV2-34	V_gene_segment
IGLV2-33	unassigned_transcript_3649	22	1	23010945	23011420	IGLV2-33	V_gene_segment
IGLV3-32	unassigned_transcript_3650	22	1	23017297	23017786	IGLV3-32	V_gene_segment
IGLV3-31	unassigned_transcript_3651	22	1	23027422	23027914	IGLV3-31	V_gene_segment
IGLV3-30	unassigned_transcript_3652	22	1	23041423	23041916	IGLV3-30	V_gene_segment
POM121L1P	NR_024591.1	22	-1	23054254	23067238	POM121L1P	transcript
GGTLC2	NM_001391910.1	22	1	23067311	23070916	GGTLC2	mRNA
GGTLC2	NM_199127.3	22	1	23067311	23070916	GGTLC2	mRNA
GGTLC2	NM_001391911.1	22	1	23067311	23070916	GGTLC2	mRNA
GGTLC2	NM_001282879.2	22	1	23067311	23070916	GGTLC2	mRNA
GGTLC2	XM_054326110.1	22	1	23067311	23070916	GGTLC2	mRNA
GGTLC2	XM_054326109.1	22	1	23067372	23070916	GGTLC2	mRNA
IGLV3-29	unassigned_transcript_3653	22	1	23083970	23084598	IGLV3-29	V_gene_segment
IGLV2-28	unassigned_transcript_3654	22	1	23087490	23087948	IGLV2-28	V_gene_segment
IGLV3-27	unassigned_transcript_3655	22	1	23091343	23091825	IGLV3-27	V_gene_segment
IGLV3-26	unassigned_transcript_3656	22	1	23096354	23096653	IGLV3-26	V_gene_segment
IGLVVI-25-1	unassigned_transcript_3657	22	1	23101955	23102418	IGLVVI-25-1	V_gene_segment
IGLV3-25	unassigned_transcript_3658	22	1	23109779	23110291	IGLV3-25	V_gene_segment
LOC112267890	XR_007090482.1	22	-1	23115726	23116984	LOC112267890	lnc_RNA
LOC112267890	XR_007090483.1	22	-1	23115726	23116984	LOC112267890	lnc_RNA
IGLV3-24	unassigned_transcript_3659	22	1	23117746	23118040	IGLV3-24	V_gene_segment
LL22NC03-102D1.18	XR_007090476.1	22	-1	23118799	23134565	LL22NC03-102D1.18	lnc_RNA
IGLV2-23	unassigned_transcript_3660	22	1	23120921	23121391	IGLV2-23	V_gene_segment
IGLVVI-22-1	unassigned_transcript_3661	22	1	23123723	23124012	IGLVVI-22-1	V_gene_segment
IGLV3-22	unassigned_transcript_3662	22	1	23127300	23127789	IGLV3-22	V_gene_segment
LL22NC03-102D1.18	XR_007090477.1	22	-1	23127878	23134565	LL22NC03-102D1.18	lnc_RNA
IGLV3-21	unassigned_transcript_3663	22	1	23135390	23136170	IGLV3-21	V_gene_segment
IGLVI-20	unassigned_transcript_3664	22	1	23138129	23138414	IGLVI-20	V_gene_segment
IGLV3-19	unassigned_transcript_3665	22	1	23143634	23144126	IGLV3-19	V_gene_segment
IGLV2-18	unassigned_transcript_3666	22	1	23157591	23158060	IGLV2-18	V_gene_segment
IGLV3-17	unassigned_transcript_3667	22	1	23161882	23162162	IGLV3-17	V_gene_segment
IGLV3-16	unassigned_transcript_3668	22	1	23170385	23170883	IGLV3-16	V_gene_segment
IGLV3-15	unassigned_transcript_3669	22	1	23178562	23178846	IGLV3-15	V_gene_segment
IGLV2-14	unassigned_transcript_3670	22	1	23181714	23182184	IGLV2-14	V_gene_segment
IGLV3-13	unassigned_transcript_3671	22	1	23184951	23185447	IGLV3-13	V_gene_segment
IGLV3-12	unassigned_transcript_3672	22	1	23194714	23195463	IGLV3-12	V_gene_segment
IGLV2-11	unassigned_transcript_3673	22	1	23215411	23215881	IGLV2-11	V_gene_segment
IGLV3-10	unassigned_transcript_3674	22	1	23234660	23235159	IGLV3-10	V_gene_segment
IGLV3-9	unassigned_transcript_3675	22	1	23242003	23242630	IGLV3-9	V_gene_segment
LOC105372948	XR_007090490.1	22	-1	23243859	23307514	LOC105372948	lnc_RNA
LOC105372948	XR_007090489.1	22	-1	23243859	23305338	LOC105372948	lnc_RNA
MIR650	NR_030755.1	22	1	23245654	23245749	MIR650	primary_transcript
MIR650	unassigned_transcript_3676	22	1	23245669	23245689	MIR650	miRNA
IGLV2-8	unassigned_transcript_3677	22	1	23245699	23246167	IGLV2-8	V_gene_segment
IGLV3-7	unassigned_transcript_3678	22	1	23261465	23261763	IGLV3-7	V_gene_segment
IGLV3-6	unassigned_transcript_3679	22	1	23273247	23273530	IGLV3-6	V_gene_segment
IGLV2-5	unassigned_transcript_3680	22	1	23279465	23279935	IGLV2-5	V_gene_segment
IGLV3-4	unassigned_transcript_3681	22	1	23280696	23281177	IGLV3-4	V_gene_segment
IGLV4-3	unassigned_transcript_3682	22	1	23294414	23294910	IGLV4-3	V_gene_segment
IGLV3-2	unassigned_transcript_3683	22	1	23295883	23296368	IGLV3-2	V_gene_segment
LOC102724638	XR_007090479.1	22	-1	23300406	23304035	LOC102724638	lnc_RNA
LOC102724638	XR_007090480.1	22	-1	23301424	23304011	LOC102724638	lnc_RNA
LOC102724638	XR_007090481.1	22	-1	23302824	23304011	LOC102724638	lnc_RNA
IGLV3-1	unassigned_transcript_3684	22	1	23303822	23304302	IGLV3-1	V_gene_segment
MIR5571	NR_049835.1	22	1	23309182	23309294	MIR5571	primary_transcript
MIR5571	unassigned_transcript_3685	22	1	23309206	23309226	MIR5571	miRNA
MIR5571	unassigned_transcript_3686	22	1	23309246	23309264	MIR5571	miRNA
IGLL5	NM_001178126.2	22	1	23310731	23319020	IGLL5	mRNA
IGLL5	NM_001256296.2	22	1	23310731	23319020	IGLL5	mRNA
IGLJ1	unassigned_transcript_3687	22	1	23316690	23316727	IGLJ1	J_gene_segment
IGLC1	unassigned_transcript_3688	22	1	23318284	23318603	IGLC1	C_gene_segment
IGLJ2	unassigned_transcript_3689	22	1	23322527	23322564	IGLJ2	J_gene_segment
IGLC2	unassigned_transcript_3690	22	1	23323885	23324204	IGLC2	C_gene_segment
IGLJ3	unassigned_transcript_3691	22	1	23327897	23327934	IGLJ3	J_gene_segment
IGLC3	unassigned_transcript_3692	22	1	23329251	23329570	IGLC3	C_gene_segment
IGLJ4	unassigned_transcript_3693	22	1	23333479	23333516	IGLJ4	J_gene_segment
IGLC4	unassigned_transcript_3694	22	1	23333737	23333989	IGLC4	C_gene_segment
IGLJ5	unassigned_transcript_3695	22	1	23337182	23337219	IGLJ5	J_gene_segment
IGLC5	unassigned_transcript_3696	22	1	23338534	23338842	IGLC5	C_gene_segment
IGLJ6	unassigned_transcript_3697	22	1	23341074	23341111	IGLJ6	J_gene_segment
IGLC6	unassigned_transcript_3698	22	1	23342445	23342768	IGLC6	C_gene_segment
LOC105372947	XR_007090486.1	22	-1	23342922	23347877	LOC105372947	lnc_RNA
LOC105372947	XR_007090487.1	22	-1	23342922	23345080	LOC105372947	lnc_RNA
LOC105372947	XR_007090488.1	22	-1	23342922	23344302	LOC105372947	lnc_RNA
IGLJ7	unassigned_transcript_3699	22	1	23344308	23344345	IGLJ7	J_gene_segment
IGLC7	unassigned_transcript_3700	22	1	23345504	23345823	IGLC7	C_gene_segment
RSPH14	XM_054325550.1	22	-1	23482278	23603314	RSPH14	mRNA
RSPH14	NM_014433.3	22	-1	23482278	23564854	RSPH14	mRNA
RSPH14	XM_054325549.1	22	-1	23482278	23564854	RSPH14	mRNA
RSPH14	XM_054325552.1	22	-1	23482278	23564854	RSPH14	mRNA
RSPH14	XM_054325554.1	22	-1	23482278	23564791	RSPH14	mRNA
RSPH14	XM_054325551.1	22	-1	23482278	23563981	RSPH14	mRNA
RSPH14	XM_054325553.1	22	-1	23482278	23563064	RSPH14	mRNA
RSPH14	XM_054325556.1	22	-1	23482278	23492944	RSPH14	mRNA
RSPH14	XM_054325555.1	22	-1	23482278	23492944	RSPH14	mRNA
GNAZ	NM_002073.4	22	1	23493390	23547904	GNAZ	mRNA
GNAZ	XM_054325577.1	22	1	23493390	23545574	GNAZ	mRNA
GNAZ	XM_054325578.1	22	1	23493390	23537561	GNAZ	mRNA
LOC124905170	XR_007090816.1	22	-1	23560669	23560728	LOC124905170	snRNA
RAB36	XM_054326162.1	22	1	23568177	23592144	RAB36	mRNA
RAB36	XM_054326163.1	22	1	23568177	23592144	RAB36	mRNA
RAB36	XM_054326159.1	22	1	23568177	23588522	RAB36	mRNA
RAB36	XM_054326160.1	22	1	23568177	23588522	RAB36	mRNA
RAB36	XM_054326164.1	22	1	23568177	23588522	RAB36	mRNA
RAB36	XM_054326161.1	22	1	23568177	23588522	RAB36	mRNA
RAB36	XM_054326169.1	22	1	23568177	23588522	RAB36	mRNA
RAB36	XM_054326166.1	22	1	23568177	23588522	RAB36	mRNA
RAB36	XM_054326165.1	22	1	23568177	23588522	RAB36	mRNA
RAB36	NM_001349877.1	22	1	23568177	23588502	RAB36	mRNA
RAB36	NM_001349878.1	22	1	23568177	23588502	RAB36	mRNA
RAB36	XM_054326171.1	22	1	23568177	23583851	RAB36	mRNA
RAB36	XM_054326167.1	22	1	23568177	23583828	RAB36	mRNA
RAB36	XM_054326168.1	22	1	23568177	23583828	RAB36	mRNA
RAB36	XM_054326172.1	22	1	23568177	23581832	RAB36	mRNA
RAB36	XM_054326170.1	22	1	23568177	23581768	RAB36	mRNA
RAB36	NR_146295.3	22	1	23568330	23588522	RAB36	transcript
RAB36	NM_004914.5	22	1	23568330	23588522	RAB36	mRNA
RAB36	XM_054326173.1	22	1	23577942	23588522	RAB36	mRNA
BCR	NM_004327.4	22	1	23603367	23740899	BCR	mRNA
BCR	NM_021574.3	22	1	23603367	23740899	BCR	mRNA
FBXW4P1	NR_033408.1	22	1	23685630	23687868	FBXW4P1	transcript
LOC107985554	XR_007090492.1	22	-1	23708063	23713391	LOC107985554	lnc_RNA
LINC02556	NR_149133.1	22	1	23749477	23751350	LINC02556	lnc_RNA
CES5AP1	NR_037839.1	22	-1	23782480	23805063	CES5AP1	transcript
ZDHHC8BP	NR_003950.1	22	-1	23813358	23825364	ZDHHC8BP	transcript
LINC01659	NR_110538.1	22	1	23856319	23857826	LINC01659	lnc_RNA
FAM230I	NR_165488.1	22	-1	23884837	23909741	FAM230I	lnc_RNA
FAM230I	NR_165489.1	22	-1	23884837	23909741	FAM230I	lnc_RNA
FAM230I	NR_110539.2	22	-1	23884837	23909741	FAM230I	lnc_RNA
FAM230I	NR_165490.1	22	-1	23884837	23909741	FAM230I	lnc_RNA
LOC124905361	XR_007090498.1	22	1	23915430	23954571	LOC124905361	lnc_RNA
LOC124905361	XR_007090497.1	22	1	23915596	23954571	LOC124905361	lnc_RNA
LOC124905361	XR_007090495.1	22	1	23932140	23955403	LOC124905361	lnc_RNA
LOC124905361	XR_007090494.1	22	1	23932140	23955044	LOC124905361	lnc_RNA
LOC124905361	XR_007090493.1	22	1	23932140	23954571	LOC124905361	lnc_RNA
LOC124905361	XR_007090496.1	22	1	23932140	23954571	LOC124905361	lnc_RNA
LOC124905361	XR_007090499.1	22	1	23932140	23954571	LOC124905361	lnc_RNA
LOC124905361	XR_007090501.1	22	1	23932140	23954571	LOC124905361	lnc_RNA
LOC124905361	XR_007090500.1	22	1	23932140	23954571	LOC124905361	lnc_RNA
LINC02557	XR_007090503.1	22	-1	23949814	23961142	LINC02557	lnc_RNA
LINC02557	XR_007090502.1	22	-1	23955516	23961142	LINC02557	lnc_RNA
LOC107985580	XR_007090504.1	22	-1	23972877	23976972	LOC107985580	lnc_RNA
LOC124900476	XM_054326265.1	22	1	23984140	23995036	LOC124900476	mRNA
PCAT14	NR_109832.1	22	1	23985333	23994537	PCAT14	lnc_RNA
LOC105372957	XR_007090506.1	22	1	24014187	24020317	LOC105372957	lnc_RNA
LOC105372957	XR_007090505.1	22	1	24014187	24020293	LOC105372957	lnc_RNA
LOC105372957	XR_007090508.1	22	1	24014187	24020293	LOC105372957	lnc_RNA
LOC105372957	XR_007090507.1	22	1	24014187	24020092	LOC105372957	lnc_RNA
IGLL1	NM_152855.3	22	-1	24020344	24027509	IGLL1	mRNA
IGLL1	NM_020070.4	22	-1	24020344	24027509	IGLL1	mRNA
IGLL1	NM_001369906.1	22	-1	24020344	24027509	IGLL1	mRNA
DRICH1	XM_054325666.1	22	-1	24028091	24084878	DRICH1	mRNA
DRICH1	XM_054325669.1	22	-1	24028091	24079961	DRICH1	mRNA
DRICH1	XM_054325668.1	22	-1	24028091	24079466	DRICH1	mRNA
DRICH1	XM_054325667.1	22	-1	24028091	24079466	DRICH1	mRNA
DRICH1	XM_054325665.1	22	-1	24028091	24079466	DRICH1	mRNA
DRICH1	XM_054325664.1	22	-1	24028091	24079466	DRICH1	mRNA
DRICH1	NM_016449.4	22	-1	24055683	24079466	DRICH1	mRNA
DRICH1	XM_054325670.1	22	-1	24060886	24079466	DRICH1	mRNA
GUSBP11	NR_024448.2	22	-1	24085633	24164623	GUSBP11	transcript
RGL4	NM_001329424.3	22	1	24138214	24146366	RGL4	mRNA
RGL4	NM_153615.2	22	1	24138214	24146366	RGL4	mRNA
RGL4	NM_001329425.2	22	1	24143614	24146366	RGL4	mRNA
ZNF70	XM_054325902.1	22	-1	24185879	24199262	ZNF70	mRNA
ZNF70	XM_054325904.1	22	-1	24185879	24198317	ZNF70	mRNA
ZNF70	NM_021916.4	22	-1	24185879	24198305	ZNF70	mRNA
ZNF70	XM_054325903.1	22	-1	24185879	24192891	ZNF70	mRNA
VPREB3	NM_013378.3	22	-1	24199936	24201618	VPREB3	mRNA
C22orf15	NM_001376903.1	22	1	24210184	24213057	C22orf15	mRNA
C22orf15	NM_001376904.1	22	1	24210184	24213057	C22orf15	mRNA
C22orf15	NM_001331041.2	22	1	24210184	24213057	C22orf15	mRNA
C22orf15	NM_001376905.1	22	1	24210184	24213057	C22orf15	mRNA
C22orf15	NM_182520.3	22	1	24210184	24213057	C22orf15	mRNA
C22orf15	XM_054325122.1	22	1	24210184	24213055	C22orf15	mRNA
C22orf15	XM_054325126.1	22	1	24210184	24213055	C22orf15	mRNA
C22orf15	XM_054325124.1	22	1	24210184	24213055	C22orf15	mRNA
C22orf15	XM_054325128.1	22	1	24210184	24213055	C22orf15	mRNA
C22orf15	XM_054325123.1	22	1	24210184	24213055	C22orf15	mRNA
C22orf15	XM_054325125.1	22	1	24210184	24213055	C22orf15	mRNA
C22orf15	XM_054325127.1	22	1	24210184	24211729	C22orf15	mRNA
CHCHD10	NR_125756.2	22	-1	24213028	24215165	CHCHD10	transcript
CHCHD10	NR_125755.2	22	-1	24213028	24215165	CHCHD10	transcript
CHCHD10	NM_213720.3	22	-1	24213028	24215165	CHCHD10	mRNA
CHCHD10	NM_001301339.2	22	-1	24213028	24215165	CHCHD10	mRNA
LOC107985577	XR_007090511.1	22	1	24215419	24219569	LOC107985577	lnc_RNA
LOC107985577	XR_007090509.1	22	1	24215419	24219568	LOC107985577	lnc_RNA
LOC107985577	XR_007090510.1	22	1	24215419	24219557	LOC107985577	lnc_RNA
MMP11	NR_133013.2	22	1	24220041	24231509	MMP11	transcript
MMP11	NM_005940.5	22	1	24220041	24231509	MMP11	mRNA
SMARCB1	NM_001362877.2	22	1	24234168	24285193	SMARCB1	mRNA
SMARCB1	NM_003073.5	22	1	24234168	24285193	SMARCB1	mRNA
SMARCB1	NM_001317946.2	22	1	24234168	24285193	SMARCB1	mRNA
SMARCB1	NM_001007468.3	22	1	24234168	24285193	SMARCB1	mRNA
DERL3	XM_054326128.1	22	-1	24281689	24286190	DERL3	mRNA
DERL3	XM_054326130.1	22	-1	24281689	24286190	DERL3	mRNA
DERL3	XM_054326129.1	22	-1	24281689	24286190	DERL3	mRNA
DERL3	NM_001135751.2	22	-1	24281689	24286190	DERL3	mRNA
DERL3	NM_001363072.2	22	-1	24281689	24286190	DERL3	mRNA
DERL3	NM_001002862.3	22	-1	24281689	24286190	DERL3	mRNA
DERL3	NM_198440.4	22	-1	24281689	24286190	DERL3	mRNA
DERL3	XM_054326127.1	22	-1	24281689	24286190	DERL3	mRNA
DERL3	XM_054326125.1	22	-1	24281689	24286190	DERL3	mRNA
DERL3	XM_054326126.1	22	-1	24281689	24286190	DERL3	mRNA
SLC2A11	NR_104247.2	22	1	24301547	24330924	SLC2A11	transcript
SLC2A11	NR_104248.2	22	1	24301547	24327563	SLC2A11	transcript
SLC2A11	NM_030807.5	22	1	24301547	24330924	SLC2A11	mRNA
SLC2A11	NM_001024938.4	22	1	24301547	24330924	SLC2A11	mRNA
SLC2A11	NM_001282864.2	22	1	24301766	24330724	SLC2A11	mRNA
SLC2A11	NM_001024939.4	22	1	24302492	24330924	SLC2A11	mRNA
MIF-AS1	NR_038911.1	22	-1	24338309	24343529	MIF-AS1	lnc_RNA
MIF	NM_002415.2	22	1	24338982	24339822	MIF	mRNA
DDTL	NM_001084393.2	22	1	24369576	24379973	DDTL	mRNA
DDT	NM_001397485.1	22	-1	24378787	24387911	DDT	mRNA
DDT	NM_001355.4	22	-1	24378787	24387235	DDT	mRNA
DDT	NM_001084392.3	22	-1	24378787	24381847	DDT	mRNA
DDT	NM_001381852.2	22	-1	24380514	24381847	DDT	mRNA
GSTT2	NR_126446.1	22	1	24387435	24391322	GSTT2	transcript
GSTT2	NR_126442.1	22	1	24387435	24391322	GSTT2	transcript
GSTT2	NM_001302670.1	22	1	24387435	24391322	GSTT2	mRNA
GSTT2	NM_000854.5	22	1	24387541	24391322	GSTT2	mRNA
GSTT4	NR_003081.3	22	-1	24405779	24412527	GSTT4	transcript
GSTT4	XM_054325477.1	22	-1	24405779	24412527	GSTT4	mRNA
GSTT4	NM_001358664.2	22	-1	24405779	24412527	GSTT4	mRNA
GSTT4	XM_054325479.1	22	-1	24405779	24412527	GSTT4	mRNA
GSTT4	XM_054325478.1	22	-1	24405779	24411481	GSTT4	mRNA
LOC391322	NR_186859.1	22	1	24438277	24439209	LOC391322	transcript
GSTT1-AS1	NR_132348.1	22	1	24441130	24441381	GSTT1-AS1	lnc_RNA
GSTT1	NM_001293814.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	NM_001293809.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	NM_001293808.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	NM_001293810.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	NM_001293813.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	NM_001293811.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	NM_001293812.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	XM_054325579.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	NM_001293807.1	22	-1	24441300	24449468	GSTT1	mRNA
GSTT1	NM_000853.4	22	-1	24441306	24449428	GSTT1	mRNA
GSTTP2	NR_003082.1	22	-1	24451096	24467071	GSTTP2	transcript
LOC105372959	XR_007090512.1	22	1	24467169	24470485	LOC105372959	lnc_RNA
CABIN1	XM_054325320.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325322.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325333.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325340.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325314.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325317.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325318.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325327.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	NM_012295.4	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325330.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325328.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325331.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325346.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325335.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325347.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325349.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325325.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325343.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	NM_001201429.2	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325323.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325338.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325339.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325353.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325351.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325356.1	22	1	24472930	24640242	CABIN1	mRNA
CABIN1	XM_054325358.1	22	1	24472930	24637718	CABIN1	mRNA
CABIN1	XM_054325359.1	22	1	24472930	24550809	CABIN1	mRNA
CABIN1	XM_054325360.1	22	1	24472930	24550809	CABIN1	mRNA
CABIN1	XM_054325315.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325316.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325321.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325319.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	NM_001199281.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325332.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325329.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325334.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325336.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325348.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325326.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325344.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325342.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325345.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325355.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325354.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325324.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325337.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325341.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325352.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325350.1	22	1	24472996	24640242	CABIN1	mRNA
CABIN1	XM_054325357.1	22	1	24472996	24640242	CABIN1	mRNA
SUSD2	NM_019601.4	22	1	24643101	24650720	SUSD2	mRNA
GGT5	NM_001302465.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	NM_001099782.2	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325532.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	NM_001302464.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325536.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325531.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325529.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	NM_001099781.2	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325528.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325530.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325527.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325534.1	22	-1	24681268	24706753	GGT5	mRNA
GGT5	XM_054325539.1	22	-1	24681274	24706753	GGT5	mRNA
GGT5	XM_054325538.1	22	-1	24681274	24706753	GGT5	mRNA
GGT5	XM_054325533.1	22	-1	24681274	24706753	GGT5	mRNA
GGT5	XM_054325535.1	22	-1	24681274	24706753	GGT5	mRNA
GGT5	NM_004121.5	22	-1	24681274	24706693	GGT5	mRNA
GGT5	XM_054325537.1	22	-1	24681442	24706753	GGT5	mRNA
POM121L9P	NR_003714.1	22	1	24713232	24727135	POM121L9P	transcript
SPECC1L-ADORA2A	NR_103546.1	22	1	24732427	24903994	SPECC1L-ADORA2A	lnc_RNA
SPECC1L	NM_015330.6	22	1	24732441	24879351	SPECC1L	mRNA
SPECC1L	NM_001145468.4	22	1	24732441	24879351	SPECC1L	mRNA
SPECC1L	NM_001254732.3	22	1	24732441	24879351	SPECC1L	mRNA
SPECC1L	NM_001254733.2	22	1	24803719	24879351	SPECC1L	mRNA
LOC105372960	XR_007090513.1	22	-1	24855817	24869066	LOC105372960	lnc_RNA
ADORA2A	NM_001278500.2	22	1	24885210	24903991	ADORA2A	mRNA
ADORA2A	NR_103543.2	22	1	24889211	24903991	ADORA2A	transcript
ADORA2A	NR_103544.2	22	1	24889211	24903991	ADORA2A	transcript
ADORA2A	NM_000675.6	22	1	24889211	24903991	ADORA2A	mRNA
ADORA2A	NM_001278499.2	22	1	24889211	24903991	ADORA2A	mRNA
ADORA2A-AS1	NR_028484.3	22	-1	24890818	24956691	ADORA2A-AS1	lnc_RNA
ADORA2A	NM_001278497.2	22	1	24893872	24903991	ADORA2A	mRNA
ADORA2A	NM_001278498.2	22	1	24893872	24903991	ADORA2A	mRNA
ADORA2A-AS1	NR_028483.2	22	-1	24899901	24956691	ADORA2A-AS1	lnc_RNA
UPB1	XR_008485400.1	22	1	24956949	24985245	UPB1	transcript
UPB1	NM_016327.3	22	1	24956949	24989995	UPB1	mRNA
UPB1	XM_054325689.1	22	1	24956949	24985377	UPB1	mRNA
UPB1	XM_054325691.1	22	1	24956949	24985362	UPB1	mRNA
UPB1	XM_054325690.1	22	1	24956949	24983633	UPB1	mRNA
GUCD1	NR_104286.2	22	-1	25002044	25017501	GUCD1	transcript
GUCD1	XM_054325998.1	22	-1	25002044	25017501	GUCD1	mRNA
GUCD1	NM_001284253.2	22	-1	25002044	25017501	GUCD1	mRNA
GUCD1	NM_001284252.2	22	-1	25002044	25017501	GUCD1	mRNA
GUCD1	NM_001284251.2	22	-1	25002044	25017501	GUCD1	mRNA
GUCD1	NM_001284257.2	22	-1	25002044	25016745	GUCD1	mRNA
GUCD1	NM_001284256.2	22	-1	25002044	25016745	GUCD1	mRNA
GUCD1	NM_001284255.2	22	-1	25002044	25016745	GUCD1	mRNA
GUCD1	NM_001284254.2	22	-1	25002044	25016745	GUCD1	mRNA
GUCD1	NM_031444.4	22	-1	25002044	25016745	GUCD1	mRNA
SNRPD3	NR_103819.1	22	1	25017257	25036570	SNRPD3	transcript
SNRPD3	NM_004175.5	22	1	25017606	25036577	SNRPD3	mRNA
SNRPD3	NM_001278656.2	22	1	25017606	25036577	SNRPD3	mRNA
GGT1	NM_013430.3	22	1	25045351	25090447	GGT1	mRNA
