LINC01986	NR_110824.1	3	1	3392	16126	LINC01986	lnc_RNA
THRB	XM_054347696.1	3	-1	24121636	24499269	THRB	mRNA
THRB	XM_054347698.1	3	-1	24121636	24499269	THRB	mRNA
THRB	XM_054347685.1	3	-1	24121636	24499269	THRB	mRNA
THRB	XM_054347676.1	3	-1	24121636	24498929	THRB	mRNA
THRB	XM_054347671.1	3	-1	24121636	24498929	THRB	mRNA
THRB	XM_054347678.1	3	-1	24121636	24488514	THRB	mRNA
THRB	XM_054347700.1	3	-1	24121636	24488514	THRB	mRNA
THRB	XM_054347697.1	3	-1	24121636	24433687	THRB	mRNA
THRB-AS2	NR_121667.1	3	1	24155838	24194461	THRB-AS2	lnc_RNA
THRB-AS1	NR_046244.1	3	1	24498506	24504433	THRB-AS1	lnc_RNA
LOC128966746	XM_054348682.1	3	1	24499616	24504433	LOC128966746	mRNA
LOC107986011	XR_007073374.1	3	-1	24511901	24526867	LOC107986011	lnc_RNA
LOC107986070	XR_007073375.1	3	1	24773169	24801034	LOC107986070	lnc_RNA
RARB	NM_001290216.3	3	1	24833434	25600779	RARB	mRNA
LOC124906342	XR_007074152.1	3	1	25338829	25338894	LOC124906342	snRNA
RARB	NM_001290300.2	3	1	25343642	25600779	RARB	mRNA
RARB-AS1	NR_134933.1	3	-1	25385928	25387734	RARB-AS1	lnc_RNA
RARB	NR_110893.2	3	1	25431078	25600779	RARB	transcript
RARB	NR_110892.2	3	1	25431078	25600779	RARB	transcript
RARB	NM_000965.5	3	1	25431078	25600779	RARB	mRNA
RARB	NM_001290276.2	3	1	25431078	25600779	RARB	mRNA
RARB	NM_001290277.1	3	1	25431078	25600779	RARB	mRNA
RARB	NM_016152.4	3	1	25431078	25600779	RARB	mRNA
RARB	NM_001290266.2	3	1	25431078	25600779	RARB	mRNA
RARB	NM_001290217.2	3	1	25461146	25600779	RARB	mRNA
TOP2B	XM_054347709.1	3	-1	25600752	25667754	TOP2B	mRNA
TOP2B	XM_054347708.1	3	-1	25600752	25667754	TOP2B	mRNA
TOP2B	NM_001068.3	3	-1	25600752	25667219	TOP2B	mRNA
TOP2B	NM_001330700.2	3	-1	25600831	25667754	TOP2B	mRNA
TOP2B	XM_054347710.1	3	-1	25618307	25667754	TOP2B	mRNA
MIR4442	NR_039644.1	3	-1	25667720	25667786	MIR4442	primary_transcript
MIR4442	unassigned_transcript_675	3	-1	25667722	25667738	MIR4442	miRNA
NGLY1	NM_001145294.2	3	-1	25721799	25792805	NGLY1	mRNA
NGLY1	XM_054347237.1	3	-1	25721799	25786255	NGLY1	mRNA
NGLY1	XM_054347232.1	3	-1	25721799	25786255	NGLY1	mRNA
NGLY1	NM_001145295.2	3	-1	25721799	25786255	NGLY1	mRNA
NGLY1	NM_018297.4	3	-1	25721799	25786255	NGLY1	mRNA
NGLY1	XM_054347238.1	3	-1	25721799	25786255	NGLY1	mRNA
NGLY1	XM_054347234.1	3	-1	25721799	25786255	NGLY1	mRNA
NGLY1	XM_054347236.1	3	-1	25721799	25786255	NGLY1	mRNA
NGLY1	NM_001145293.2	3	-1	25721799	25786255	NGLY1	mRNA
NGLY1	XM_054347235.1	3	-1	25721799	25785992	NGLY1	mRNA
NGLY1	XM_054347233.1	3	-1	25725541	25786255	NGLY1	mRNA
NGLY1	XM_054347240.1	3	-1	25736735	25786255	NGLY1	mRNA
NGLY1	XM_054347239.1	3	-1	25736735	25786255	NGLY1	mRNA
OXSM	XM_054347030.1	3	1	25786612	25797297	OXSM	mRNA
OXSM	XM_054347029.1	3	1	25786613	25797297	OXSM	mRNA
OXSM	XM_054347031.1	3	1	25786614	25797297	OXSM	mRNA
OXSM	XM_054347032.1	3	1	25786614	25797297	OXSM	mRNA
OXSM	NR_026937.2	3	1	25792856	25797297	OXSM	transcript
OXSM	NM_017897.3	3	1	25792856	25797297	OXSM	mRNA
OXSM	NM_001145391.2	3	1	25792856	25797297	OXSM	mRNA
LOC105377000	XR_007073376.1	3	1	25834066	25852826	LOC105377000	lnc_RNA
LOC105377000	XR_007073377.1	3	1	25837610	25852826	LOC105377000	lnc_RNA
LINC00692	NR_034055.1	3	-1	25861289	25876477	LINC00692	lnc_RNA
LOC105377001	XR_007073378.1	3	1	26067563	26083447	LOC105377001	lnc_RNA
LOC105377002	XR_007073379.1	3	1	26146254	26211080	LOC105377002	lnc_RNA
LOC105377002	XR_007073380.1	3	1	26146254	26170978	LOC105377002	lnc_RNA
LRRC3B-AS1	NR_183726.1	3	-1	26618215	26625363	LRRC3B-AS1	lnc_RNA
LRRC3B	NM_052953.4	3	1	26625372	26713383	LRRC3B	mRNA
LRRC3B	NM_001395646.1	3	1	26626199	26713383	LRRC3B	mRNA
LRRC3B	NM_001317808.2	3	1	26626300	26713383	LRRC3B	mRNA
LRRC3B	NM_001317809.2	3	1	26626681	26713383	LRRC3B	mRNA
LRRC3B	NM_001395647.1	3	1	26627246	26713383	LRRC3B	mRNA
LRRC3B	NM_001317810.3	3	1	26627246	26713383	LRRC3B	mRNA
LRRC3B	NM_001317811.2	3	1	26697118	26713383	LRRC3B	mRNA
LRRC3B	NM_001395645.1	3	1	26697118	26713383	LRRC3B	mRNA
LRRC3B	XM_054345141.1	3	1	26697401	26713383	LRRC3B	mRNA
LRRC3B	XM_054345140.1	3	1	26701916	26713383	LRRC3B	mRNA
NEK10	NM_001394969.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345373.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_001394967.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_001394964.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345375.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_001394966.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_001394965.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_001394963.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_001394970.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_001394968.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345364.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345374.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345370.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345372.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_001394971.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	NM_152534.6	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345371.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345366.1	3	-1	27108644	27371532	NEK10	mRNA
NEK10	XM_054345367.1	3	-1	27108644	27371367	NEK10	mRNA
NEK10	XM_054345365.1	3	-1	27108644	27371356	NEK10	mRNA
NEK10	NM_001031741.5	3	-1	27108644	27218679	NEK10	mRNA
NEK10	NM_001304384.3	3	-1	27108644	27218679	NEK10	mRNA
NEK10	XM_054345369.1	3	-1	27109496	27371532	NEK10	mRNA
NEK10	XM_054345368.1	3	-1	27116375	27371532	NEK10	mRNA
NEK10	XM_054345376.1	3	-1	27167234	27371532	NEK10	mRNA
NEK10	XM_054345379.1	3	-1	27204602	27371532	NEK10	mRNA
NEK10	NM_199347.4	3	-1	27217762	27371532	NEK10	mRNA
NEK10	XM_054345381.1	3	-1	27257274	27371532	NEK10	mRNA
NEK10	XM_054345380.1	3	-1	27257274	27371532	NEK10	mRNA
NEK10	XM_054345378.1	3	-1	27257274	27371532	NEK10	mRNA
NEK10	XM_054345377.1	3	-1	27266139	27371532	NEK10	mRNA
SLC4A7	NR_135541.2	3	-1	27374872	27486481	SLC4A7	transcript
SLC4A7	NR_135544.2	3	-1	27374872	27486481	SLC4A7	transcript
SLC4A7	NR_135543.2	3	-1	27374872	27486481	SLC4A7	transcript
SLC4A7	NR_135542.2	3	-1	27374872	27486481	SLC4A7	transcript
SLC4A7	XM_054348464.1	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	NM_001321106.2	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	XM_054348458.1	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	NM_001321107.2	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	NM_001258379.2	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	XM_054348456.1	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	XM_054348463.1	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	NM_001321105.2	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	NM_001321104.2	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	XM_054348466.1	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	NM_001321108.2	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	XM_054348459.1	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	NM_001321103.2	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	XM_054348461.1	3	-1	27374872	27486481	SLC4A7	mRNA
SLC4A7	XM_054348465.1	3	-1	27374872	27458880	SLC4A7	mRNA
SLC4A7	XM_054348460.1	3	-1	27374872	27458880	SLC4A7	mRNA
SLC4A7	NM_001258380.2	3	-1	27374872	27458880	SLC4A7	mRNA
SLC4A7	XM_054348462.1	3	-1	27374872	27458880	SLC4A7	mRNA
SLC4A7	NM_003615.5	3	-1	27374872	27458880	SLC4A7	mRNA
SLC4A7	XM_054348457.1	3	-1	27374872	27458880	SLC4A7	mRNA
SLC4A7	XM_054348468.1	3	-1	27374872	27436169	SLC4A7	mRNA
SLC4A7	XM_054348467.1	3	-1	27374872	27433530	SLC4A7	mRNA
SLC4A7	XM_054348469.1	3	-1	27406970	27486481	SLC4A7	mRNA
LOC105377005	XR_007073381.1	3	-1	27514613	27516106	LOC105377005	lnc_RNA
LOC124906221	XR_007073382.1	3	1	27638584	27651115	LOC124906221	lnc_RNA
LINC02084	XR_007073383.1	3	1	27714424	27716093	LINC02084	lnc_RNA
EOMES	XM_054348060.1	3	-1	27718036	27724411	EOMES	mRNA
EOMES	NM_001278183.2	3	-1	27718040	27724801	EOMES	mRNA
EOMES	NM_005442.4	3	-1	27718040	27724411	EOMES	mRNA
EOMES	NM_001278182.2	3	-1	27718040	27724411	EOMES	mRNA
LINC01980	NR_146630.1	3	1	27799666	27862431	LINC01980	lnc_RNA
LINC01981	NR_132438.1	3	-1	27832990	27836240	LINC01981	lnc_RNA
LINC01967	XR_007073384.1	3	-1	28009517	28030924	LINC01967	lnc_RNA
LOC105377008	XR_007073385.1	3	-1	28091564	28139121	LOC105377008	lnc_RNA
CMC1	NR_138585.2	3	1	28243678	28327207	CMC1	transcript
CMC1	NM_001331187.2	3	1	28243678	28327207	CMC1	mRNA
CMC1	NM_001412155.1	3	1	28243678	28327207	CMC1	mRNA
CMC1	NM_001331189.2	3	1	28243678	28327207	CMC1	mRNA
CMC1	NM_001331186.2	3	1	28243678	28327207	CMC1	mRNA
CMC1	NM_182523.2	3	1	28243678	28327207	CMC1	mRNA
CMC1	NM_001331190.2	3	1	28243678	28327207	CMC1	mRNA
AZI2	NM_022461.5	3	-1	28323113	28350880	AZI2	mRNA
AZI2	NM_001271650.2	3	-1	28323113	28350880	AZI2	mRNA
AZI2	XM_054347539.1	3	-1	28323113	28350880	AZI2	mRNA
AZI2	NM_001134433.2	3	-1	28333756	28350880	AZI2	mRNA
AZI2	NM_001134432.2	3	-1	28333756	28350880	AZI2	mRNA
AZI2	XM_054347540.1	3	-1	28333756	28349721	AZI2	mRNA
AZI2	XM_054347541.1	3	-1	28333756	28349717	AZI2	mRNA
ZCWPW2	NR_136708.2	3	1	28350777	28528247	ZCWPW2	transcript
ZCWPW2	NM_001040432.4	3	1	28350777	28528247	ZCWPW2	mRNA
ZCWPW2	NM_001324169.2	3	1	28350777	28528247	ZCWPW2	mRNA
ZCWPW2	NM_001324170.2	3	1	28350777	28528247	ZCWPW2	mRNA
LOC107986012	XM_047444127.1	3	-1	28556345	28578217	LOC107986012	mRNA
LINC00693	NR_038840.1	3	1	28577168	28760449	LINC00693	lnc_RNA
LOC105377009	XR_007073387.1	3	-1	29050699	29060986	LOC105377009	lnc_RNA
LOC105377009	XR_007073386.1	3	-1	29054498	29060986	LOC105377009	lnc_RNA
LOC105377009	XR_007073388.1	3	-1	29057753	29060986	LOC105377009	lnc_RNA
RBMS3-AS3	NR_109804.1	3	-1	29266532	29283285	RBMS3-AS3	lnc_RNA
RBMS3	XM_054346191.1	3	1	29283417	30012800	RBMS3	mRNA
RBMS3	XM_054346193.1	3	1	29283417	30012800	RBMS3	mRNA
RBMS3	XM_054346190.1	3	1	29283417	30012800	RBMS3	mRNA
RBMS3	XM_054346194.1	3	1	29283417	30012800	RBMS3	mRNA
RBMS3	NM_001003793.3	3	1	29283417	30012791	RBMS3	mRNA
RBMS3	NM_001177711.2	3	1	29283417	30012791	RBMS3	mRNA
RBMS3	NM_001003792.3	3	1	29283417	30012791	RBMS3	mRNA
RBMS3	NM_001177712.2	3	1	29283417	29993724	RBMS3	mRNA
RBMS3	NM_014483.4	3	1	29283417	29993724	RBMS3	mRNA
RBMS3	XM_054346189.1	3	1	29283417	29993619	RBMS3	mRNA
RBMS3	XM_054346192.1	3	1	29283417	29993619	RBMS3	mRNA
RBMS3	NM_001330696.1	3	1	29283670	30012800	RBMS3	mRNA
LOC124906223	XR_007073390.1	3	1	29410589	29424734	LOC124906223	lnc_RNA
RBMS3-AS2	NR_046557.1	3	-1	29618562	29645279	RBMS3-AS2	lnc_RNA
RBMS3-AS2	NR_174948.1	3	-1	29618562	29645279	RBMS3-AS2	lnc_RNA
RBMS3	XM_054346196.1	3	1	29698581	30012800	RBMS3	mRNA
RBMS3	XM_054346195.1	3	1	29698670	30012800	RBMS3	mRNA
RBMS3	XM_054346197.1	3	1	29698670	30012800	RBMS3	mRNA
RBMS3	XM_054346198.1	3	1	29733352	30012800	RBMS3	mRNA
LOC124906222	XR_007073389.1	3	-1	29924383	29928241	LOC124906222	lnc_RNA
RBMS3-AS1	NR_046556.1	3	-1	29929239	29936560	RBMS3-AS1	lnc_RNA
LOC124906224	XR_007073391.1	3	-1	30182969	30187343	LOC124906224	lnc_RNA
LOC124906377	XR_007074196.1	3	-1	30306795	30307010	LOC124906377	snoRNA
LOC101927995	XR_007073395.1	3	1	30352264	30394470	LOC101927995	lnc_RNA
LOC101927995	XR_007073400.1	3	1	30375542	30471784	LOC101927995	lnc_RNA
LOC101927995	XR_007073394.1	3	1	30375542	30471784	LOC101927995	lnc_RNA
LOC101927995	XR_007073397.1	3	1	30375542	30439427	LOC101927995	lnc_RNA
LOC101927995	XR_007073392.1	3	1	30375542	30413294	LOC101927995	lnc_RNA
LOC101927995	XR_007073398.1	3	1	30375542	30413294	LOC101927995	lnc_RNA
LOC101927995	XR_007073396.1	3	1	30375542	30394470	LOC101927995	lnc_RNA
LOC101927995	XR_007073399.1	3	1	30375542	30394470	LOC101927995	lnc_RNA
LOC101927995	XR_007073393.1	3	1	30375542	30394470	LOC101927995	lnc_RNA
LOC105377013	XR_007073401.1	3	-1	30422143	30469576	LOC105377013	lnc_RNA
LINC01985	NR_147054.1	3	1	30521312	30529649	LINC01985	lnc_RNA
LOC105377015	XR_007073402.1	3	-1	30606392	30608905	LOC105377015	transcript
TGFBR2	NM_001407129.1	3	1	30608862	30696629	TGFBR2	mRNA
TGFBR2	NM_001407132.1	3	1	30608862	30696629	TGFBR2	mRNA
TGFBR2	NM_001407136.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407133.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407126.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001024847.3	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407139.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407137.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407135.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407134.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407127.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_003242.6	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407130.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	NM_001407138.1	3	1	30609107	30696629	TGFBR2	mRNA
TGFBR2	XM_054347666.1	3	1	30610458	30696629	TGFBR2	mRNA
TGFBR2	NM_001407128.1	3	1	30616624	30696629	TGFBR2	mRNA
GADL1	NM_207359.3	3	-1	30728666	30897141	GADL1	mRNA
GADL1	XM_054346422.1	3	-1	30728666	30878200	GADL1	mRNA
GADL1	XM_054346423.1	3	-1	30784015	30897141	GADL1	mRNA
MIR466	NR_130459.1	3	-1	31164210	31164293	MIR466	primary_transcript
MIR466	unassigned_transcript_676	3	-1	31164220	31164242	MIR466	miRNA
LOC105377018	XR_007073403.1	3	-1	31203862	31205169	LOC105377018	lnc_RNA
STT3B	NM_178862.3	3	1	31535391	31640070	STT3B	mRNA
STT3B	XM_054345640.1	3	1	31535391	31624322	STT3B	mRNA
STT3B	XM_054345639.1	3	1	31536030	31640070	STT3B	mRNA
OSBPL10	XM_054345127.1	3	-1	31663279	32074807	OSBPL10	mRNA
OSBPL10	XM_054345123.1	3	-1	31663279	32074800	OSBPL10	mRNA
OSBPL10	XM_054345128.1	3	-1	31663279	31984228	OSBPL10	mRNA
OSBPL10	NM_001174060.2	3	-1	31663279	31984228	OSBPL10	mRNA
OSBPL10	NM_017784.5	3	-1	31663279	31984228	OSBPL10	mRNA
OSBPL10	XM_054345131.1	3	-1	31663279	31963643	OSBPL10	mRNA
OSBPL10	XM_054345130.1	3	-1	31663279	31879561	OSBPL10	mRNA
OSBPL10	XM_054345133.1	3	-1	31663279	31715244	OSBPL10	mRNA
OSBPL10	XM_054345126.1	3	-1	31664577	32074694	OSBPL10	mRNA
OSBPL10	XM_054345122.1	3	-1	31664577	32074694	OSBPL10	mRNA
OSBPL10	XM_054345121.1	3	-1	31664577	31984228	OSBPL10	mRNA
OSBPL10	XM_054345120.1	3	-1	31664577	31984228	OSBPL10	mRNA
OSBPL10	XM_054345124.1	3	-1	31664577	31963645	OSBPL10	mRNA
OSBPL10	XM_054345125.1	3	-1	31664577	31910273	OSBPL10	mRNA
OSBPL10	XM_054345129.1	3	-1	31664577	31882603	OSBPL10	mRNA
OSBPL10	XM_054345132.1	3	-1	31664577	31801510	OSBPL10	mRNA
OSBPL10-AS1	NR_049771.1	3	1	31706666	31724038	OSBPL10-AS1	lnc_RNA
ZNF860	XM_054346427.1	3	1	31984716	31994689	ZNF860	mRNA
ZNF860	XM_054346429.1	3	1	31984716	31994689	ZNF860	mRNA
ZNF860	NM_001137674.3	3	1	31984716	31994689	ZNF860	mRNA
ZNF860	XM_054346428.1	3	1	31984716	31994601	ZNF860	mRNA
ZNF860	XR_007073404.1	3	1	31988164	32009928	ZNF860	transcript
ZNF860	XR_007073405.1	3	1	31997897	32009928	ZNF860	transcript
LOC124900559	XR_007074163.1	3	1	32040493	32040620	LOC124900559	snoRNA
GPD1L	NM_015141.4	3	1	32103733	32165789	GPD1L	mRNA
GPD1L	XM_054345822.1	3	1	32103733	32165789	GPD1L	mRNA
LOC124906367	XR_007074189.1	3	1	32169735	32169834	LOC124906367	snoRNA
CMTM8	XM_054345383.1	3	1	32233757	32367445	CMTM8	mRNA
CMTM8	XM_054345387.1	3	1	32233757	32367445	CMTM8	mRNA
CMTM8	XM_054345384.1	3	1	32235757	32367445	CMTM8	mRNA
CMTM8	NM_178868.5	3	1	32235757	32367445	CMTM8	mRNA
CMTM8	NM_001320308.2	3	1	32235757	32367445	CMTM8	mRNA
CMTM8	XM_054345386.1	3	1	32288478	32367445	CMTM8	mRNA
CMTM8	XM_054345385.1	3	1	32302408	32367445	CMTM8	mRNA
CMTM7	NM_138410.4	3	1	32388830	32452466	CMTM7	mRNA
CMTM7	NM_181472.3	3	1	32388830	32452466	CMTM7	mRNA
CMTM7	XM_054345104.1	3	1	32388830	32449415	CMTM7	mRNA
CMTM6	NM_017801.3	3	-1	32478266	32499821	CMTM6	mRNA
MIR548AY	NR_106753.1	3	-1	32503253	32503359	MIR548AY	primary_transcript
MIR548AY	unassigned_transcript_677	3	-1	32503275	32503296	MIR548AY	miRNA
MIR548AY	unassigned_transcript_678	3	-1	32503312	32503332	MIR548AY	miRNA
DYNC1LI1	NM_001329135.2	3	-1	32522924	32567802	DYNC1LI1	mRNA
DYNC1LI1	NM_016141.4	3	-1	32522924	32567802	DYNC1LI1	mRNA
DYNC1LI1	XM_054346721.1	3	-1	32522924	32554779	DYNC1LI1	mRNA
LOC124906226	XR_007073406.1	3	1	32575652	32576553	LOC124906226	lnc_RNA
CNOT10	NR_046352.2	3	1	32684705	32772074	CNOT10	transcript
CNOT10	NM_015442.3	3	1	32684705	32772074	CNOT10	mRNA
CNOT10	NM_001393367.1	3	1	32684705	32772074	CNOT10	mRNA
CNOT10	NM_001393366.1	3	1	32684705	32772074	CNOT10	mRNA
CNOT10	NM_001393368.1	3	1	32684705	32772074	CNOT10	mRNA
CNOT10	NM_001256741.2	3	1	32684705	32772074	CNOT10	mRNA
CNOT10	NM_001393369.1	3	1	32684705	32772074	CNOT10	mRNA
CNOT10	XR_008486698.1	3	1	32695070	32768150	CNOT10	transcript
CNOT10	NM_001256742.2	3	1	32695070	32772074	CNOT10	mRNA
CNOT10	XM_054346086.1	3	1	32695070	32772074	CNOT10	mRNA
CNOT10	XM_054346085.1	3	1	32695070	32772074	CNOT10	mRNA
CNOT10	XM_054346087.1	3	1	32695070	32772074	CNOT10	mRNA
CNOT10	XM_054346088.1	3	1	32695070	32772074	CNOT10	mRNA
CNOT10	XM_054346089.1	3	1	32695070	32772074	CNOT10	mRNA
CNOT10	XM_054346090.1	3	1	32715555	32772074	CNOT10	mRNA
CNOT10-AS1	NR_046718.1	3	-1	32730139	32736961	CNOT10-AS1	lnc_RNA
TRIM71	NM_001039111.3	3	1	32816172	32895937	TRIM71	mRNA
CCR4	NM_005508.5	3	1	32953438	32958143	CCR4	mRNA
CCR4	XM_054345170.1	3	1	32953438	32957105	CCR4	mRNA
GLB1	NM_001393580.1	3	-1	32962888	33098917	GLB1	mRNA
GLB1	NM_001135602.3	3	-1	32998391	33098917	GLB1	mRNA
GLB1	NM_000404.4	3	-1	32998391	33098917	GLB1	mRNA
GLB1	NM_001317040.2	3	-1	32998391	33098917	GLB1	mRNA
GLB1	NM_001079811.3	3	-1	32998391	33098593	GLB1	mRNA
TMPPE	NM_001136238.2	3	-1	33092195	33098917	TMPPE	mRNA
TMPPE	NM_001039770.3	3	-1	33092195	33098917	TMPPE	mRNA
CRTAP	NM_006371.5	3	1	33115771	33149528	CRTAP	mRNA
CRTAP	NM_001393363.1	3	1	33115771	33146785	CRTAP	mRNA
CRTAP	NM_001393364.1	3	1	33115771	33146785	CRTAP	mRNA
CRTAP	NM_001393365.1	3	1	33115771	33146785	CRTAP	mRNA
SUSD5	XM_054346125.1	3	-1	33151801	33220578	SUSD5	mRNA
SUSD5	NM_015551.2	3	-1	33151801	33220578	SUSD5	mRNA
FBXL2	NR_146122.2	3	1	33278817	33389860	FBXL2	transcript
FBXL2	NR_146121.2	3	1	33278817	33389860	FBXL2	transcript
FBXL2	NM_001349319.2	3	1	33278817	33389860	FBXL2	mRNA
FBXL2	NM_001349323.2	3	1	33278817	33389860	FBXL2	mRNA
FBXL2	NR_146123.2	3	1	33279236	33424454	FBXL2	transcript
FBXL2	NR_146132.2	3	1	33279236	33424454	FBXL2	transcript
FBXL2	NR_146129.2	3	1	33279236	33405423	FBXL2	transcript
FBXL2	NR_146125.2	3	1	33279236	33405423	FBXL2	transcript
FBXL2	NR_146124.2	3	1	33279236	33405423	FBXL2	transcript
FBXL2	XR_008486695.1	3	1	33279236	33405423	FBXL2	transcript
FBXL2	NR_146127.2	3	1	33279236	33405423	FBXL2	transcript
FBXL2	NR_146128.2	3	1	33279236	33405423	FBXL2	transcript
FBXL2	NR_146130.2	3	1	33279236	33389860	FBXL2	transcript
FBXL2	NR_146126.2	3	1	33279236	33389860	FBXL2	transcript
FBXL2	NR_146134.2	3	1	33279236	33389860	FBXL2	transcript
FBXL2	NR_146131.2	3	1	33279236	33389860	FBXL2	transcript
FBXL2	NR_146133.2	3	1	33279236	33389860	FBXL2	transcript
FBXL2	NR_146135.2	3	1	33279236	33389860	FBXL2	transcript
FBXL2	NM_001349326.2	3	1	33279236	33389860	FBXL2	mRNA
FBXL2	NM_001349321.2	3	1	33279236	33389860	FBXL2	mRNA
FBXL2	NM_001349325.2	3	1	33279236	33389860	FBXL2	mRNA
FBXL2	NM_001349322.2	3	1	33279236	33389860	FBXL2	mRNA
FBXL2	NM_001349320.2	3	1	33279236	33389860	FBXL2	mRNA
FBXL2	NM_001349324.2	3	1	33279236	33389860	FBXL2	mRNA
FBXL2	NM_001349316.2	3	1	33279236	33389860	FBXL2	mRNA
FBXL2	NM_012157.5	3	1	33279236	33389860	FBXL2	mRNA
FBXL2	XR_008486694.1	3	1	33291298	33405423	FBXL2	transcript
FBXL2	XM_054346016.1	3	1	33291298	33389860	FBXL2	mRNA
FBXL2	XR_008486696.1	3	1	33291445	33405423	FBXL2	transcript
FBXL2	XM_054346017.1	3	1	33291445	33389860	FBXL2	mRNA
UBP1	XM_054347741.1	3	-1	33390109	33443172	UBP1	mRNA
UBP1	XM_054347740.1	3	-1	33390109	33443172	UBP1	mRNA
UBP1	NM_001128161.2	3	-1	33390109	33442178	UBP1	mRNA
UBP1	NM_001128160.2	3	-1	33390109	33442178	UBP1	mRNA
UBP1	NM_014517.5	3	-1	33390109	33442178	UBP1	mRNA
UBP1	XM_054347743.1	3	-1	33390109	33418121	UBP1	mRNA
UBP1	XR_008486789.1	3	-1	33397977	33443172	UBP1	transcript
UBP1	XM_054347742.1	3	-1	33398222	33443172	UBP1	mRNA
CLASP2	NM_001375713.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001400406.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001375705.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001365634.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001365630.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345779.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345771.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001375697.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001365632.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345777.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001365631.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345775.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345782.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345780.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001375694.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345769.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001365627.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001365629.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345767.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	NM_001375700.1	3	-1	33497978	33719132	CLASP2	mRNA
CLASP2	XM_054345765.1	3	-1	33497978	33719132	CLASP2	mRNA
