LOC124905300_1	XM_047442785.1_1	X	-1	103469	105172	LOC124905300
MED14	XM_047442636.1	X	-1	40049523	40137378	MED14
MED14	XM_047442639.1	X	-1	40050761	40136761	MED14
MED14	XM_047442642.1	X	-1	40050761	40136761	MED14
MED14	XM_047442637.1	X	-1	40050761	40137321	MED14
MED14	XM_047442640.1	X	-1	40050761	40137322	MED14
MED14OS	NR_169211.1	X	1	40136909	40139917	MED14OS
TNIP2P1	NR_027761.1	X	-1	40232425	40234403	TNIP2P1
USP9X	NM_001039590.3	X	1	40487470	40638605	USP9X
USP9X	NM_001039591.3	X	1	40487470	40638605	USP9X
USP9X	XM_005272675.5	X	1	40487470	40638605	USP9X
USP9X	XM_005272676.5	X	1	40487470	40638605	USP9X
USP9X	XM_047442547.1	X	1	40487470	40638605	USP9X
USP9X	XM_047442548.1	X	1	40487470	40638605	USP9X
USP9X	XM_047442549.1	X	1	40487470	40638605	USP9X
USP9X	XM_047442550.1	X	1	40487470	40638605	USP9X
LINC02601	NR_135616.1	X	1	40677830	40678869	LINC02601
DDX3X	XM_011543892.3	X	1	40735393	40753752	DDX3X
DDX3X	NR_126093.1	X	1	40735393	40766556	DDX3X
DDX3X	NR_126094.2	X	1	40736247	40740862	DDX3X
DDX3X	NM_001356.5	X	1	40736247	40752358	DDX3X
DDX3X	NM_001193416.3	X	1	40736247	40753752	DDX3X
DDX3X	NM_001193417.3	X	1	40736247	40753752	DDX3X
DDX3X	NM_001363819.1	X	1	40736251	40752371	DDX3X
NYX	NM_001378477.3	X	1	40851430	40879740	NYX
NYX	NM_022567.3	X	1	40851430	40879740	NYX
CASK	XM_011543997.4	X	-1	40919852	41070778	CASK
CASK	NM_001126054.2	X	-1	40919852	41327988	CASK
CASK	NM_001126055.2	X	-1	40919852	41327988	CASK
CASK	NM_003688.3	X	-1	40919852	41327988	CASK
CASK	XM_005272686.5	X	-1	40919852	41327988	CASK
CASK	XM_006724566.4	X	-1	40919852	41327988	CASK
CASK	XM_011543993.3	X	-1	40919852	41327988	CASK
CASK	XM_011543994.3	X	-1	40919852	41327988	CASK
CASK	XM_011543995.3	X	-1	40919852	41327988	CASK
CASK	XM_011543996.3	X	-1	40919852	41327988	CASK
CASK	XM_047442601.1	X	-1	40919852	41327988	CASK
CASK	NM_001367721.1	X	-1	40919852	41328508	CASK
LOC124905180	XR_007068220.1	X	1	41026262	41064683	LOC124905180
LOC124905180	XR_007068219.1	X	1	41026262	41065597	LOC124905180
GPR34	NM_001097579.2	X	1	41093901	41102205	GPR34
GPR34	NM_005300.4	X	1	41093901	41102205	GPR34
GPR34	XM_005272597.5	X	1	41093901	41102205	GPR34
GPR82	NM_080817.5	X	1	41129121	41135070	GPR82
GPR82	XM_047441991.1	X	1	41129121	41135070	GPR82
GPR82	XM_047441992.1	X	1	41131476	41135070	GPR82
LOC124905181	XR_007068221.1	X	-1	42087575	42098800	LOC124905181
LOC105373186	XR_002958821.2	X	-1	42132646	42161933	LOC105373186
PPP1R2C	NM_025210.2	X	-1	42183380	42184177	PPP1R2C
LOC105373188	XR_949037.3	X	1	42326401	42351077	LOC105373188
PINCR	NR_110387.1	X	1	42583214	42632828	PINCR
MAOA	NM_001270458.2	X	1	43061181	43153033	MAOA
MAOA	NM_000240.4	X	1	43062504	43153033	MAOA
MAOB	XM_017029524.3	X	-1	43172827	43250134	MAOB
MAOB	NM_000898.5	X	-1	43172827	43288647	MAOB
NDP	NM_000266.4	X	-1	43354970	43379584	NDP
NDP-AS1	NR_046631.1	X	1	43355926	43377746	NDP-AS1
EFHC2	XM_006724562.3	X	-1	43554179	43683318	EFHC2
EFHC2	NM_025184.4	X	-1	43554179	43750009	EFHC2
EFHC2	XM_047442535.1	X	-1	43554179	43750009	EFHC2
EFHC2	XM_047442536.1	X	-1	43570251	43750009	EFHC2
FUNDC1	NM_173794.4	X	-1	43930462	43949676	FUNDC1
DUSP21	NM_022076.4	X	1	44250840	44251707	DUSP21
LOC105373190	XR_949040.2	X	1	44273684	44277124	LOC105373190
KDM6A	XM_047442430.1	X	1	44280009	44496897	KDM6A
KDM6A	XM_047442431.1	X	1	44280009	44496897	KDM6A
KDM6A	XM_011543974.3	X	1	44280009	44497909	KDM6A
KDM6A	XR_007068200.1	X	1	44280009	44514539	KDM6A
KDM6A	NM_001291415.2	X	1	44280009	44519820	KDM6A
KDM6A	NM_001291416.2	X	1	44280009	44519820	KDM6A
KDM6A	NM_001291417.2	X	1	44280009	44519820	KDM6A
KDM6A	NM_001291418.2	X	1	44280009	44519820	KDM6A
KDM6A	NM_001291421.2	X	1	44280009	44519820	KDM6A
KDM6A	NM_021140.4	X	1	44280009	44519820	KDM6A
KDM6A	NR_111960.2	X	1	44280009	44519820	KDM6A
KDM6A	XM_005272656.6	X	1	44280009	44519820	KDM6A
KDM6A	XM_005272659.6	X	1	44280009	44519820	KDM6A
KDM6A	XM_011543958.4	X	1	44280009	44519820	KDM6A
KDM6A	XM_011543963.4	X	1	44280009	44519820	KDM6A
KDM6A	XM_011543964.4	X	1	44280009	44519820	KDM6A
KDM6A	XM_011543969.4	X	1	44280009	44519820	KDM6A
KDM6A	XM_011543970.4	X	1	44280009	44519820	KDM6A
KDM6A	XM_011543972.4	X	1	44280009	44519820	KDM6A
KDM6A	XM_017029783.3	X	1	44280009	44519820	KDM6A
KDM6A	XM_024452438.2	X	1	44280009	44519820	KDM6A
KDM6A	XM_047442426.1	X	1	44280009	44519820	KDM6A
KDM6A	XM_024452439.2	X	1	44280997	44519820	KDM6A
KDM6A	XM_047442429.1	X	1	44280997	44519820	KDM6A
KDM6A	XM_047442428.1	X	1	44357993	44519820	KDM6A
DIPK2B	NM_176819.4	X	-1	44557298	44609794	DIPK2B
DIPK2B	XM_005272670.1	X	-1	44557298	44609794	DIPK2B
DIPK2B	XM_006724559.1	X	-1	44557298	44609794	DIPK2B
DIPK2B	NM_024689.3	X	-1	44571244	44609794	DIPK2B
LOC105373191	XR_002958825.1	X	1	44733885	44735897	LOC105373191
LOC105373191	XR_002958824.2	X	1	44733885	44742849	LOC105373191
LINC01204	NR_104645.1	X	1	44914865	44933121	LINC01204
LINC01204	NR_104644.1	X	1	44914865	44936716	LINC01204
MFFP3	NR_102268.2	X	1	45140546	45141215	MFFP3
MIR222HG	NR_170290.1	X	-1	45154669	45179732	MIR222HG
MIR221	NR_029635.1	X	-1	45155612	45155721	MIR221
MIR221	unassigned_transcript_3722	X	-1	45155635	45155657	MIR221
MIR221	unassigned_transcript_3723	X	-1	45155676	45155697	MIR221
MIR222	NR_029636.1	X	-1	45156474	45156583	MIR222
MIR222	unassigned_transcript_3724	X	-1	45156495	45156515	MIR222
MIR222	unassigned_transcript_3725	X	-1	45156532	45156553	MIR222
LINC02595	NR_125365.1	X	-1	45257571	45260978	LINC02595
LOC124900502	XR_007068431.1	X	-1	45302397	45302464	LOC124900502
LINC01186	NR_110388.1	X	-1	45733177	45734927	LINC01186
KRBOX4	NM_001129898.2	X	1	45854267	45881590	KRBOX4
KRBOX4	NM_001129899.2	X	1	45854267	45881590	KRBOX4
KRBOX4	NM_001129900.2	X	1	45854267	45881590	KRBOX4
KRBOX4	NM_017776.3	X	1	45854267	45881590	KRBOX4
ZNF674	NM_001039891.3	X	-1	45904681	45952389	ZNF674
ZNF674	NM_001146291.2	X	-1	45904681	45952389	ZNF674
ZNF674	NM_001190417.2	X	-1	45904681	45952389	ZNF674
ZNF674	XM_011543943.4	X	-1	45904681	45952389	ZNF674
LOC124900488	XR_007068419.1	X	1	45924722	45924824	LOC124900488
ZNF674-AS1	NR_015378.3	X	1	45952458	45955443	ZNF674-AS1
CHST7	NM_019886.4	X	1	45980734	46005466	CHST7
SLC9A7	NM_001257291.2	X	-1	46006221	46166134	SLC9A7
SLC9A7	NM_032591.3	X	-1	46006221	46166134	SLC9A7
SLC9A7	XM_005272681.5	X	-1	46006221	46166134	SLC9A7
SLC9A7	XM_005272682.5	X	-1	46006221	46166134	SLC9A7
SLC9A7	XM_011543990.3	X	-1	46006221	46166134	SLC9A7
SLC9A7	XM_017029905.2	X	-1	46006221	46166134	SLC9A7
SLC9A7	XR_007068203.1	X	-1	46006221	46166134	SLC9A7
SLC9A7	XM_017029906.3	X	-1	46006436	46166134	SLC9A7
SLC9A7	XM_047442581.1	X	-1	46006436	46166134	SLC9A7
SLC9A7	XM_047442582.1	X	-1	46006436	46166134	SLC9A7
LOC124905182	XR_007068222.1	X	1	46020359	46033877	LOC124905182
RP2	NM_006915.3	X	1	46244009	46289363	RP2
LINC01545	NR_046101.1	X	-1	46294421	46306705	LINC01545
JADE3	NM_001077445.3	X	1	46319282	46468244	JADE3
JADE3	NM_014735.5	X	1	46319402	46468244	JADE3
RGN	NM_001282848.2	X	1	46485437	46503065	RGN
RGN	NM_001282849.2	X	1	46485437	46503065	RGN
RGN	NM_004683.6	X	1	46485437	46503065	RGN
RGN	NM_152869.4	X	1	46485437	46503065	RGN
RGN	XM_006724567.3	X	1	46485437	46503065	RGN
RGN	XM_006724568.3	X	1	46485437	46503065	RGN
RGN	XM_017029954.3	X	1	46485437	46503065	RGN
LOC105373193	XR_949045.2	X	-1	46535442	46539176	LOC105373193
LOC105373193	XR_949046.3	X	-1	46535442	46539176	LOC105373193
LOC105373193	XR_007068223.1	X	-1	46535442	46539272	LOC105373193
LOC107985720	XR_001756002.2	X	1	46539046	46540911	LOC107985720
NDUFB11	NM_001135998.3	X	-1	46551936	46554427	NDUFB11
NDUFB11	NM_019056.7	X	-1	46551936	46555216	NDUFB11
RBM10	NM_001204466.2	X	1	46554946	46596509	RBM10
RBM10	NM_001204467.2	X	1	46554946	46596509	RBM10
RBM10	NM_001204468.2	X	1	46554946	46596509	RBM10
RBM10	NM_005676.5	X	1	46554946	46596509	RBM10
RBM10	NM_152856.3	X	1	46554946	46596509	RBM10
RBM10	XM_005272677.5	X	1	46554946	46596509	RBM10
RBM10	XM_005272678.5	X	1	46554946	46596509	RBM10
RBM10	XM_005272679.5	X	1	46554946	46596509	RBM10
RBM10	XM_047442551.1	X	1	46554946	46596509	RBM10
RBM10	XM_047442552.1	X	1	46554946	46596509	RBM10
RBM10	XM_047442554.1	X	1	46554946	46596509	RBM10
RBM10	XM_047442555.1	X	1	46554946	46596509	RBM10
RBM10	XM_047442553.1	X	1	46582825	46596509	RBM10
RBM10	XM_047442556.1	X	1	46589241	46596509	RBM10
UBA1	NM_153280.3	X	1	46600543	46624827	UBA1
UBA1	XM_047442425.1	X	1	46601385	46624827	UBA1
UBA1	NM_003334.4	X	1	46603525	46624827	UBA1
UBA1	XM_005272649.2	X	1	46603525	46624827	UBA1
UBA1	XM_011543954.2	X	1	46603525	46624827	UBA1
UBA1	XM_017029777.2	X	1	46603525	46624827	UBA1
UBA1	XM_047442420.1	X	1	46603525	46624827	UBA1
UBA1	XM_047442421.1	X	1	46603525	46624827	UBA1
UBA1	XM_047442422.1	X	1	46603525	46624827	UBA1
UBA1	XM_047442423.1	X	1	46603525	46624827	UBA1
UBA1	XM_017029778.3	X	1	46603721	46624827	UBA1
UBA1	XM_017029780.2	X	1	46603721	46624827	UBA1
UBA1	XM_047442424.1	X	1	46608087	46624827	UBA1
LOC105373194	XR_949047.4	X	-1	46613964	46628341	LOC105373194
INE1	NR_024616.1	X	1	46614544	46615557	INE1
CDK16	NM_033018.4	X	1	46627994	46639688	CDK16
CDK16	XM_011543921.2	X	1	46627994	46639688	CDK16
CDK16	XM_011543922.2	X	1	46627994	46639688	CDK16
CDK16	XM_011543923.3	X	1	46627994	46639688	CDK16
CDK16	XM_017029569.2	X	1	46627994	46639688	CDK16
CDK16	XM_047442152.1	X	1	46627994	46639688	CDK16
CDK16	XM_047442154.1	X	1	46628372	46636394	CDK16
CDK16	NM_006201.5	X	1	46628372	46639688	CDK16
CDK16	XM_011543924.3	X	1	46628372	46639688	CDK16
CDK16	XM_011543925.3	X	1	46628372	46639688	CDK16
CDK16	XM_011543926.2	X	1	46629976	46639688	CDK16
CDK16	XM_047442153.1	X	1	46632742	46636394	CDK16
CDK16	NM_001170460.2	X	1	46632742	46639688	CDK16
CDK16	XM_011543920.4	X	1	46632742	46639688	CDK16
USP11	NM_001371072.1	X	1	46642700	46657954	USP11
LOC124905277	XR_007068440.1	X	1	46688762	46688865	LOC124905277
LOC124905264	XR_007068418.1	X	-1	46761613	46761719	LOC124905264
ZNF157	NM_003446.4	X	1	46780444	46824376	ZNF157
SNORA11C	NR_003710.1	X	1	46798524	46798650	SNORA11C
ZNF41	NM_001324156.1	X	-1	46855058	46877549	ZNF41
ZNF41	NM_001324154.1	X	-1	46855058	46877550	ZNF41
ZNF41	NM_001324155.1	X	-1	46855058	46877550	ZNF41
ZNF41	NM_001324157.1	X	-1	46855058	46877550	ZNF41
ZNF41	XM_017029813.2	X	-1	46855058	46879722	ZNF41
ZNF41	XM_017029816.2	X	-1	46855058	46879722	ZNF41
ZNF41	XM_017029817.2	X	-1	46855058	46879722	ZNF41
ZNF41	XM_047442471.1	X	-1	46855058	46879722	ZNF41
ZNF41	XM_047442474.1	X	-1	46855058	46879722	ZNF41
ZNF41	XM_047442479.1	X	-1	46855058	46879722	ZNF41
ZNF41	XM_047442480.1	X	-1	46855058	46879722	ZNF41
ZNF41	XM_047442484.1	X	-1	46855058	46879722	ZNF41
ZNF41	NM_001324143.2	X	-1	46855058	46892495	ZNF41
ZNF41	NM_007130.4	X	-1	46855058	46892495	ZNF41
ZNF41	XM_006724555.4	X	-1	46855058	46892495	ZNF41
ZNF41	XM_017029812.2	X	-1	46855058	46892495	ZNF41
ZNF41	XM_017029815.2	X	-1	46855058	46892495	ZNF41
ZNF41	XM_047442473.1	X	-1	46855058	46892495	ZNF41
ZNF41	XM_047442475.1	X	-1	46855058	46892495	ZNF41
ZNF41	XM_047442477.1	X	-1	46855058	46892495	ZNF41
ZNF41	XM_047442481.1	X	-1	46855058	46892495	ZNF41
ZNF41	XM_047442483.1	X	-1	46855058	46892495	ZNF41
ZNF41	NM_153380.3	X	-1	46855058	46892837	ZNF41
ZNF41	NM_001324139.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324140.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324141.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324142.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324144.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324145.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324147.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324148.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324149.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324150.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324151.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324152.2	X	-1	46855058	46893113	ZNF41
ZNF41	NM_001324153.2	X	-1	46855058	46893113	ZNF41
ZNF41	XM_006724550.4	X	-1	46855058	46893113	ZNF41
ZNF41	XM_017029810.3	X	-1	46855058	46893113	ZNF41
ZNF41	XM_017029811.3	X	-1	46855058	46893113	ZNF41
ZNF41	XM_017029814.3	X	-1	46855058	46893113	ZNF41
ZNF41	XM_047442472.1	X	-1	46855058	46893113	ZNF41
ZNF41	XM_047442476.1	X	-1	46855058	46893113	ZNF41
ZNF41	XM_047442478.1	X	-1	46855058	46893113	ZNF41
ZNF41	XM_047442482.1	X	-1	46855058	46893113	ZNF41
LINC01560	NR_126059.1	X	1	46892607	46895119	LINC01560
LOC124905183	XR_007068224.1	X	-1	46906829	46923750	LOC124905183
LOC124905184	XR_007068225.1	X	-1	46965826	46971329	LOC124905184
ARAF	NM_001256197.2	X	1	46971095	46975865	ARAF
ARAF	NM_001256196.2	X	1	46971095	46981798	ARAF
ARAF	NM_001654.5	X	1	46971095	46981798	ARAF
SYN1	NM_006950.3	X	-1	46981791	47029757	SYN1
SYN1	NM_133499.2	X	-1	46981791	47029757	SYN1
TIMP1	NM_003254.3	X	1	46992326	46996679	TIMP1
MIR4769	NR_039926.1	X	1	46997319	46997395	MIR4769
MIR4769	unassigned_transcript_3726	X	1	46997326	46997349	MIR4769
MIR4769	unassigned_transcript_3727	X	1	46997366	46997387	MIR4769
CFP	NM_001145252.3	X	-1	47033182	47039831	CFP
CFP	NM_002621.2	X	-1	47034113	47040206	CFP
ELK1	NM_001257168.1	X	-1	47045421	47060507	ELK1
ELK1	NM_005229.4	X	-1	47045421	47060507	ELK1
ELK1	NM_001114123.3	X	-1	47045422	47060466	ELK1
UXT	NM_004182.4	X	-1	47061699	47069083	UXT
UXT	NM_153477.3	X	-1	47061699	47069083	UXT
UXT	NR_045559.2	X	-1	47061699	47069083	UXT
UXT	NR_045560.2	X	-1	47061699	47069083	UXT
UXT-AS1	NR_028119.1	X	1	47068736	47070014	UXT-AS1
CXXC1P1	NR_033924.1	X	1	47117092	47146532	CXXC1P1
ZNF81	NR_165431.1	X	1	47246777	47298065	ZNF81
ZNF81	NM_001378152.1	X	1	47246777	47332061	ZNF81
ZNF81	NM_001378153.1	X	1	47246777	47332061	ZNF81
ZNF81	NM_001378155.1	X	1	47246777	47332061	ZNF81
ZNF81	NM_001378154.1	X	1	47246777	47335477	ZNF81
ZNF81	NM_007137.5	X	1	47246777	47335477	ZNF81
ZNF182	NM_001007088.2	X	-1	47385028	47414166	ZNF182
ZNF182	NM_001178099.2	X	-1	47385028	47414166	ZNF182
ZNF182	NM_006962.2	X	-1	47385028	47414166	ZNF182
SPACA5	NM_205856.3	X	1	47414513	47419905	SPACA5
SPACA5	NM_001394298.1	X	1	47417165	47419909	SPACA5
ZNF630-AS1	NR_046742.2	X	1	47466473	47477464	ZNF630-AS1
ZNF630	NM_001037735.4	X	-1	47467679	47481280	ZNF630
ZNF630	NM_001190255.3	X	-1	47467679	47481779	ZNF630
ZNF630	NM_001282201.2	X	-1	47467679	47481779	ZNF630
ZNF630	NM_001282202.3	X	-1	47468377	47481779	ZNF630
LOC124905272	XR_007068436.1	X	1	47491898	47492001	LOC124905272
SSX6P	NR_028366.1	X	1	47518129	47530833	SSX6P
SPACA5B	NM_001079900.2	X	1	47540777	47542771	SPACA5B
SSX5	NM_021015.4	X	-1	47596378	47606957	SSX5
SSX5	NM_175723.2	X	-1	47596378	47606957	SSX5
SSX5	XM_011543949.3	X	-1	47597236	47606957	SSX5
SSX1	NM_001278691.2	X	1	47664400	47676453	SSX1
SSX1	NM_005635.4	X	1	47664400	47676453	SSX1
SSX9P	NR_073393.1	X	-1	47710549	47715176	SSX9P
SSX3	NM_021014.4	X	-1	47755403	47765669	SSX3
SSX3	XM_011543885.3	X	-1	47758363	47765669	SSX3
SSX4B	NM_001034832.5	X	1	47792434	47802315	SSX4B
SSX4B	NM_001040612.4	X	1	47792434	47802315	SSX4B
SSX4B	XM_017029613.2	X	1	47792578	47800941	SSX4B
SSX4	NM_005636.4	X	-1	47811050	47820861	SSX4
SSX4	NM_175729.2	X	-1	47811050	47820861	SSX4
SSX4	XM_017029759.2	X	-1	47812428	47820861	SSX4
SLC38A5	XM_005272698.6	X	-1	47867546	47877306	SLC38A5
SLC38A5	XM_017029961.3	X	-1	47867546	47877311	SLC38A5
SLC38A5	XM_005272697.3	X	-1	47867546	47877421	SLC38A5
SLC38A5	XM_017029960.2	X	-1	47867546	47877421	SLC38A5
SLC38A5	XM_005272694.4	X	-1	47867546	47878162	SLC38A5
SLC38A5	XM_005272695.5	X	-1	47867546	47878235	SLC38A5
SLC38A5	NM_033518.4	X	-1	47867546	47879266	SLC38A5
SLC38A5	XM_006724569.4	X	-1	47867546	47879266	SLC38A5
LOC124905185	XR_007068226.1	X	-1	47883234	47885349	LOC124905185
FTSJ1	NM_001282157.1	X	1	47885027	47895371	FTSJ1
FTSJ1	XM_047441942.1	X	1	47885205	47891960	FTSJ1
FTSJ1	XM_047441943.1	X	1	47885205	47891960	FTSJ1
FTSJ1	XM_047441944.1	X	1	47885205	47891960	FTSJ1
FTSJ1	XM_047441945.1	X	1	47885205	47891960	FTSJ1
FTSJ1	NM_012280.4	X	1	47885205	47895357	FTSJ1
FTSJ1	NM_177439.3	X	1	47885205	47895357	FTSJ1
FTSJ1	XM_005272595.3	X	1	47885205	47895371	FTSJ1
FTSJ1	XM_024452359.2	X	1	47885205	47895371	FTSJ1
FTSJ1	XR_007068186.1	X	1	47885205	47895371	FTSJ1
FTSJ1	XR_949015.3	X	1	47885205	47895371	FTSJ1
FTSJ1	XR_949016.3	X	1	47885205	47895371	FTSJ1
PORCN-DT	NR_135596.1	X	-1	47915538	47917851	PORCN-DT
PORCN	XM_047442373.1	X	1	47918004	47923636	PORCN
PORCN	NM_001282167.2	X	1	47918004	47929820	PORCN
PORCN	NM_022825.4	X	1	47918004	47929820	PORCN
PORCN	NM_203473.3	X	1	47918004	47929820	PORCN
PORCN	NM_203475.3	X	1	47918004	47929820	PORCN
PORCN	XM_047442357.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442358.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442359.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442360.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442361.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442362.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442363.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442364.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442366.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442367.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442368.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442369.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442371.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442372.1	X	1	47918004	47929820	PORCN
PORCN	XM_047442370.1	X	1	47918524	47929820	PORCN
PORCN	XM_047442365.1	X	1	47918547	47929820	PORCN
PORCN	NM_203474.1	X	1	47918796	47929826	PORCN
EBP	NM_006579.3	X	1	47930820	47937730	EBP
TBC1D25	NM_001348262.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NM_001348263.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NM_001348264.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NM_001348265.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NM_002536.4	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145494.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145495.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145496.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145497.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145498.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145499.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145500.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145501.2	X	1	47948728	47971622	TBC1D25
TBC1D25	NR_145502.2	X	1	47948728	47971622	TBC1D25
RBM3	NM_006743.5	X	1	47983492	47990170	RBM3
WDR13	XM_047442356.1	X	1	47999034	48017871	WDR13
WDR13	NM_001166426.3	X	1	48006491	48017871	WDR13
WDR13	NM_001347217.2	X	1	48006491	48017871	WDR13
WDR13	NM_001347219.2	X	1	48006491	48017871	WDR13
WDR13	NM_017883.6	X	1	48006491	48017871	WDR13
WDR13	NR_029427.3	X	1	48006491	48017871	WDR13
WDR13	XM_011543947.3	X	1	48006491	48017871	WDR13
LOC107985695	XR_001755842.2	X	1	48026240	48047819	LOC107985695
LOC107985695	XR_007068227.1	X	1	48026240	48047819	LOC107985695
LOC124905186	XR_007068228.1	X	1	48052708	48072621	LOC124905186
WAS	XM_011543977.3	X	1	48087115	48101908	WAS
WAS	XM_017029786.2	X	1	48087115	48101908	WAS
WAS	XM_047442432.1	X	1	48087115	48101908	WAS
WAS	XM_047442433.1	X	1	48087115	48101908	WAS
WAS	XM_047442434.1	X	1	48087115	48101908	WAS
WAS	NM_000377.3	X	1	48094278	48101908	WAS
LOC124905187	XR_007068229.1	X	-1	48102010	48103601	LOC124905187
SUV39H1	NM_001282166.2	X	1	48106035	48119497	SUV39H1
SUV39H1	NM_003173.4	X	1	48107215	48119497	SUV39H1
GLOD5	NM_001080489.3	X	1	48172222	48184150	GLOD5
GATA1	NM_002049.4	X	1	48197083	48204804	GATA1
HDAC6	XM_047441706.1	X	1	48211891	48232705	HDAC6
HDAC6	XR_007068179.1	X	1	48211891	48233181	HDAC6
HDAC6	XM_047441705.1	X	1	48211891	48233223	HDAC6
HDAC6	XM_047441707.1	X	1	48211891	48233235	HDAC6
HDAC6	NM_001321225.2	X	1	48211891	48235472	HDAC6
HDAC6	XM_047441703.1	X	1	48211891	48235478	HDAC6
HDAC6	XM_047441704.1	X	1	48211891	48235478	HDAC6
HDAC6	NM_001321229.1	X	1	48212442	48235478	HDAC6
HDAC6	NM_001321230.2	X	1	48212560	48217453	HDAC6
HDAC6	NM_001321231.2	X	1	48212560	48217453	HDAC6
HDAC6	NR_135593.2	X	1	48212560	48217453	HDAC6
HDAC6	NR_135592.2	X	1	48212560	48225347	HDAC6
HDAC6	NM_001321226.2	X	1	48212560	48235472	HDAC6
HDAC6	NM_001321227.2	X	1	48212560	48235472	HDAC6
HDAC6	NM_001321228.2	X	1	48212560	48235472	HDAC6
HDAC6	NM_006044.4	X	1	48212560	48235472	HDAC6
HDAC6	NR_135591.1	X	1	48213156	48235478	HDAC6
ERAS	NM_181532.3	X	1	48237009	48240364	ERAS
PCSK1N	NM_013271.5	X	-1	48241591	48246097	PCSK1N
TIMM17B	NM_001167947.2	X	-1	48303928	48308624	TIMM17B
TIMM17B	NM_001395497.1	X	-1	48303930	48308249	TIMM17B
TIMM17B	NM_001395498.1	X	-1	48303930	48308249	TIMM17B
TIMM17B	NM_005834.5	X	-1	48303930	48308624	TIMM17B
PQBP1	NM_001032381.2	X	1	48308411	48313619	PQBP1
PQBP1	NM_001032382.2	X	1	48308411	48313619	PQBP1
PQBP1	NM_001032383.2	X	1	48308411	48313619	PQBP1
PQBP1	NM_001167989.2	X	1	48308411	48313619	PQBP1
PQBP1	NM_001167990.2	X	1	48308411	48313619	PQBP1
PQBP1	NM_144495.3	X	1	48308411	48313619	PQBP1
PQBP1	XM_005272571.4	X	1	48308411	48313619	PQBP1
PQBP1	XM_005272572.5	X	1	48308411	48313619	PQBP1
PQBP1	XM_017029207.2	X	1	48308411	48313619	PQBP1
PQBP1	XM_047441754.1	X	1	48308411	48313619	PQBP1
PQBP1	XM_047441753.1	X	1	48308591	48313619	PQBP1
PQBP1	XM_011543884.3	X	1	48308593	48313619	PQBP1
PQBP1	NM_001032384.1	X	1	48308737	48313619	PQBP1
PQBP1	NM_005710.2	X	1	48308737	48313619	PQBP1
PQBP1	NM_001167992.1	X	1	48308973	48313619	PQBP1
SLC35A2	NM_001042498.3	X	-1	48313659	48322122	SLC35A2
SLC35A2	NM_001282647.2	X	-1	48313659	48322122	SLC35A2
SLC35A2	NM_001282649.2	X	-1	48313659	48322122	SLC35A2
SLC35A2	NM_001282650.2	X	-1	48313659	48322122	SLC35A2
SLC35A2	NM_001282651.2	X	-1	48313659	48322122	SLC35A2
SLC35A2	NM_005660.3	X	-1	48313659	48322122	SLC35A2
SLC35A2	NM_001032289.3	X	-1	48314089	48322122	SLC35A2
SLC35A2	NM_001282648.2	X	-1	48314089	48322434	SLC35A2
PIM2	NM_006875.4	X	-1	48323658	48329501	PIM2
PIM2	XM_047441792.1	X	-1	48323658	48329501	PIM2
OTUD5	NM_001136157.2	X	-1	48332501	48368070	OTUD5
OTUD5	NM_001136158.2	X	-1	48332501	48368070	OTUD5
OTUD5	NM_017602.4	X	-1	48332501	48368070	OTUD5
