LOC107987170	XR_001748946.2	12	1	23417	30413	LOC107987170
LOC107984462	XR_001749450.2	12	1	27995089	28006664	LOC107984462
LOC729291	NR_148936.1	12	-1	28057726	28062841	LOC729291
CCDC91	NM_001330367.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352078.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352079.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352080.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352081.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352082.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352083.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352084.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352086.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001352087.2	12	1	28062559	28422616	CCDC91
CCDC91	NM_001387000.1	12	1	28062559	28422616	CCDC91
CCDC91	NM_018318.5	12	1	28062559	28422616	CCDC91
CCDC91	XM_011520735.2	12	1	28062559	28422616	CCDC91
CCDC91	XM_017019569.2	12	1	28062559	28422616	CCDC91
CCDC91	XM_017019572.2	12	1	28062559	28422616	CCDC91
CCDC91	XM_024449033.2	12	1	28062559	28422616	CCDC91
CCDC91	XM_024449036.2	12	1	28062559	28422616	CCDC91
CCDC91	XM_024449037.2	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429081.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429082.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429083.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429084.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429085.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429086.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429089.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429090.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429092.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429093.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429094.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_047429096.1	12	1	28062559	28422616	CCDC91
CCDC91	XM_024449034.2	12	1	28071019	28422616	CCDC91
CCDC91	XM_047429087.1	12	1	28071019	28422616	CCDC91
CCDC91	XM_047429088.1	12	1	28071019	28422616	CCDC91
CCDC91	XM_047429095.1	12	1	28071019	28422616	CCDC91
CCDC91	XM_005253415.1	12	1	28175003	28422616	CCDC91
CCDC91	XM_024449035.1	12	1	28176999	28422616	CCDC91
CCDC91	XM_024449038.1	12	1	28176999	28422616	CCDC91
LOC105369711	XR_931467.3	12	-1	28585633	28667502	LOC105369711
LOC105369711	XR_931466.3	12	-1	28610356	28667502	LOC105369711
LOC124902907	XR_007063256.1	12	1	28643359	28652414	LOC124902907
LOC101928735	XR_931469.2	12	1	28913164	28917675	LOC101928735
LOC101928735	XR_001749059.1	12	1	28913164	28928678	LOC101928735
LOC101928735	XR_242930.3	12	1	28913164	28930379	LOC101928735
LOC124902908	XR_007063257.1	12	-1	29007183	29014106	LOC124902908
FAR2	NM_001271783.2	12	1	29021810	29208149	FAR2
FAR2	XM_011520748.4	12	1	29071075	29208149	FAR2
FAR2	XM_011520747.3	12	1	29071078	29208149	FAR2
FAR2	NM_001271784.2	12	1	29096184	29208149	FAR2
FAR2	NM_018099.5	12	1	29096184	29208149	FAR2
LOC100506606	NR_103860.1	12	-1	29152952	29190380	LOC100506606
ERGIC2	NM_016570.3	12	-1	29209885	29253701	ERGIC2
ERGIC2	XM_024449009.2	12	-1	29209885	29253701	ERGIC2
ERGIC2	XR_001748741.3	12	-1	29209885	29253701	ERGIC2
OVCH1-AS1	NR_073170.1	12	1	29261819	29337063	OVCH1-AS1
OVCH1-AS1	NR_073171.1	12	1	29261819	29337063	OVCH1-AS1
OVCH1-AS1	NR_073172.1	12	1	29261819	29359454	OVCH1-AS1
OVCH1	XM_047428780.1	12	-1	29274702	29351088	OVCH1
OVCH1	XM_024448968.2	12	-1	29274702	29369816	OVCH1
OVCH1	NM_001353179.2	12	-1	29311995	29369816	OVCH1
OVCH1	XM_011520638.3	12	-1	29311995	29369816	OVCH1
OVCH1	XM_047428777.1	12	-1	29317455	29369816	OVCH1
OVCH1	XM_047428779.1	12	-1	29317462	29369816	OVCH1
OVCH1	XM_047428778.1	12	-1	29317490	29369816	OVCH1
OVCH1	XM_017019256.2	12	-1	29319466	29369816	OVCH1
OVCH1	XM_011520641.3	12	-1	29327459	29369816	OVCH1
OVCH1	XM_011520640.3	12	-1	29329881	29369816	OVCH1
OVCH1	XM_011520642.3	12	-1	29334050	29369816	OVCH1
OVCH1	XM_047428781.1	12	-1	29344101	29369816	OVCH1
OVCH1	XM_024448969.2	12	-1	29345354	29369816	OVCH1
TMTC1	XM_017020007.3	12	-1	29372944	29533690	TMTC1
TMTC1	XM_017020003.2	12	-1	29372944	29656172	TMTC1
TMTC1	XM_017020004.2	12	-1	29372944	29656172	TMTC1
TMTC1	XM_017020005.2	12	-1	29372944	29656172	TMTC1
TMTC1	NM_175861.3	12	-1	29372944	29656989	TMTC1
TMTC1	XM_047429634.1	12	-1	29372944	29656989	TMTC1
TMTC1	NM_001193451.2	12	-1	29372971	29656172	TMTC1
TMTC1	NM_001367875.2	12	-1	29372971	29656172	TMTC1
LOC105369714	XR_007063258.1	12	1	29391860	29428782	LOC105369714
TMTC1	XM_017020006.2	12	-1	29396439	29656172	TMTC1
TMTC1	XM_047429636.1	12	-1	29396439	29656172	TMTC1
LOC124902909	XR_007063259.1	12	1	29432227	29434418	LOC124902909
LOC105369715	XR_001749060.1	12	-1	29740872	29923567	LOC105369715
LOC105369715	XR_931474.1	12	-1	29740872	29923567	LOC105369715
LOC105369716	XR_931477.2	12	1	29745631	29762697	LOC105369716
LOC105369715	XR_001749061.1	12	-1	29800908	29923567	LOC105369715
LOC105369715	XR_931476.1	12	-1	29872542	29923567	LOC105369715
LINC02386	XR_007063558.1	12	-1	30102212	30168757	LINC02386
LINC02386	XR_931478.3	12	-1	30102212	30168757	LINC02386
LINC02386	XR_931481.3	12	-1	30102212	30168757	LINC02386
LINC02386	XR_931480.3	12	-1	30102213	30168757	LINC02386
LINC02386	XR_007063555.1	12	-1	30102214	30168757	LINC02386
LINC02386	XR_007063557.1	12	-1	30102231	30168757	LINC02386
LINC02386	XR_007063556.1	12	-1	30166095	30168757	LINC02386
LOC105369718	XR_931482.2	12	-1	30187265	30192568	LOC105369718
LOC105369719	XR_001749069.1	12	-1	30437625	30476823	LOC105369719
LOC105369719	XR_001749068.2	12	-1	30454422	30476823	LOC105369719
LOC105369719	XR_001749067.1	12	-1	30456729	30476823	LOC105369719
LOC105369719	XR_001749070.1	12	-1	30456729	30476823	LOC105369719
LOC105369719	XR_001749071.1	12	-1	30456729	30476823	LOC105369719
IPO8	NM_001190995.2	12	-1	30503650	30551905	IPO8
IPO8	XM_017018692.2	12	-1	30503650	30560553	IPO8
IPO8	XM_017018691.3	12	-1	30503650	30569990	IPO8
IPO8	NM_006390.4	12	-1	30503650	30570532	IPO8
IPO8	XM_017018693.3	12	-1	30535803	30570532	IPO8
CAPRIN2	NM_001002259.3	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001206856.3	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001319842.2	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001319843.2	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001319844.2	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001319845.2	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001319846.2	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385498.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385499.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385500.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385501.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385502.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385503.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385504.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385505.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385506.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385507.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385508.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385509.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385510.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385511.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385512.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385513.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385514.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385515.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385516.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385518.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385519.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385520.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385521.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385522.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385523.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385524.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385525.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385526.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385527.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385528.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385529.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385531.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385532.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385533.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385534.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385535.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385537.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385538.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385539.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385540.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385541.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385542.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385543.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385544.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385545.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385546.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385547.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385548.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385549.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385550.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385551.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385552.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385553.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385554.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385557.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_001385559.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_023925.5	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NM_032156.5	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NR_169636.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NR_169637.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NR_169638.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NR_169639.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NR_169640.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NR_169641.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	NR_169643.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_006719144.4	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_006719147.4	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_017019851.2	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_017019854.2	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_017019865.2	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429425.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429426.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429427.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429428.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429429.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429430.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429431.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429432.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429433.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429434.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429435.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429436.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429437.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429438.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429439.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429440.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429441.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429442.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429444.1	12	-1	30584217	30629588	CAPRIN2
CAPRIN2	XM_047429443.1	12	-1	30589860	30629588	CAPRIN2
LOC645485	NR_135046.1	12	1	30629711	30655365	LOC645485
LINC00941	NR_040245.1	12	1	30670302	30677329	LINC00941
LOC107984476	XR_001749063.1	12	-1	30743750	30755003	LOC107984476
LOC107984476	XR_001749062.1	12	-1	30743757	30755003	LOC107984476
LOC107984476	XR_007063260.1	12	-1	30743757	30755003	LOC107984476
LOC124902911	XR_007063264.1	12	-1	30793135	30801309	LOC124902911
TSPAN11	NM_001370302.1	12	1	30801368	30871118	TSPAN11
TSPAN11	XM_011520679.3	12	1	30801368	30879552	TSPAN11
TSPAN11	XR_001748709.2	12	1	30801368	30891025	TSPAN11
TSPAN11	XR_001748710.2	12	1	30801368	30891025	TSPAN11
TSPAN11	NM_001080509.3	12	1	30801524	30871118	TSPAN11
TSPAN11	NM_001370301.1	12	1	30801524	30871118	TSPAN11
LOC124902910	XR_007063262.1	12	-1	30852824	30866373	LOC124902910
LOC124902910	XR_007063263.1	12	-1	30852824	30866373	LOC124902910
LOC124902910	XR_007063261.1	12	-1	30852824	30880491	LOC124902910
DDX11-AS1	NR_038927.2	12	-1	30895282	30948341	DDX11-AS1
DDX11	NM_001257144.2	12	1	30948354	30979293	DDX11
DDX11	NM_001257145.2	12	1	30948354	30979293	DDX11
DDX11	NM_004399.3	12	1	30948354	30979293	DDX11
DDX11	NM_030653.4	12	1	30948354	30979293	DDX11
DDX11	NM_152438.2	12	1	30948354	30979293	DDX11
DDX11	XM_017018922.2	12	1	30948354	30979293	DDX11
DDX11	XM_005253331.5	12	1	30948759	30979293	DDX11
DDX11	XM_005253333.5	12	1	30948759	30979293	DDX11
DDX11	XM_006719050.5	12	1	30948759	30979293	DDX11
DDX11	XM_011520592.4	12	1	30948759	30979293	DDX11
DDX11	XM_011520595.4	12	1	30948759	30979293	DDX11
DDX11	XM_017018919.3	12	1	30948759	30979293	DDX11
DDX11	XM_017018925.2	12	1	30948759	30979293	DDX11
DDX11	XM_047428447.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428448.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428449.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428450.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428451.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428452.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428453.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428454.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428459.1	12	1	30948759	30979293	DDX11
DDX11	XM_047428461.1	12	1	30948759	30979293	DDX11
DDX11	XM_011520597.4	12	1	30952714	30975144	DDX11
DDX11	XM_047428464.1	12	1	30952714	30975624	DDX11
DDX11	XM_047428463.1	12	1	30952714	30976450	DDX11
DDX11	XR_007063057.1	12	1	30952714	30976967	DDX11
DDX11	XR_007063058.1	12	1	30952714	30976967	DDX11
DDX11	XM_017018938.3	12	1	30952714	30977010	DDX11
DDX11	XM_017018939.3	12	1	30952714	30977010	DDX11
DDX11	XR_001748610.3	12	1	30952714	30977514	DDX11
DDX11	XR_007063056.1	12	1	30952714	30977514	DDX11
DDX11	XM_047428458.1	12	1	30952714	30978183	DDX11
DDX11	XM_017018920.3	12	1	30952714	30979293	DDX11
DDX11	XM_017018921.3	12	1	30952714	30979293	DDX11
DDX11	XM_017018926.3	12	1	30952714	30979293	DDX11
DDX11	XM_017018927.3	12	1	30952714	30979293	DDX11
DDX11	XM_017018928.3	12	1	30952714	30979293	DDX11
DDX11	XM_017018929.3	12	1	30952714	30979293	DDX11
DDX11	XM_017018930.3	12	1	30952714	30979293	DDX11
DDX11	XM_047428455.1	12	1	30952714	30979293	DDX11
DDX11	XM_047428456.1	12	1	30952714	30979293	DDX11
DDX11	XM_047428457.1	12	1	30952714	30979293	DDX11
DDX11	XM_047428460.1	12	1	30952714	30979293	DDX11
DDX11	XM_017018935.1	12	1	30959079	30979293	DDX11
DDX11	XM_047428462.1	12	1	30959496	30979293	DDX11
DDX11	XM_017018936.1	12	1	30959627	30979293	DDX11
DDX11	XM_047428465.1	12	1	30959627	30979293	DDX11
DDX11	XM_017018937.2	12	1	30960720	30979293	DDX11
LOC124902873_2	XR_007063206.1_2	12	-1	30965621	30970564	LOC124902873
OVOS2	NR_153414.1	12	-1	30986156	31077760	OVOS2
LOC124902912	XR_007063265.1	12	1	30991764	31001133	LOC124902912
LOC124902912	XR_007063268.1	12	1	30991764	31001133	LOC124902912
LOC124902912	XR_007063267.1	12	1	30993481	31001133	LOC124902912
LOC124902912	XR_007063266.1	12	1	30997908	31001133	LOC124902912
SINHCAF	XM_011520803.3	12	-1	31157116	31200689	SINHCAF
SINHCAF	NM_001135811.2	12	-1	31157116	31202680	SINHCAF
SINHCAF	NM_001135812.2	12	-1	31157116	31202680	SINHCAF
SINHCAF	NM_021238.3	12	-1	31157116	31202680	SINHCAF
SINHCAF	XM_017019762.3	12	-1	31157116	31202680	SINHCAF
SINHCAF	XM_047429272.1	12	-1	31157116	31202680	SINHCAF
FLJ13224	NR_026806.1	12	1	31200846	31202475	FLJ13224
LINC02387	NR_146469.1	12	-1	31240020	31245841	LINC02387
LOC124903091	XR_007063617.1	12	1	31242803	31242905	LOC124903091
DENND5B	XM_047428431.1	12	-1	31258770	31355931	DENND5B
DENND5B	XM_011520590.3	12	-1	31258770	31355990	DENND5B
DENND5B	XM_017018899.2	12	-1	31258770	31377196	DENND5B
DENND5B	XM_047428415.1	12	-1	31258770	31377196	DENND5B
DENND5B	XM_047428416.1	12	-1	31258770	31377196	DENND5B
DENND5B	XM_047428418.1	12	-1	31258770	31377196	DENND5B
DENND5B	XM_047428422.1	12	-1	31258770	31377196	DENND5B
DENND5B	XM_047428423.1	12	-1	31258770	31377196	DENND5B
DENND5B	XM_047428425.1	12	-1	31258770	31377196	DENND5B
DENND5B	XM_047428419.1	12	-1	31258770	31417754	DENND5B
DENND5B	NM_001308339.2	12	-1	31258770	31466976	DENND5B
DENND5B	NM_144973.4	12	-1	31258770	31467670	DENND5B
DENND5B	XM_005253326.3	12	-1	31258770	31467670	DENND5B
DENND5B	XM_005253327.4	12	-1	31258770	31467670	DENND5B
DENND5B	XM_005253330.4	12	-1	31258770	31467670	DENND5B
DENND5B	XM_006719040.4	12	-1	31258770	31467670	DENND5B
DENND5B	XM_047428420.1	12	-1	31258770	31467670	DENND5B
DENND5B	XM_047428421.1	12	-1	31258770	31467670	DENND5B
DENND5B	XM_047428424.1	12	-1	31258770	31467670	DENND5B
DENND5B	XM_047428427.1	12	-1	31258770	31467670	DENND5B
DENND5B	XM_047428428.1	12	-1	31258770	31467670	DENND5B
DENND5B	XM_047428429.1	12	-1	31258770	31467670	DENND5B
DENND5B	XM_047428430.1	12	-1	31258770	31467670	DENND5B
DENND5B	NM_001366890.1	12	-1	31308902	31467670	DENND5B
LOC124903111	XR_007063647.1	12	1	31326702	31326805	LOC124903111
DENND5B	NM_001366891.1	12	-1	31327836	31467670	DENND5B
DENND5B	NM_001366892.1	12	-1	31327836	31467670	DENND5B
DENND5B	NM_001366893.1	12	-1	31327836	31467670	DENND5B
DENND5B-AS1	NR_046909.1	12	1	31466457	31491889	DENND5B-AS1
LOC124902913	XR_007063269.1	12	-1	31502808	31528888	LOC124902913
ETFBKMT	NM_001135864.2	12	1	31523671	31549944	ETFBKMT
ETFBKMT	NM_173802.4	12	1	31536034	31549944	ETFBKMT
ETFBKMT	NM_001135863.2	12	1	31536519	31549944	ETFBKMT
ETFBKMT	XM_024448923.2	12	1	31536519	31549944	ETFBKMT
ETFBKMT	XM_024448924.2	12	1	31536519	31549944	ETFBKMT
ETFBKMT	XM_024448925.2	12	1	31536519	31549944	ETFBKMT
AMN1	XM_006719054.4	12	-1	31547967	31585762	AMN1
AMN1	NR_103523.1	12	-1	31547967	31606023	AMN1
AMN1	XM_017018965.3	12	-1	31547967	31606023	AMN1
AMN1	NM_001113402.2	12	-1	31547972	31605870	AMN1
AMN1	NM_001278411.2	12	-1	31547972	31605870	AMN1
AMN1	NM_001278412.2	12	-1	31547972	31605870	AMN1
AMN1	NR_103522.2	12	-1	31547972	31605870	AMN1
LOC105369722	XR_931497.3	12	1	31600637	31605739	LOC105369722
LOC105369724	XR_001749077.2	12	-1	31625970	31633936	LOC105369724
LOC105369724	XR_931501.3	12	-1	31625970	31633936	LOC105369724
LOC105369724	XR_931502.3	12	-1	31629207	31633936	LOC105369724
LOC107984470	XR_001749064.3	12	-1	31655936	31662982	LOC107984470
LOC107984470	XR_001749065.3	12	-1	31655936	31662982	LOC107984470
H3-5	NM_001013699.3	12	-1	31668060	31669172	H3-5
LINC02422	NR_135029.1	12	-1	31752625	31762873	LINC02422
LOC105369725	XR_931503.2	12	-1	31834476	31835286	LOC105369725
RESF1	XM_006719099.4	12	1	31835397	31863300	RESF1
RESF1	NM_018169.4	12	1	31835397	31869084	RESF1
RESF1	XM_005253405.4	12	1	31835397	31869084	RESF1
RESF1	XM_011520722.2	12	1	31835397	31869084	RESF1
RESF1	XM_017019550.3	12	1	31835397	31869084	RESF1
BICD1	NM_001354189.2	12	1	31983002	32209273	BICD1
BICD1	NM_001363603.2	12	1	31983002	32216929	BICD1
BICD1	XM_011520813.3	12	1	31983002	32244279	BICD1
BICD1	XM_047429325.1	12	1	31983002	32244279	BICD1
BICD1	NM_001003398.3	12	1	31983002	32259851	BICD1
BICD1	NM_001354186.2	12	1	31983002	32259851	BICD1
BICD1	NM_001354187.2	12	1	31983002	32259851	BICD1
BICD1	NM_001354188.2	12	1	31983002	32259851	BICD1
BICD1	NM_001714.4	12	1	31983002	32259851	BICD1
BICD1	NR_148725.2	12	1	31983002	32259851	BICD1
BICD1	XM_011520812.4	12	1	31983002	32259851	BICD1
BICD1	XM_011520814.4	12	1	31983002	32259851	BICD1
FGD4	XR_001748576.2	12	1	32275797	32487102	FGD4
FGD4	NM_001370298.3	12	1	32275797	32522311	FGD4
FGD4	NM_001384126.1	12	1	32275797	32522311	FGD4
FGD4	NM_001304481.1	12	1	32362219	32522311	FGD4
FGD4	NM_001330374.2	12	1	32362219	32522311	FGD4
FGD4	XM_047428291.1	12	1	32362219	32522311	FGD4
FGD4	NM_139241.3	12	1	32378293	32522311	FGD4
FGD4	XM_047428292.1	12	1	32378293	32522311	FGD4
FGD4	NM_001384131.1	12	1	32378413	32459213	FGD4
FGD4	NR_168884.1	12	1	32378413	32459213	FGD4
FGD4	NM_001304483.2	12	1	32378413	32515193	FGD4
FGD4	NM_001304484.2	12	1	32378413	32522311	FGD4
FGD4	NM_001330373.2	12	1	32378413	32522311	FGD4
FGD4	NM_001370297.1	12	1	32378413	32522311	FGD4
FGD4	NM_001384127.1	12	1	32378413	32522311	FGD4
FGD4	NM_001384132.1	12	1	32410573	32459213	FGD4
FGD4	NM_001384128.1	12	1	32410573	32522311	FGD4
FGD4	NM_001384130.1	12	1	32410573	32522311	FGD4
FGD4	NM_001385118.1	12	1	32410573	32522311	FGD4
FGD4	XM_047428297.1	12	1	32440335	32522311	FGD4
FGD4	XM_047428293.1	12	1	32440489	32522311	FGD4
FGD4	XM_047428295.1	12	1	32452649	32522311	FGD4
FGD4	XM_047428296.1	12	1	32452649	32522311	FGD4
FGD4	XM_047428294.1	12	1	32456010	32522311	FGD4
FGD4	XM_011520558.3	12	1	32470622	32522311	FGD4
FGD4	XM_011520559.4	12	1	32476674	32522311	FGD4
FGD4	XM_005253310.5	12	1	32476752	32522311	FGD4
LOC124902914	XR_007063270.1	12	1	32526766	32528635	LOC124902914
DNM1L	NM_001278463.2	12	1	32555588	32621929	DNM1L
DNM1L	NM_001278464.2	12	1	32555588	32621929	DNM1L
DNM1L	NM_001278465.2	12	1	32555588	32621929	DNM1L
DNM1L	NM_001278466.2	12	1	32555588	32621929	DNM1L
DNM1L	NM_001330380.2	12	1	32555588	32621929	DNM1L
DNM1L	NM_005690.5	12	1	32555588	32621929	DNM1L
DNM1L	NM_012062.5	12	1	32555588	32621929	DNM1L
DNM1L	NM_012063.4	12	1	32555588	32621929	DNM1L
DNM1L	XM_011520543.4	12	1	32555588	32621929	DNM1L
DNM1L	XM_047428047.1	12	1	32587243	32621929	DNM1L
YARS2	NM_001040436.3	12	-1	32622823	32632178	YARS2
PKP2	NM_001005242.3	12	-1	32667065	32772770	PKP2
PKP2	NM_004572.4	12	-1	32667065	32772770	PKP2
SYT10	XM_011520644.4	12	-1	33245435	33279530	SYT10
SYT10	NM_198992.4	12	-1	33245435	33311036	SYT10
LOC105369726	XR_931504.3	12	1	33557218	33563128	LOC105369726
ALG10	XM_024449230.2	12	1	33899970	33905896	ALG10
ALG10	NM_032834.4	12	1	33900090	33905896	ALG10
ALG10	XM_024449231.2	12	1	33900371	33905896	ALG10
LOC124902915	XR_007063271.1	12	1	33931762	33934865	LOC124902915
LOC124903068	XR_007063559.1	12	-1	34068683	34082426	LOC124903068
LOC107984469	XR_007063272.1	12	1	38088159	38092320	LOC107984469
LOC107984469	XR_001749076.2	12	1	38088679	38092320	LOC107984469
LOC124902916	XR_007063273.1	12	1	38116381	38117292	LOC124902916
ALG10B	XM_005268665.5	12	1	38266345	38279334	ALG10B
ALG10B	NM_001013620.4	12	1	38266432	38279334	ALG10B
ALG10B	NM_001308340.2	12	1	38266432	38279334	ALG10B
