RPL23AP53	NR_003572.2	8	-1	5121	29123	RPL23AP53	transcript
LOC101929622	NR_125820.1	8	1	37993974	38009888	LOC101929622	lnc_RNA
LOC102723701	NR_125821.1	8	-1	38011160	38013825	LOC102723701	lnc_RNA
ERLIN2	XM_054359677.1	8	1	38013033	38034818	ERLIN2	mRNA
ERLIN2	NM_001362878.2	8	1	38013033	38034818	ERLIN2	mRNA
ERLIN2	NM_007175.8	8	1	38013033	38034818	ERLIN2	mRNA
ERLIN2	NM_001362880.2	8	1	38013033	38022948	ERLIN2	mRNA
ERLIN2	NM_001003790.4	8	1	38013033	38022948	ERLIN2	mRNA
ERLIN2	NM_001003791.3	8	1	38013033	38022948	ERLIN2	mRNA
ERLIN2	XM_054359678.1	8	1	38016781	38034818	ERLIN2	mRNA
LOC728024	NR_003671.2	8	-1	38022952	38024443	LOC728024	transcript
PLPBP	NM_001349349.1	8	1	38038942	38044174	PLPBP	mRNA
PLPBP	NM_001349346.2	8	1	38039041	38056164	PLPBP	mRNA
PLPBP	NM_007198.4	8	1	38039041	38056164	PLPBP	mRNA
PLPBP	NM_001349347.2	8	1	38039041	38056164	PLPBP	mRNA
PLPBP	NM_001349348.2	8	1	38039041	38056164	PLPBP	mRNA
ADGRA2	XM_054360257.1	8	1	38073278	38121297	ADGRA2	mRNA
ADGRA2	NM_032777.10	8	1	38073278	38121297	ADGRA2	mRNA
ADGRA2	XM_054360259.1	8	1	38073278	38121297	ADGRA2	mRNA
ADGRA2	XM_054360258.1	8	1	38073278	38121297	ADGRA2	mRNA
BRF2	NM_018310.4	8	-1	38119669	38126265	BRF2	mRNA
RAB11FIP1	NM_025151.5	8	-1	38135023	38175900	RAB11FIP1	mRNA
RAB11FIP1	NM_001002814.3	8	-1	38135023	38175900	RAB11FIP1	mRNA
RAB11FIP1	XM_054361288.1	8	-1	38147671	38175900	RAB11FIP1	mRNA
GOT1L1	XM_054359742.1	8	-1	38210697	38216524	GOT1L1	mRNA
GOT1L1	XM_054359741.1	8	-1	38210697	38216524	GOT1L1	mRNA
GOT1L1	NM_152413.3	8	-1	38210697	38216524	GOT1L1	mRNA
GOT1L1	XM_054359743.1	8	-1	38210697	38214128	GOT1L1	mRNA
GOT1L1	XR_008487800.1	8	-1	38211559	38216524	GOT1L1	transcript
ADRB3	NM_000025.3	8	-1	38239389	38242998	ADRB3	mRNA
EIF4EBP1	NM_004095.4	8	1	38306935	38336767	EIF4EBP1	mRNA
ASH2L	NM_001282272.1	8	1	38382461	38417070	ASH2L	mRNA
ASH2L	XM_054361469.1	8	1	38382497	38417070	ASH2L	mRNA
ASH2L	XM_054361470.1	8	1	38382497	38417070	ASH2L	mRNA
ASH2L	NM_004674.5	8	1	38382497	38417070	ASH2L	mRNA
ASH2L	XM_054361471.1	8	1	38382497	38417070	ASH2L	mRNA
ASH2L	XM_054361472.1	8	1	38382761	38417070	ASH2L	mRNA
ASH2L	NM_001105214.2	8	1	38382761	38417070	ASH2L	mRNA
ASH2L	NM_001261832.1	8	1	38382761	38417070	ASH2L	mRNA
STAR	NM_000349.3	8	-1	38419706	38427956	STAR	mRNA
LSM1	NR_045493.1	8	-1	38440300	38453709	LSM1	transcript
LSM1	NR_045492.2	8	-1	38440318	38453472	LSM1	transcript
LSM1	NM_014462.3	8	-1	38440318	38453472	LSM1	mRNA
BAG4	NM_004874.4	8	1	38453834	38490242	BAG4	mRNA
BAG4	NM_001204878.2	8	1	38453834	38490242	BAG4	mRNA
DDHD2	XR_008487830.1	8	1	38508534	38550602	DDHD2	transcript
DDHD2	XR_008487831.1	8	1	38508534	38550602	DDHD2	transcript
DDHD2	XR_008487833.1	8	1	38508534	38550602	DDHD2	transcript
DDHD2	XR_008487829.1	8	1	38508534	38544762	DDHD2	transcript
DDHD2	XR_008487832.1	8	1	38508534	38541106	DDHD2	transcript
DDHD2	NR_156416.2	8	1	38508534	38539791	DDHD2	transcript
DDHD2	NR_156417.2	8	1	38508534	38539722	DDHD2	transcript
DDHD2	XM_054360184.1	8	1	38508534	38550602	DDHD2	mRNA
DDHD2	XM_054360185.1	8	1	38508534	38541172	DDHD2	mRNA
DDHD2	NM_001362914.2	8	1	38508534	38539791	DDHD2	mRNA
DDHD2	XM_054360186.1	8	1	38508534	38539791	DDHD2	mRNA
DDHD2	NM_015214.3	8	1	38508534	38539791	DDHD2	mRNA
DDHD2	NM_001362913.2	8	1	38508534	38539791	DDHD2	mRNA
DDHD2	NM_001362912.2	8	1	38508534	38539722	DDHD2	mRNA
DDHD2	NM_001362911.2	8	1	38508534	38539722	DDHD2	mRNA
DDHD2	XM_054360187.1	8	1	38508534	38539722	DDHD2	mRNA
DDHD2	XM_054360188.1	8	1	38508534	38539722	DDHD2	mRNA
DDHD2	NM_001164234.2	8	1	38508534	38516046	DDHD2	mRNA
DDHD2	NM_001164232.2	8	1	38508902	38539791	DDHD2	mRNA
PLPP5	NR_148893.2	8	-1	38540085	38546179	PLPP5	transcript
PLPP5	NM_001354458.2	8	-1	38540085	38546179	PLPP5	mRNA
PLPP5	NM_001354452.2	8	-1	38540085	38546179	PLPP5	mRNA
PLPP5	NM_001354456.2	8	-1	38540085	38546179	PLPP5	mRNA
PLPP5	NM_001102559.2	8	-1	38540085	38546179	PLPP5	mRNA
PLPP5	NM_001354459.2	8	-1	38540085	38546179	PLPP5	mRNA
PLPP5	XM_054361359.1	8	-1	38540085	38546179	PLPP5	mRNA
PLPP5	NM_001410920.1	8	-1	38540085	38546179	PLPP5	mRNA
PLPP5	XM_054361358.1	8	-1	38540085	38545591	PLPP5	mRNA
PLPP5	XM_054361354.1	8	-1	38540085	38545591	PLPP5	mRNA
PLPP5	NM_032483.4	8	-1	38541694	38546179	PLPP5	mRNA
PLPP5	NM_001354454.2	8	-1	38541694	38546179	PLPP5	mRNA
PLPP5	XR_008487886.1	8	-1	38543095	38546179	PLPP5	transcript
PLPP5	XR_008487885.1	8	-1	38543095	38546179	PLPP5	transcript
PLPP5	NR_148894.2	8	-1	38543937	38546179	PLPP5	transcript
PLPP5	NM_001102560.2	8	-1	38543937	38546179	PLPP5	mRNA
PLPP5	XM_054361357.1	8	-1	38543937	38546179	PLPP5	mRNA
PLPP5	XM_054361356.1	8	-1	38543937	38546179	PLPP5	mRNA
PLPP5	NM_001354457.2	8	-1	38543937	38546179	PLPP5	mRNA
PLPP5	XM_054361355.1	8	-1	38544595	38546179	PLPP5	mRNA
NSD3	NM_023034.2	8	-1	38546659	38659240	NSD3	mRNA
NSD3	NM_017778.3	8	-1	38593372	38659240	NSD3	mRNA
LETM2	XM_054359786.1	8	1	38659474	38686498	LETM2	mRNA
LETM2	XM_054359781.1	8	1	38660954	38686498	LETM2	mRNA
LETM2	XR_008487809.1	8	1	38663445	38684005	LETM2	transcript
LETM2	NM_001363204.1	8	1	38663445	38686498	LETM2	mRNA
LETM2	NM_001286819.2	8	1	38663445	38686498	LETM2	mRNA
LETM2	NM_001286787.2	8	1	38663445	38686498	LETM2	mRNA
LETM2	NM_001330515.2	8	1	38663445	38686498	LETM2	mRNA
LETM2	NM_001199659.3	8	1	38663445	38686498	LETM2	mRNA
LETM2	NM_001363205.1	8	1	38663445	38686498	LETM2	mRNA
LETM2	NM_144652.4	8	1	38663445	38686498	LETM2	mRNA
LETM2	XM_054359787.1	8	1	38663445	38684432	LETM2	mRNA
LETM2	XM_054359788.1	8	1	38663445	38684003	LETM2	mRNA
LETM2	NM_001286821.2	8	1	38663445	38671421	LETM2	mRNA
LETM2	XM_054359785.1	8	1	38664091	38686498	LETM2	mRNA
LETM2	NM_001199660.3	8	1	38664111	38686498	LETM2	mRNA
LETM2	XM_054359784.1	8	1	38664116	38686498	LETM2	mRNA
LETM2	XM_054359783.1	8	1	38664116	38686498	LETM2	mRNA
LETM2	XM_054359782.1	8	1	38664163	38686498	LETM2	mRNA
LETM2	XM_054359789.1	8	1	38673884	38686498	LETM2	mRNA
LOC102723716	NR_188043.1	8	-1	38677059	38689975	LOC102723716	lnc_RNA
FGFR1	NM_001354368.2	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_001354370.2	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_023106.3	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_023105.3	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_001354367.2	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_015850.4	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_001174063.2	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_023110.3	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_001174064.2	8	-1	38688107	38745588	FGFR1	mRNA
FGFR1	NM_001174066.2	8	-1	38688107	38744677	FGFR1	mRNA
FGFR1	NM_001354369.2	8	-1	38688107	38744677	FGFR1	mRNA
FGFR1	NM_001410922.1	8	-1	38688107	38744677	FGFR1	mRNA
FGFR1	NM_001174065.2	8	-1	38688107	38744677	FGFR1	mRNA
FGFR1	NM_001174067.2	8	-1	38688107	38744677	FGFR1	mRNA
LINC03042	NR_167676.1	8	-1	38787751	38805650	LINC03042	lnc_RNA
LOC124906778	XR_007078912.1	8	-1	38820647	38821174	LOC124906778	lnc_RNA
LOC105379384	XR_007078913.1	8	1	38842078	38855524	LOC105379384	lnc_RNA
LOC105379384	XR_007078914.1	8	1	38851851	38868231	LOC105379384	lnc_RNA
RNF5P1	NR_003129.1	8	-1	38877206	38878293	RNF5P1	transcript
TACC1	NR_148051.2	8	1	39005551	39130036	TACC1	transcript
TACC1	NR_148049.2	8	1	39005551	39130036	TACC1	transcript
TACC1	NR_148050.2	8	1	39005551	39105586	TACC1	transcript
TACC1	NR_148047.2	8	1	39005551	39028630	TACC1	transcript
TACC1	NR_148052.2	8	1	39005551	39028630	TACC1	transcript
TACC1	NR_148053.2	8	1	39005551	39028630	TACC1	transcript
TACC1	NR_148048.2	8	1	39005551	39028630	TACC1	transcript
TACC1	XM_054361089.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361090.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361095.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352786.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352778.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352780.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361093.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352787.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352785.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361087.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361097.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361088.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361094.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361086.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352788.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001146216.3	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352794.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001330521.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352799.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352792.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361099.1	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352789.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352793.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	NM_001352795.2	8	1	39005551	39130036	TACC1	mRNA
TACC1	XM_054361084.1	8	1	39034293	39130036	TACC1	mRNA
TACC1	XM_054361085.1	8	1	39034293	39130036	TACC1	mRNA
TACC1	XM_054361091.1	8	1	39034293	39130036	TACC1	mRNA
TACC1	XM_054361098.1	8	1	39034293	39130036	TACC1	mRNA
TACC1	NM_001352797.2	8	1	39034293	39130036	TACC1	mRNA
TACC1	XM_054361092.1	8	1	39034293	39130036	TACC1	mRNA
TACC1	XM_054361096.1	8	1	39034293	39130036	TACC1	mRNA
TACC1	NM_001352782.2	8	1	39034293	39130036	TACC1	mRNA
TACC1	NM_001352784.2	8	1	39034293	39130036	TACC1	mRNA
TACC1	XM_054361100.1	8	1	39034293	39130036	TACC1	mRNA
TACC1	NM_001352790.2	8	1	39034293	39130036	TACC1	mRNA
TACC1	NM_001352796.2	8	1	39034293	39130036	TACC1	mRNA
TACC1	XM_054361102.1	8	1	39034293	39130036	TACC1	mRNA
TACC1	NM_001352804.2	8	1	39034293	39130036	TACC1	mRNA
TACC1	NM_001352779.2	8	1	39064248	39130036	TACC1	mRNA
TACC1	NM_001352781.2	8	1	39064248	39130036	TACC1	mRNA
TACC1	NM_006283.3	8	1	39064248	39130036	TACC1	mRNA
TACC1	NM_001352783.2	8	1	39064248	39130036	TACC1	mRNA
TACC1	NM_001352801.2	8	1	39064248	39130036	TACC1	mRNA
TACC1	NM_001122824.2	8	1	39064248	39130036	TACC1	mRNA
TACC1	NM_001352803.2	8	1	39064248	39130036	TACC1	mRNA
TACC1	NM_001352800.2	8	1	39064248	39105586	TACC1	mRNA
TACC1	NM_001352798.1	8	1	39065118	39130036	TACC1	mRNA
TACC1	NM_001352791.1	8	1	39082469	39130036	TACC1	mRNA
TACC1	XM_054361101.1	8	1	39082469	39130036	TACC1	mRNA
TACC1	NM_001352802.1	8	1	39082469	39105586	TACC1	mRNA
PLEKHA2	XM_054360952.1	8	1	39178051	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360951.1	8	1	39178168	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360955.1	8	1	39178193	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360946.1	8	1	39178202	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360949.1	8	1	39178263	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360948.1	8	1	39178263	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360953.1	8	1	39178263	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360954.1	8	1	39178263	39251053	PLEKHA2	mRNA
PLEKHA2	NM_021623.2	8	1	39178269	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360947.1	8	1	39178301	39251053	PLEKHA2	mRNA
PLEKHA2	NM_001410925.1	8	1	39178688	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360950.1	8	1	39190343	39251053	PLEKHA2	mRNA
PLEKHA2	XM_054360956.1	8	1	39194833	39251053	PLEKHA2	mRNA
HTRA4	NM_153692.4	8	1	39251369	39265805	HTRA4	mRNA
HTRA4	XM_054359997.1	8	1	39251369	39260087	HTRA4	mRNA
HTRA4	XM_054359998.1	8	1	39251369	39257626	HTRA4	mRNA
TM2D2	XM_054361339.1	8	-1	39265950	39274132	TM2D2	mRNA
TM2D2	XM_054361340.1	8	-1	39265950	39274132	TM2D2	mRNA
TM2D2	NM_001024381.2	8	-1	39265950	39273651	TM2D2	mRNA
TM2D2	NM_001024380.2	8	-1	39265950	39273651	TM2D2	mRNA
TM2D2	NM_078473.3	8	-1	39265950	39273651	TM2D2	mRNA
TM2D2	NM_031940.4	8	-1	39265950	39273651	TM2D2	mRNA
ADAM9	NR_027638.2	8	1	39274115	39382400	ADAM9	transcript
ADAM9	NR_027878.2	8	1	39274115	39382400	ADAM9	transcript
ADAM9	NR_027639.2	8	1	39274115	39382400	ADAM9	transcript
ADAM9	XR_008487888.1	8	1	39274115	39354480	ADAM9	transcript
ADAM9	NM_003816.3	8	1	39274115	39382400	ADAM9	mRNA
ADAM9	XM_054361438.1	8	1	39274115	39354553	ADAM9	mRNA
ADAM9	XM_054361437.1	8	1	39274305	39382400	ADAM9	mRNA
SNORD38D	NR_145988.1	8	-1	39295757	39295826	SNORD38D	snoRNA
ADAM32	NM_001313994.1	8	1	39384664	39562013	ADAM32	mRNA
ADAM32	NM_145004.7	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360000.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054359999.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360002.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360005.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360006.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360004.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360001.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360008.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360007.1	8	1	39384869	39562013	ADAM32	mRNA
ADAM32	XM_054360003.1	8	1	39407119	39562013	ADAM32	mRNA
ADAM32	XM_054360010.1	8	1	39442180	39562013	ADAM32	mRNA
ADAM32	XM_054360009.1	8	1	39445878	39562013	ADAM32	mRNA
ADAM5	NR_001448.2	8	1	39591725	39694643	ADAM5	transcript
ADAM3A	NR_001569.3	8	-1	39728311	39800254	ADAM3A	transcript
ADAM3A	NR_024106.2	8	-1	39728311	39800254	ADAM3A	transcript
ADAM3A	NR_024107.2	8	-1	39728311	39800254	ADAM3A	transcript
ADAM3A	NR_073423.1	8	-1	39728311	39800254	ADAM3A	transcript
LOC100130964	NR_046245.1	8	1	39840355	39857364	LOC100130964	lnc_RNA
ADAM18	NR_135201.2	8	1	39861797	40007263	ADAM18	transcript
ADAM18	NM_014237.3	8	1	39861797	40007263	ADAM18	mRNA
ADAM18	NM_001320313.2	8	1	39861797	40007263	ADAM18	mRNA
ADAM18	NM_001190956.2	8	1	39861797	39888808	ADAM18	mRNA
ADAM2	NM_001437784.1	8	-1	40020946	40115447	ADAM2	mRNA
ADAM2	XM_054360241.1	8	-1	40020946	40115447	ADAM2	mRNA
ADAM2	NM_001278113.2	8	-1	40020946	40115447	ADAM2	mRNA
ADAM2	NM_001278114.2	8	-1	40020946	40115447	ADAM2	mRNA
ADAM2	XM_054360240.1	8	-1	40020946	40115447	ADAM2	mRNA
ADAM2	NM_001464.5	8	-1	40020946	40115447	ADAM2	mRNA
IDO1	NM_002164.6	8	1	40190729	40205625	IDO1	mRNA
IDO2	NM_194294.5	8	1	40211488	40293321	IDO2	mRNA
IDO2	NM_001395206.1	8	1	40225823	40293321	IDO2	mRNA
LINC02866	NR_186440.1	8	1	40381021	40449978	LINC02866	lnc_RNA
LINC02866	NR_186439.1	8	1	40381021	40449978	LINC02866	lnc_RNA
LINC02866	NR_186438.1	8	1	40381021	40449978	LINC02866	lnc_RNA
LINC02866	NR_186441.1	8	1	40381021	40449978	LINC02866	lnc_RNA
LINC02866	NR_186442.1	8	1	40391570	40449978	LINC02866	lnc_RNA
TCIM	NM_020130.5	8	1	40430413	40432240	TCIM	mRNA
SIRLNT	NR_156738.1	8	-1	40610082	40620272	SIRLNT	lnc_RNA
LOC105379388	XR_007078922.1	8	1	40646893	40669751	LOC105379388	lnc_RNA
ZMAT4	NM_001135731.2	8	-1	40807525	41176451	ZMAT4	mRNA
ZMAT4	NM_024645.3	8	-1	40807525	41176451	ZMAT4	mRNA
LOC107986938	XR_007078923.1	8	1	40905757	40920177	LOC107986938	lnc_RNA
LOC107986938	XR_007078924.1	8	1	40905757	40919648	LOC107986938	lnc_RNA
ZMAT4	XM_054361234.1	8	-1	40916518	41176451	ZMAT4	mRNA
ZMAT4	XM_054361235.1	8	-1	40916518	41104244	ZMAT4	mRNA
ZMAT4	XM_054361236.1	8	-1	40916518	41104244	ZMAT4	mRNA
ZMAT4	XM_054361237.1	8	-1	40916518	41104222	ZMAT4	mRNA
ZMAT4	XM_054361238.1	8	-1	40916518	41037954	ZMAT4	mRNA
LOC105379389	XR_007078925.1	8	1	41182664	41202163	LOC105379389	lnc_RNA
LOC105379390	XR_007078926.1	8	-1	41203330	41207370	LOC105379390	lnc_RNA
LOC105379771	XR_007078927.1	8	-1	41445902	41458329	LOC105379771	lnc_RNA
SFRP1	NM_003012.5	8	-1	41535586	41583179	SFRP1	mRNA
MIR548AO	NR_049801.1	8	-1	41544674	41544769	MIR548AO	primary_transcript
MIR548AO	unassigned_transcript_1561	8	-1	41544691	41544712	MIR548AO	miRNA
MIR548AO	unassigned_transcript_1562	8	-1	41544728	41544749	MIR548AO	miRNA
SNORD65B	NR_145746.1	8	1	41700380	41700453	SNORD65B	snoRNA
LOC105379391	XR_007078928.1	8	1	41709062	41714187	LOC105379391	lnc_RNA
GOLGA7	NM_001362979.1	8	1	41764091	41784672	GOLGA7	mRNA
GOLGA7	NR_156425.2	8	1	41764277	41784671	GOLGA7	transcript
GOLGA7	NR_156426.2	8	1	41764277	41784671	GOLGA7	transcript
GOLGA7	NR_156427.2	8	1	41764277	41784671	GOLGA7	transcript
GOLGA7	NM_001002296.2	8	1	41764277	41784671	GOLGA7	mRNA
GOLGA7	NM_001362980.2	8	1	41764277	41784671	GOLGA7	mRNA
GOLGA7	NM_001174124.2	8	1	41764277	41784671	GOLGA7	mRNA
GOLGA7	NM_016099.3	8	1	41764277	41784671	GOLGA7	mRNA
GINS4	XM_054361352.1	8	1	41802893	41818725	GINS4	mRNA
GINS4	NM_032336.3	8	1	41802952	41818725	GINS4	mRNA
GPAT4-AS1	NR_125824.1	8	-1	41807996	41852126	GPAT4-AS1	lnc_RNA
LOC124901939	XR_007078929.1	8	1	41836805	41843071	LOC124901939	lnc_RNA
GPAT4	XM_054359762.1	8	1	41851958	41898752	GPAT4	mRNA
GPAT4	NM_001363198.2	8	1	41851958	41898752	GPAT4	mRNA
GPAT4	NM_178819.4	8	1	41851958	41898752	GPAT4	mRNA
GPAT4	XM_054359764.1	8	1	41852274	41898752	GPAT4	mRNA
GPAT4	NM_001363197.2	8	1	41852274	41898752	GPAT4	mRNA
GPAT4	XM_054359763.1	8	1	41858532	41898752	GPAT4	mRNA
GPAT4	XM_054359765.1	8	1	41883700	41898752	GPAT4	mRNA
NKX6-3	NM_001364841.2	8	-1	41918807	41924450	NKX6-3	mRNA
NKX6-3	NM_152568.3	8	-1	41918808	41920991	NKX6-3	mRNA
ANK1	NM_001142446.2	8	-1	41926848	42170259	ANK1	mRNA
ANK1	NM_020477.3	8	-1	41926848	42071183	ANK1	mRNA
ANK1	NM_020475.3	8	-1	41926848	42071183	ANK1	mRNA
ANK1	NM_000037.4	8	-1	41926848	42071183	ANK1	mRNA
ANK1	NM_020476.3	8	-1	41926848	42071183	ANK1	mRNA
ANK1	NM_020480.5	8	-1	41926848	41938878	ANK1	mRNA
ANK1	NM_020478.5	8	-1	41926848	41938878	ANK1	mRNA
ANK1	NM_001142445.2	8	-1	41926848	41938878	ANK1	mRNA
MIR486-1	NR_030161.1	8	-1	41934039	41934106	MIR486-1	primary_transcript
MIR486-1	unassigned_transcript_1563	8	-1	41934041	41934061	MIR486-1	miRNA
MIR486-2	NR_106984.1	8	1	41934042	41934105	MIR486-2	primary_transcript
MIR486-2	unassigned_transcript_1565	8	1	41934042	41934063	MIR486-2	miRNA
MIR486-1	unassigned_transcript_1564	8	-1	41934082	41934103	MIR486-1	miRNA
MIR486-2	unassigned_transcript_1566	8	1	41934084	41934104	MIR486-2	miRNA
LOC105379392	XR_007078931.1	8	1	42071069	42074902	LOC105379392	lnc_RNA
LOC105379392	XR_007078934.1	8	1	42071312	42074902	LOC105379392	lnc_RNA
LOC105379392	XR_007078933.1	8	1	42071351	42074902	LOC105379392	lnc_RNA
LOC105379392	XR_007078932.1	8	1	42071351	42074902	LOC105379392	lnc_RNA
LOC105379392	XR_007078930.1	8	1	42071351	42074902	LOC105379392	lnc_RNA
KAT6A	NM_006766.5	8	-1	42203787	42326296	KAT6A	mRNA
KAT6A	NM_001305878.2	8	-1	42216349	42326296	KAT6A	mRNA
LOC124900271	XR_007079545.1	8	-1	42317817	42317888	LOC124900271	snoRNA
KAT6A-AS1	NR_136589.1	8	1	42326059	42379302	KAT6A-AS1	lnc_RNA
LOC107986939	XR_007078935.1	8	-1	42413765	42416326	LOC107986939	lnc_RNA
AP3M2	NM_001134296.2	8	1	42427379	42445504	AP3M2	mRNA
AP3M2	NM_006803.4	8	1	42427379	42445504	AP3M2	mRNA
AP3M2	XM_054359613.1	8	1	42430372	42445504	AP3M2	mRNA
PLAT	NM_033011.4	8	-1	42449037	42481874	PLAT	mRNA
PLAT	NM_001319189.2	8	-1	42449037	42481874	PLAT	mRNA
PLAT	NM_000930.5	8	-1	42449037	42481874	PLAT	mRNA
LOC124902095	XR_007079559.1	8	-1	42499942	42500043	LOC124902095	snoRNA
IKBKB-DT	NR_185845.2	8	-1	42507983	42545602	IKBKB-DT	lnc_RNA
IKBKB-DT	NR_125823.3	8	-1	42529659	42545602	IKBKB-DT	lnc_RNA
IKBKB-DT	NR_185844.2	8	-1	42529659	42545602	IKBKB-DT	lnc_RNA
IKBKB-DT	NR_185843.2	8	-1	42529659	42545602	IKBKB-DT	lnc_RNA
IKBKB	NR_033818.2	8	1	42545654	42606501	IKBKB	transcript
IKBKB	NR_033819.2	8	1	42545654	42606501	IKBKB	transcript
IKBKB	NR_040009.2	8	1	42545654	42606501	IKBKB	transcript
IKBKB	NM_001556.3	8	1	42545654	42606501	IKBKB	mRNA
IKBKB	NM_001242778.2	8	1	42545654	42606501	IKBKB	mRNA
IKBKB	NM_001190720.3	8	1	42545654	42606491	IKBKB	mRNA
IKBKB	XM_054360434.1	8	1	42545910	42606501	IKBKB	mRNA
IKBKB	XM_054360431.1	8	1	42545919	42604948	IKBKB	mRNA
IKBKB	XM_054360429.1	8	1	42546067	42604948	IKBKB	mRNA
IKBKB	XM_054360427.1	8	1	42546067	42604947	IKBKB	mRNA
IKBKB	XM_054360436.1	8	1	42546067	42596475	IKBKB	mRNA
IKBKB	XM_054360428.1	8	1	42546068	42606501	IKBKB	mRNA
IKBKB	XM_054360432.1	8	1	42546068	42606501	IKBKB	mRNA
IKBKB	XM_054360433.1	8	1	42546068	42600394	IKBKB	mRNA
IKBKB	XM_054360430.1	8	1	42546441	42604947	IKBKB	mRNA
LOC105379395	XR_007078936.1	8	1	42570026	42575710	LOC105379395	lnc_RNA
IKBKB	XM_054360435.1	8	1	42579617	42604948	IKBKB	mRNA
POLB	XR_008487852.1	8	1	42608570	42632926	POLB	transcript
POLB	XM_054360705.1	8	1	42608570	42642104	POLB	mRNA
POLB	XM_054360706.1	8	1	42608570	42642104	POLB	mRNA
POLB	NM_002690.3	8	1	42608570	42642104	POLB	mRNA
POLB	XM_054360707.1	8	1	42608570	42642104	POLB	mRNA
POLB	XM_054360708.1	8	1	42608570	42642104	POLB	mRNA
POLB	XM_054360711.1	8	1	42608570	42642104	POLB	mRNA
POLB	XM_054360709.1	8	1	42608570	42642104	POLB	mRNA
POLB	XM_054360712.1	8	1	42608570	42642104	POLB	mRNA
POLB	XM_054360714.1	8	1	42608570	42642104	POLB	mRNA
POLB	XM_054360710.1	8	1	42619310	42642104	POLB	mRNA
POLB	XM_054360713.1	8	1	42619319	42642104	POLB	mRNA
DKK4	XM_054360295.1	8	-1	42644359	42661636	DKK4	mRNA
DKK4	XM_054360296.1	8	-1	42644359	42655414	DKK4	mRNA
DKK4	NM_014420.3	8	-1	42644359	42647525	DKK4	mRNA
VDAC3	NR_182163.1	8	1	42662194	42676251	VDAC3	transcript
VDAC3	NR_182160.1	8	1	42662194	42676251	VDAC3	transcript
VDAC3	NR_182162.1	8	1	42662194	42676251	VDAC3	transcript
VDAC3	NR_182161.1	8	1	42662194	42676251	VDAC3	transcript
VDAC3	NM_001413560.1	8	1	42662194	42676251	VDAC3	mRNA
VDAC3	NM_001413555.1	8	1	42662194	42676251	VDAC3	mRNA
